Year,Country,Quality_of_Life_Rank
1988,Heavily indebted poor countries (HIPC),195
1988,Arab World,196
1988,Guinea,197
1988,Djibouti,198
1988,Ghana,199
1988,Central African Republic,200
1988,Bangladesh,201
1988,Nigeria,202
1988,Comoros,203
1988,"Gambia, The",204
1988,"Congo, Dem. Rep.",205
1988,South Asia (IDA & IBRD),206
1988,Pakistan,207
1988,Mongolia,208
1988,Benin,209
1988,South Asia,210
1988,Senegal,211
1988,Myanmar,212
1988,Nepal,213
1988,Madagascar,214
1988,Uganda,215
1988,Chad,215
1988,Timor-Leste,216
1988,Low income,217
1988,Liberia,218
1988,Tanzania,219
1988,Rwanda,220
1988,Eritrea,221
1988,Ethiopia,222
1988,Least developed countries: UN classification,223
1988,Pre-demographic dividend,224
1988,Mali,225
1988,Sub-Saharan Africa (excluding high income),226
1988,Malawi,227
1988,Mozambique,228
1988,Sierra Leone,229
1988,Niger,230
1988,South Sudan,231
1988,Burundi,231
1988,Sudan,232
1988,Somalia,233
1988,Sub-Saharan Africa,234
1988,Sub-Saharan Africa (IDA & IBRD countries),234
1988,Angola,235
1988,Africa Western and Central,236
1988,Afghanistan,237
1988,Africa Eastern and Southern,238
