Year,Country,Ease_of_Living_Rank
1974,Vanuatu,184
1974,Papua New Guinea,185
1974,Senegal,185
1974,Sub-Saharan Africa (excluding high income),185
1974,Middle income,186
1974,Sub-Saharan Africa,187
1974,Sub-Saharan Africa (IDA & IBRD countries),187
1974,Other small states,188
1974,Bangladesh,189
1974,Burundi,190
1974,Mauritania,190
1974,Namibia,191
1974,Benin,192
1974,Burkina Faso,193
1974,Uganda,194
1974,Cambodia,195
1974,Sierra Leone,196
1974,Chad,197
1974,Myanmar,198
1974,Nigeria,199
1974,Niger,200
1974,Madagascar,201
1974,Pre-demographic dividend,202
1974,Timor-Leste,202
1974,South Asia,203
1974,Algeria,204
1974,Equatorial Guinea,204
1974,Maldives,205
1974,Mali,206
1974,Togo,206
1974,Tanzania,207
1974,Malawi,208
1974,Comoros,209
1974,Mozambique,209
1974,Somalia,209
1974,South Asia (IDA & IBRD),210
1974,"Congo, Dem. Rep.",211
1974,South Sudan,212
1974,Angola,213
1974,Africa Eastern and Southern,214
1974,Africa Western and Central,215
1974,Afghanistan,216
