Year,Country,Quality_of_Life_Rank
1974,Sub-Saharan Africa (IDA & IBRD countries),214
1974,Burkina Faso,215
1974,Cambodia,215
1974,Eritrea,215
1974,Equatorial Guinea,216
1974,Pre-demographic dividend,217
1974,Mozambique,218
1974,Somalia,218
1974,Ethiopia,219
1974,Niger,220
1974,Benin,221
1974,Mali,222
1974,Angola,223
1974,Algeria,224
1974,Africa Eastern and Southern,225
1974,Africa Western and Central,226
1974,Afghanistan,227
