Year,Country,Ease_of_Living_Rank
1978,Middle East & North Africa,201
1978,Rwanda,202
1978,Mauritania,203
1978,El Salvador,203
1978,Comoros,204
1978,Cambodia,205
1978,Papua New Guinea,206
1978,Middle East & North Africa (excluding high income),207
1978,"Congo, Rep.",208
1978,Myanmar,209
1978,Mongolia,210
1978,Burundi,211
1978,Burkina Faso,212
1978,Middle East & North Africa (IDA & IBRD countries),214
1978,Nepal,215
1978,Mali,216
1978,South Asia (IDA & IBRD),217
1978,Sierra Leone,218
1978,Uganda,219
1978,Togo,220
1978,Maldives,221
1978,Madagascar,222
1978,Niger,223
1978,Somalia,224
1978,Malawi,225
1978,"Gambia, The",226
1978,Timor-Leste,227
1978,South Sudan,228
1978,Pre-demographic dividend,229
1978,Mozambique,230
1978,Chad,231
1978,Equatorial Guinea,232
1978,"Congo, Dem. Rep.",233
1978,Tanzania,233
1978,Angola,234
1978,Africa Eastern and Southern,235
1978,Africa Western and Central,236
1978,Afghanistan,237
