LE_at_birth,Access_to_Electricity,Gender Development Index,Human Development Index,Gender Inequality Index
69.887,74.91539764,,0.62,0.547
55.059,16.12501717,0.968,0.583,0.561
,100.0,0.99,,0.342
,36.14777374,0.837,0.435,0.702
77.97731707,100.0,0.981,0.876,
,3.0,,0.323,0.743
,,,0.728,0.483
69.933,,0.971,0.645,0.515
72.08439024,100.0,0.946,,0.286
,,0.932,,
73.07487805,,0.949,0.77,0.229
75.21268293,100.0,0.974,0.854,0.093
68.988,84.79090881,,,0.557
66.312,,,0.605,
66.33,76.995504,,0.578,0.527
,,1.024,,0.374
76.4095122,100.0,1.004,0.847,0.092
77.75121951,100.0,0.982,,0.197
,100.0,0.944,0.863,0.14
56.565,32.4504509,0.836,0.483,0.625
77.58536585,100.0,,0.777,
69.79170732,,,,0.314
77.98439024,100.0,,0.833,0.157
60.596,51.40877533,0.717,,0.701
,66.86,,0.569,0.571
75.46980488,100.0,0.968,,
77.45121951,100.0,,,0.242
78.17073171,100.0,,0.81,0.195
,,0.787,,0.684
79.53609756,100.0,0.946,0.863,0.159
70.87,98.32859802,,0.651,
,,0.878,0.475,0.704
75.537,100.0,0.961,0.759,0.597
66.39121951,100.0,,0.696,
,100.0,1.003,0.701,0.318
,2.471727133,,0.367,0.708
77.2902439,100.0,0.893,0.758,0.303
,,,,0.485
71.646,95.89446259,0.918,0.674,
65.099,,0.97,,0.486
,56.5,0.742,0.478,0.723
58.634,,0.963,0.582,0.545
,100.0,0.948,0.878,0.096
,100.0,0.967,,0.223
45.774,6.2,0.701,,0.797
,,0.978,,
72.385,76.68634033,0.959,0.69,0.523
69.009,77.469114,0.933,0.623,0.588
,69.13311768,,0.612,0.503
71.89268293,100.0,0.985,0.746,0.227
75.31219512,,,0.761,
69.45609756,,,0.688,0.474
56.839,28.85719109,,0.375,0.671
72.25365854,100.0,0.97,,0.242
73.95853659,100.0,0.976,0.76,0.236
73.7,100.0,0.927,0.783,0.249
77.98073171,100.0,0.963,0.796,0.144
51.991,28.8697834,0.791,,0.723
78.7404878,,0.998,0.86,0.075
78.41707317,,0.937,0.865,0.109
50.786,,0.866,0.37,0.651
,81.78847504,,0.676,0.673
71.988,,0.813,,0.502
46.567,,,0.342,0.654
66.74195122,100.0,,0.684,0.473
,,0.962,0.762,0.627
76.83658537,,0.97,0.828,
75.62195122,100.0,0.989,0.885,
,,,0.717,0.434
72.143,99.0,,,
45.553,15.66827202,0.871,,0.642
50.531,31.94857979,0.901,,0.594
73.307,94.16493988,0.965,0.751,0.422
78.07804878,,0.965,0.884,
76.87073171,100.0,0.952,0.853,0.163
59.492,,0.716,0.441,0.702
73.546,100.0,,0.744,0.388
77.18731707,100.0,,0.871,0.16
69.806,75.80769348,0.909,,
55.558,14.5,,,0.677
54.357,18.36274719,,,
70.89731707,100.0,0.99,,
,37.29332352,0.836,,
78.2202439,100.0,0.98,0.879,
46.831,3.334915638,0.744,,0.742
74.899,,,0.735,0.476
70.189,93.30310059,0.968,0.653,
72.36536585,,0.944,,0.282
,100.0,0.937,,
73.71463415,100.0,0.951,0.782,0.214
75.59146341,100.0,0.978,0.862,0.087
69.097,85.55487823,0.919,,0.55
66.742,96.15432739,0.842,,0.633
67.076,77.883,0.929,0.587,
,,1.017,0.742,0.353
,,,,
77.95365854,,0.982,,0.189
76.67317073,,,0.868,0.14
56.82,34.52877045,,0.487,
77.68536585,100.0,,,
70.32878049,100.0,0.977,0.741,
78.77780488,100.0,0.983,0.838,0.156
,,0.726,0.466,0.694
,,0.877,,
75.83170732,100.0,0.974,0.785,
78.10487805,100.0,,0.818,0.24
78.52195122,100.0,0.95,0.816,0.191
51.52,44.64821243,,,0.681
80.2197561,100.0,0.947,0.868,0.155
71.064,98.44197845,0.836,0.655,0.637
55.161,7.378530502,0.881,,
75.618,100.0,0.961,,
68.77658537,,1.022,0.711,0.363
70.10804878,100.0,1.003,0.717,
43.441,,0.865,0.368,0.706
47.792,6.2,,,
77.34146341,100.0,0.909,0.756,0.322
70.32292683,99.20209503,0.904,,0.474
72.037,96.093624,0.917,0.681,0.477
,,,0.617,0.477
65.238,62.27459335,,,
,30.96898842,,0.571,0.546
,,0.766,0.442,
77.43560976,100.0,0.95,0.882,0.097
76.78780488,100.0,,0.857,0.22
46.676,7.0,0.707,0.243,
78.1504878,100.0,,,
72.675,77.49204254,0.961,0.697,0.516
61.105,,0.85,,
69.202,86.26005554,0.943,0.632,0.583
68.614,70.24495697,0.953,,0.499
72.24634146,100.0,0.985,,0.217
75.26097561,,,0.769,
,,0.958,0.693,0.469
56.672,30.52117729,0.762,,0.671
72.65365854,100.0,0.973,,0.235
74.45853659,100.0,0.979,,0.223
61.459,,,0.656,0.472
74.15121951,100.0,0.929,0.793,
78.1204878,100.0,0.966,0.802,0.141
52.276,29.3523159,0.801,0.379,
78.95902439,100.0,0.999,0.868,
,100.0,0.937,0.87,0.107
50.744,9.4,0.868,0.372,0.648
68.323,82.55436707,0.96,0.678,0.67
72.38,,,0.62,0.485
46.67,,0.831,0.354,0.654
67.02243902,,1.015,0.685,0.463
72.767,100.0,,0.767,
,,0.972,0.834,
,100.0,0.987,0.887,0.291
74.088,95.9,1.018,0.723,0.425
72.111,98.48413086,0.973,0.679,0.555
45.233,17.3,0.876,0.414,0.645
,32.33729553,0.897,,
,94.49201202,0.97,0.756,
78.4804878,100.0,0.964,,
77.3195122,100.0,0.955,0.857,0.155
61.427,22.4,0.736,0.453,0.699
73.547,100.0,,0.747,0.383
77.37073171,100.0,0.971,,
,76.69658661,,0.625,0.531
55.978,18.58962631,0.744,0.397,
,,,0.586,0.557
70.35121951,100.0,0.987,0.706,0.335
52.737,,0.836,0.435,
,100.0,,0.88,0.169
,,,0.322,0.74
,,0.94,,
70.492,93.58891296,,0.66,
72.49512195,,0.948,0.732,0.277
,100.0,,0.785,
73.82487805,100.0,,,0.205
75.94512195,100.0,,,
69.166,,0.926,,0.543
67.197,,0.845,0.619,0.635
67.895,80.03151703,0.927,,0.522
,100.0,1.018,,0.333
76.87853659,100.0,1.001,0.863,
78.30487805,,,0.838,0.183
77.07317073,100.0,0.945,0.874,0.139
57.199,,,0.492,0.618
78.13658537,100.0,0.953,,
,100.0,,0.749,
,100.0,,0.849,0.161
61.388,,,,0.688
,,0.876,0.589,
75.98536585,,,0.794,0.198
,100.0,0.934,,
78.82439024,,0.953,0.824,
51.449,,0.801,0.456,0.68
,100.0,,0.871,
71.272,,,0.661,
54.816,,0.912,,
75.879,,,0.786,0.581
69.34926829,100.0,,0.722,
70.90902439,100.0,1.0,0.732,0.277
43.131,3.379020214,0.863,0.369,0.705
48.531,4.28854084,0.739,0.289,
77.73902439,,0.905,0.766,0.333
70.40487805,99.22089386,0.904,,
,96.32958221,0.92,0.688,0.472
65.172,,0.968,0.626,0.462
65.629,,0.754,0.494,
47.408,6.6,0.821,0.272,0.618
55.558,31.9824295,0.958,,
60.771,,0.776,,
,100.0,,0.883,0.1
77.33414634,100.0,,,0.214
47.505,6.235727787,0.712,0.248,0.795
78.14268293,100.0,0.981,0.885,0.106
72.97,78.29434967,0.963,0.703,0.523
61.377,2.158482552,0.852,0.432,
69.325,,0.943,,0.579
68.884,71.35339355,0.955,0.625,
72.64634146,100.0,,0.766,0.206
,100.0,,,
69.00487805,100.0,0.961,0.696,0.462
40.64,,,0.302,0.594
,,,0.377,
,100.0,0.975,0.738,0.23
74.70731707,,0.98,0.782,0.205
,,0.957,0.651,0.468
74.60243902,100.0,0.93,,
,100.0,0.963,0.808,
52.833,,0.808,0.388,
,,,0.879,0.063
79.0795122,100.0,,,0.106
50.624,6.197068214,0.866,,0.646
68.49,,,0.68,
72.863,,0.826,,0.467
46.977,3.94494772,,,
,100.0,1.01,0.689,0.446
72.937,100.0,,0.773,
,100.0,0.972,0.842,
,,0.988,0.89,0.282
74.298,97.06565094,1.02,0.735,
,98.7,0.975,0.685,0.553
71.802,,0.947,0.56,
44.945,17.11245918,,0.413,0.646
47.993,32.72261047,0.899,0.472,0.594
73.474,,,,
78.63170732,100.0,0.966,0.891,
,100.0,0.957,0.863,0.151
63.917,,,,
73.728,100.0,0.991,,0.379
77.47317073,,0.971,0.878,
,77.58140564,0.915,0.626,0.526
56.218,,0.751,0.402,
,22.82732964,0.969,,0.556
71.06097561,100.0,0.987,,0.326
46.552,3.9,,0.294,0.623
52.582,,0.835,0.436,0.698
78.62365854,100.0,0.979,0.879,
46.025,4.321425438,0.745,0.325,
75.669,97.241124,0.938,0.749,0.446
70.738,93.87064362,,0.665,0.508
,100.0,0.95,0.742,0.263
,100.0,0.943,0.794,0.27
,100.0,0.956,0.792,
76.13902439,100.0,,0.876,
69.096,87.07193756,0.931,,0.518
,96.64652252,,,
68.478,,,,0.511
69.35853659,100.0,,0.764,
77.09073171,100.0,1.002,,0.086
78.60487805,,0.982,0.842,
,100.0,0.944,0.879,0.136
57.6,42.6,0.851,0.497,0.614
,100.0,0.962,0.799,
,66.859519,0.91,0.527,0.543
70.55780488,100.0,,0.756,
,,,0.86,0.165
61.792,56.18213272,0.741,0.478,
65.962,,0.879,,0.557
76.1804878,100.0,,0.83,
,,0.937,0.833,0.235
78.97560976,100.0,0.956,0.829,
51.108,46.67124557,0.806,0.461,0.679
80.50146341,100.0,,0.871,
71.474,98.65785217,,0.666,0.604
54.526,14.5,0.882,0.479,0.693
76.157,,0.969,0.789,
,100.0,1.021,,0.327
71.2195122,100.0,1.003,0.744,
42.848,,0.863,0.369,0.704
49.164,6.066863537,0.752,,
77.58780488,100.0,0.908,,0.339
70.60731707,99.23561859,,0.667,
72.845,96.092755,,,0.462
,100.0,0.968,0.628,0.447
66.018,65.92668915,0.763,0.501,0.711
,,0.826,,
54.101,32.99179077,0.951,,0.548
61.549,,0.788,0.455,
,100.0,0.952,0.886,
,100.0,0.979,0.874,
48.191,6.7,,,0.794
78.32926829,,,0.895,0.103
,,0.628,,
,79.09257507,,,
60.629,4.295089722,,0.435,0.657
,,0.947,,
,,,0.63,
72.99756098,100.0,0.988,0.776,0.202
75.71219512,100.0,,,
,,,0.7,
41.681,2.174127579,0.877,0.309,0.591
56.418,33.83826828,0.775,0.379,0.669
72.55121951,100.0,,0.748,0.225
,100.0,0.982,0.794,0.199
,64.9,,0.644,0.461
75.00487805,,,0.804,0.219
78.66585366,100.0,0.964,0.813,0.142
48.81,30.30652809,,0.376,
79.33902439,,0.989,,0.06
79.32439024,100.0,0.944,0.88,0.105
50.914,,0.87,0.38,
,15.3,0.761,0.439,0.726
68.642,,,0.685,0.669
73.169,93.2,,0.639,0.447
47.175,,,0.373,0.648
,,1.006,0.696,
73.066,,0.96,0.779,0.609
77.1902439,,0.979,0.848,0.24
76.5804878,,0.991,,
74.527,97.23280334,1.012,0.744,
72.668,98.4,0.977,0.686,0.551
72.107,86.17598724,0.949,0.569,
,19.0,,0.411,0.646
,,,0.466,0.596
75.183,100.0,0.929,,0.33
73.722,95.13315582,0.99,0.773,0.415
,100.0,0.966,0.894,0.156
77.87560976,100.0,,,0.147
64.189,97.0,0.973,0.615,0.368
,,0.756,0.481,0.691
74.039,100.0,0.99,0.75,
77.6195122,100.0,0.975,0.882,0.129
68.773,78.46138,0.917,,0.513
56.526,,0.76,0.409,0.677
61.871,,0.902,,
,,0.964,0.587,0.555
,,0.983,,0.328
,,0.75,0.293,
47.528,2.070949316,0.841,0.296,
,40.70677567,,,0.696
78.83902439,,,0.884,0.157
45.75,4.807798386,0.745,0.329,
,96.69554901,0.939,,
70.926,94.1475296,0.978,,0.499
72.64195122,100.0,,0.749,0.245
76.295,100.0,,0.794,
74.66829268,,0.957,,0.188
76.34146341,,0.984,0.886,0.077
69.279,91.0,0.937,,0.511
,96.88573456,0.835,0.629,0.627
69.379,79.129592,,0.609,0.503
70.06341463,,,0.773,0.281
77.29121951,100.0,,0.881,0.082
78.75609756,100.0,,0.84,0.191
77.72682927,,0.944,0.884,0.127
58.03,40.74053955,,0.502,0.608
77.98780488,100.0,,0.801,0.238
52.356,16.4,,0.339,
,73.86991882,,0.573,0.564
68.422,67.394103,0.928,0.55,0.536
70.67707317,100.0,,0.763,
79.35121951,100.0,0.988,0.862,
62.207,60.1,0.75,0.486,
66.221,,,,0.554
,100.0,0.982,0.837,0.204
78.65853659,100.0,,0.841,0.2
,100.0,,0.835,0.186
50.957,,0.803,0.459,0.679
80.46097561,,0.958,0.872,0.155
71.694,98.75891113,0.848,0.671,0.598
,97.0,1.008,0.671,
,13.20889187,0.881,0.48,
76.416,,0.966,,0.564
69.74292683,100.0,1.022,,
71.57073171,100.0,1.009,0.753,0.243
57.372,12.79750061,0.9,,0.637
43.568,4.26991272,0.86,0.375,
49.797,7.840343952,0.758,,0.672
,100.0,0.902,0.78,0.285
,99.24550629,0.912,,0.47
73.225,96.74829865,0.919,0.702,0.459
,,,0.631,0.397
66.406,67.74585724,,0.511,
48.812,,,0.296,0.611
53.036,33.99631119,,0.548,
62.113,,0.772,0.461,0.677
77.83658537,100.0,0.952,0.888,
,100.0,0.979,0.878,
48.738,7.325682163,0.722,0.259,0.793
78.28292683,100.0,0.987,0.901,
61.679,70.26535034,0.638,0.435,0.769
,79.88595581,0.983,,0.513
61.672,6.426855087,0.857,0.444,0.654
69.634,,0.923,,0.555
69.298,71.87417093,0.938,,
73.04390244,100.0,0.991,0.783,
75.96341463,,0.983,,
,100.0,0.961,,
44.616,3.31557703,0.864,0.324,
56.609,36.2,0.778,0.382,0.661
,100.0,0.982,0.755,0.229
75.0097561,100.0,0.984,,0.194
59.241,71.33178711,,0.638,
75.4097561,100.0,0.925,0.815,
78.71707317,,0.965,0.818,0.152
,,0.801,,
79.44146341,100.0,0.988,0.899,
79.5804878,100.0,0.944,0.884,
62.621,97.0,,,0.522
,8.0,0.879,0.39,
54.538,,0.765,0.443,
68.809,84.82884216,0.959,0.688,0.672
73.508,94.2,0.842,0.65,
47.786,,0.864,0.385,0.645
67.98097561,100.0,,0.698,0.368
73.67,100.0,0.959,0.787,0.605
77.3902439,,0.974,0.855,0.236
76.58292683,,0.99,0.889,0.277
74.769,,1.003,0.747,
72.254,,0.975,,0.526
72.317,86.99443817,0.952,0.578,0.334
44.659,18.54024506,,,0.648
45.206,38.4,,0.457,
75.404,,0.929,0.677,0.319
70.478,98.6,,,0.598
46.024,24.2,,0.375,0.671
73.926,95.7,,,0.413
70.624,98.9,0.944,0.662,0.453
79.23414634,100.0,0.966,0.896,0.151
78.12682927,100.0,0.957,0.871,0.149
64.891,98.9,,0.622,0.354
,,0.77,0.485,
74.089,100.0,0.994,0.756,0.361
,,0.974,0.887,0.134
68.564,79.0,,0.64,0.511
56.578,21.5,0.768,0.416,0.673
62.346,70.0,0.898,,0.589
51.011,26.5,0.957,0.585,
71.66341463,,0.976,,0.322
50.847,9.1,0.759,,0.675
47.514,2.5,0.852,0.297,0.616
58.625,16.6,,0.425,0.602
52.932,41.0,0.836,0.442,0.693
79.16682927,100.0,,0.89,0.15
45.406,6.0,0.743,0.329,0.71
76.87,97.9,,0.763,0.429
,96.7,0.901,,0.275
,95.2,0.978,,0.497
,96.9,,,
,100.0,0.954,,0.191
76.183,,0.918,,0.369
76.568,,,0.797,
74.96829268,100.0,0.958,0.808,0.176
,100.0,0.985,0.889,0.075
69.423,88.8,0.942,0.646,0.504
,97.7,0.835,,0.617
69.865,84.5,0.932,0.617,0.529
70.41707317,,1.028,0.787,0.279
,20.4,0.953,,0.63
66.31,76.8,0.924,0.681,0.412
77.46585366,,0.996,,0.084
79.05609756,,0.981,0.844,
61.069,73.6,0.883,0.635,0.625
,,,,0.389
77.92682927,100.0,,0.889,0.133
,43.7,0.86,,0.604
,100.0,,0.81,0.205
,73.3,0.893,0.55,0.584
52.479,15.2,0.741,,
64.483,74.6,0.924,0.577,0.561
68.662,67.4,0.927,0.556,0.534
71.24634146,,,0.773,0.291
79.65365854,,0.988,0.871,
62.669,60.3,0.757,,0.664
,,0.887,0.595,
69.691,97.9,0.819,0.685,0.583
66.817,96.8,0.731,0.589,
,100.0,,0.847,
78.95365854,100.0,0.942,,
79.77804878,100.0,,0.841,
,,0.803,0.457,0.678
70.944,84.4,0.969,,0.434
81.07609756,,0.958,0.877,0.147
71.918,99.0,,0.678,0.593
65.45,99.6,1.006,,0.377
54.411,15.2,,,0.69
,,,0.787,
,99.9,1.027,0.756,0.275
,,0.994,0.452,0.585
,,,0.766,0.263
77.87317073,,0.995,0.864,
57.938,12.6,0.899,,0.637
,4.8,0.862,,0.681
72.775,98.6,0.931,,0.289
70.876,,0.91,0.628,0.499
50.539,9.6,0.769,0.317,0.67
78.34878049,100.0,0.916,0.779,0.299
61.028,19.1,0.826,,
,,0.912,,0.486
73.569,98.0,0.921,0.709,
,98.7,0.974,,0.396
62.882,67.3,1.014,,0.435
66.787,,0.779,0.521,0.7
,6.1,,0.303,
,36.5,0.946,0.546,
62.614,29.9,0.805,,0.663
77.98780488,100.0,,0.893,
,100.0,,0.887,0.188
49.322,6.5,0.724,0.262,
72.94634146,,,0.675,0.333
78.63414634,100.0,0.988,0.913,
62.102,72.8,0.647,,0.764
74.001,81.4,,0.721,0.513
61.72,,0.859,0.447,0.654
,89.6,0.933,0.649,0.553
69.413,74.7,0.937,0.633,0.497
73.74878049,100.0,0.991,0.793,0.194
,100.0,0.984,,0.195
,94.4,0.962,0.715,0.434
47.129,6.2,0.871,0.34,0.563
,52.9,,0.501,0.601
56.943,37.7,0.784,0.388,0.659
45.05,7.7,0.777,0.318,
77.95121951,100.0,0.938,,
73.05121951,100.0,0.985,,0.215
,100.0,0.99,0.821,
58.47,,0.95,,0.459
75.9097561,100.0,,,0.17
78.96585366,100.0,0.967,0.825,
70.355,,0.947,0.688,0.462
58.319,23.0,0.804,0.424,0.709
79.64390244,,,0.904,0.06
,,0.947,,0.103
70.764,,,0.587,0.461
63.26,98.5,0.854,,0.417
,8.7,0.882,0.398,0.64
,82.1,0.969,,
54.742,17.0,0.773,0.446,
68.978,85.6,0.957,,0.667
69.102,91.3,0.954,,
73.69,,,0.658,
71.861,99.9,,,0.553
48.342,,0.866,,0.64
67.67560976,99.1,1.008,0.7,
74.38,100.0,0.961,,
,,0.974,0.862,0.21
76.63658537,100.0,,,
75.025,,,0.753,0.381
65.724,99.6,0.938,0.607,0.353
,98.9,0.981,0.684,0.519
,,,0.588,0.328
45.231,16.7,0.85,,0.648
44.686,,0.888,0.452,
75.639,99.4,0.933,0.684,0.282
,98.6,0.786,,
46.59,20.0,0.845,,0.665
74.186,95.5,0.99,,0.412
70.932,100.0,0.935,0.666,0.444
79.63414634,100.0,0.966,0.9,0.15
,,0.959,0.876,0.147
65.51,98.6,0.973,0.632,
,35.0,0.778,,0.685
,100.0,0.993,0.756,0.359
68.50731707,89.5,,,0.245
77.97317073,,0.968,0.89,0.137
68.357,,0.924,,0.509
,21.9,,,
62.843,69.3,,0.632,0.584
50.676,24.8,0.945,,
71.76829268,88.6,,0.734,0.255
51.071,9.5,0.766,0.299,0.666
48.431,2.8,0.855,,0.612
59.966,9.5,,0.441,0.599
53.142,,0.841,,0.69
79.39804878,,0.982,0.892,0.145
,5.7,,,0.71
47.85,3.4,0.694,,
,97.1,,,0.43
