Carbon_dioxide_emissions,Electricity_production_non_renewable,Electricity production_renewable,Micro_air_pollution,Greenhouse_emission
,39.44794809,3.538296317,17.26349728,
-1.278661516,,,17.20720587,-1.13615908
-7.541840589,,5.691156493,17.12339224,
,40.2640862,6.588300491,16.97371483,-0.498842548
-9.986045941,35.02258072,9.190689105,16.36627396,
-11.25615887,35.95153208,,15.21500846,-9.130527665
,,13.74689645,14.36978731,
,33.47738525,16.67226092,12.90035871,-13.36550618
,,20.34278484,13.33904294,
,100,,54.11956501,2.579969535
-4.527162978,,0,52.23444994,
-3.294768612,100,0,,6.376142422
-1.735412475,100,,50.33030803,14.70154227
-0.176056338,100,,50.12679028,9.934310739
170.2464789,100,0,51.21552787,32.87081112
243.0583501,96.61016949,,,40.13947068
230.6086519,,,56.91085452,41.08672887
262.2484909,97.22222222,0,59.5072366,49.78341584
,,0,60.59595987,55.80017136
366.9014085,96.96969697,0,58.95971078,68.96182407
,96.82539683,0,,80.18611957
,97.5,0,50.3818465,89.13271135
,98.7654321,0,,
,99.06542056,0,,
,97.4025974,2.597402597,44.70142445,138.8923267
,98.63636364,1.363636364,44.68214547,156.3928027
997.610664,98.68995633,1.310043668,44.69921775,159.8153085
1077.565392,99.21875,,,173.1031036
1177.464789,,,44.84968358,194.5901561
1147.183099,100,0,47.39275907,
1087.902414,100,0,,
,,0,42.08812525,
,100,0,42.01125969,231.5903465
,94.44444444,1.461988304,,245.1137662
4.807619164,41.12478032,,82.38992188,5.746439247
12.90298042,45.85406302,1.699834163,81.66515411,
35.05302074,,1.622029423,80.67878813,17.13828988
,,1.558073654,,23.96566332
31.73028648,,1.490559788,78.16815099,-0.355196061
27.30149553,54.53983941,1.45151328,75.94267959,-0.933548604
40.33531622,,1.382488479,,
32.72832388,56.7115903,1.347708895,,-0.177757885
26.10415494,52.64107189,1.339860861,65.31603454,-0.143868792
23.29108917,,1.391752577,,-0.214524354
18.87142662,45.15075377,1.35678392,61.94814473,-3.574020493
26.98656605,46.05640535,1.290630975,61.18546741,1.454033921
35.52769706,52.88550323,1.246537396,60.52762245,5.506657928
42.80606734,,1.193897855,59.71625053,12.65853542
50.28830501,58.74183007,,58.49299231,
62.9265621,58.13207547,1.132075472,55.24069604,
81.42524609,,1.255667946,49.43801495,28.13657944
,58.62128245,,,
,60.51298807,1.976801176,35.72289089,
123.7612013,66.04692342,1.755939206,30.58114421,47.89296162
143.4557045,,1.689750693,27.31829333,
,67.6935126,1.605534526,28.06975414,59.40917883
174.2168601,,0.743955363,26.0957497,67.42906469
193.7668305,71.99314677,2.295830954,,71.51461867
201.7617794,68.59756098,2.521106942,,
-10.50416919,62.72760247,0,35.26566932,-9.366514588
-33.95867839,47.77011494,,34.93998015,-30.56205838
-44.57272383,28.85482417,,34.71478691,-40.61492297
-86.570274,18.49670123,0,34.57940288,-80.48949611
,17.22335833,,34.52314135,-80.40941683
,29.75476839,,34.69672165,-78.22917402
,46.89104392,0,35.16320422,-61.92767092
-55.02846609,49.79618817,0,,-52.1978848
-55.67429425,45.51900729,0,36.40617605,-50.85249151
-41.90964917,,,36.89831526,-39.39992698
-42.66576053,51.29723632,0,37.36141809,-40.87602439
-39.68770729,,0,37.91918642,-37.47066061
-38.21536558,60.04793183,0,,-36.17128989
-34.78926143,53.02482715,0,38.86471233,-31.5291461
-31.49419487,52.40438026,0,39.02546625,-29.23261957
-23.99046111,55.99218574,0,,-22.5538234
-19.78382866,66.04718262,,,
,67.16589085,0,,-14.19796457
-11.92930481,60.17998468,0,35.64379587,-14.86743964
-9.733407669,,,35.25128056,
2.672434491,,0,,-3.152239612
-5.215052232,70.06817213,0,,-9.574229812
-5.596363503,58.53532749,,,-10.13140979
-15.38999963,63.27351485,,,-14.63026997
-15.25652034,64.48269243,,,
-1.091192518,100,,,-10.40897381
20.35711755,,,,-7.6556462
18.70615744,100,,19.37995153,-10.34349506
13.80996245,,,19.33913556,-8.920137398
18.38375965,100,,19.32624013,2.16294547
,100,0,19.35133425,-7.668527265
,100,,19.41616675,-4.760626878
35.5912988,100,,19.50788189,4.412838128
42.87890597,100,0,,11.42228424
45.22780415,,0,19.72053722,15.36174324
40.12966768,,0,,9.155216831
,100,0,,4.526620867
46.49613831,,0,20.15953377,
43.59101538,,0,,1.502790897
,,0,20.57219477,8.583082868
49.22766244,100,0,20.85047794,
57.13172253,100,0,21.20705755,
59.74279034,100,,,12.18441391
50.7439949,100,,21.99248827,11.69815371
,100,0,,9.418205238
,100,0,,13.70008587
,100,0,22.70255377,3.63568055
95.21363282,99.89165764,,21.23413348,23.18054959
152.7456955,,0.043233895,21.10215117,32.40983255
150.8963367,99.96629592,0.033704078,22.04614509,
,,1.70622544,15.40554314,3.778214563
4.704194344,4.852894942,,15.44139396,7.058239047
9.402836942,4.569879671,1.96606026,15.4723738,
12.57738883,4.573509562,2.071980957,,
22.01303568,4.928501711,2.029745901,15.52408281,20.33219572
,5.605641346,2.318747039,,21.42131088
,5.993207395,2.397218019,15.56301887,25.40013263
44.80554556,6.061886943,2.334124843,15.57416582,
49.00211922,8.665555277,2.500029876,15.57778245,30.48830994
56.74839716,,2.248717434,15.57238156,
58.20031518,11.23321198,2.744225407,15.55281271,36.61409575
58.41337479,,2.973926074,15.51760079,
56.41638457,9.045970923,3.281284738,15.47077157,44.93866854
64.99005464,,3.235747304,15.4163508,52.23133983
66.17284951,10.23042778,,15.35836426,53.45032137
68.46385472,9.808817252,3.567536373,,
77.04790019,8.744751734,4.194120145,15.08730864,57.01673039
86.23749549,12.61329354,4.46026169,14.93513267,61.34605048
,,,14.85986001,
98.58548801,,,14.92749218,69.29952514
108.5817247,9.829677842,6.570482382,15.5394718,
,14.59835259,7.29012855,14.60074141,
136.8010204,20.54610783,8.225762394,,
148.0729754,24.25323922,,13.79164878,
134.5909251,23.43291178,12.11841445,12.40420076,88.02433334
10.93628244,100,0,8.120196087,
16.79254331,100,,,5.256275511
21.71372055,,0,,10.41111627
30.57903255,100,0,7.532360544,15.77249285
40.61619613,,,,
,100,0,7.34134211,
,,0,7.277497142,34.04419133
39.77701852,100,,7.22607225,24.34434043
,100,,7.18503944,28.52394105
,100,0,,37.72517293
45.90900917,100,0,7.144199984,43.65360643
43.34951747,100,0,7.163598698,36.64238751
70.67074267,100,,7.18894519,52.66541197
57.65150153,100,0,,
54.82527123,100,,7.17099484,40.11805539
,100,0,,83.48568915
,100,0,6.820393116,
140.7840316,100,,6.571323808,
139.4233651,,,6.369934127,
119.6277648,100,0,6.288868017,72.33764329
124.878619,99.94630872,0.053691275,7.225343252,78.76347371
123.8146616,,,7.641740714,76.31559651
,99.95456611,,7.810452268,
115.8964215,99.95561474,0.044385264,8.038402569,
,99.95238095,,,55.12306602
-18.85774903,61.76153884,0,26.85663164,-13.52254711
-22.46772153,61.76635776,0,,-18.18003384
,58.11511435,0,26.14319034,-18.91578755
-25.03269539,55.93580363,0,25.82925656,-24.40287899
,53.15752949,0,25.53961481,-26.14860281
-22.9673999,50.83575241,,25.29156911,-25.69868971
-25.74202552,51.88991342,0,25.10905749,
,,0,24.99885654,-31.25400177
-37.28842038,51.08761409,0,24.96774286,
-39.70944674,48.66407519,0,25.02249305,-39.86885633
-37.03864388,51.09569532,,25.14789716,
-40.5856707,46.8163817,0,,
-33.25538267,,0,25.45323983,-35.6131662
-35.74788123,51.71389948,0.002413943,25.56768215,-37.23683609
-34.3632016,47.66669699,0.011370872,25.61297431,-36.4244771
-32.36273265,47.78691047,0.043954112,25.33392705,-35.10961034
-27.90161414,59.07958171,,24.66879437,
-31.77992083,57.99614211,0.309528082,23.87499308,-34.61796451
,55.19454473,,23.20993999,-42.46648043
-38.01618281,54.2538627,1.588543364,22.93105189,-39.82912449
-31.39221555,59.47464166,2.035063871,26.19141438,-34.45627401
-37.46685007,54.64265012,,,
-44.31839983,50.980984,6.605679259,,-44.67116897
,50.41447354,,21.99215001,-42.29831087
-37.58195791,50.40416889,,,-38.18677968
,,0,29.07827679,17.26186658
,100,0,29.07996251,16.89522277
,100,0,29.22239325,19.07584049
371.4353275,100,0,29.4360256,
359.2338614,100,0,29.65131614,21.88611836
373.1378576,99.77678571,,29.79872148,
417.1908253,99.80353635,,29.90572447,22.80692231
431.4495153,95.87912088,0.137362637,,23.90586679
471.67179,93.57798165,,30.09850954,33.69964816
472.0264838,,,30.10325879,31.91824287
538.6379759,93.87966805,1.556016598,,42.72707983
611.1137385,94.23240034,1.441899915,,
774.0837077,95.44235925,,,55.88332536
,95.61403509,,,59.72642352
1052.423741,,,26.42713726,66.81355447
1119.650035,94.5,2.3,24.8224341,69.5049075
,92.9245283,2.169811321,21.68071077,
1231.35493,62.34309623,,,74.5574861
1245.850083,42.06974128,0.787401575,25.77850235,73.76942398
1562.071412,,0.653167864,22.10528804,
1913.289194,53.58198772,,21.5990289,
-4.709408337,1.439114391,0,,
-8.349925597,1.278772379,0,41.06990565,
0.048204892,1.059322034,0,,-7.660324375
8.178064678,1.176470588,,39.93272923,
8.326871083,1.149012567,,39.80907084,-7.989432712
11.07245405,1.13753878,0,40.42968813,-3.611236379
11.83744472,,0,41.90962168,
16.41690944,1.641414141,0,,-2.342138341
12.0889485,1.244075829,0,45.15592754,
20.31102635,,,45.77654483,4.572974736
19.73256764,1.89212087,0,45.26271716,
18.01605432,3.575757576,0,44.01346907,
20.44096997,4.234527687,0,,3.754841475
,4.622871046,,41.06212124,3.150356774
14.85968185,5.794205794,0,40.2367263,3.844074931
15.78395825,11.18292205,,39.90400055,1.642343354
36.65877224,25.17642571,1.449551783,39.65812606,
43.62542703,24.1506777,1.355395177,39.45917971,
56.60721397,29.32733875,1.227736469,39.26723842,6.378113176
59.50579507,26.78420071,1.00016952,,5.459872131
,24.70866408,1.03023138,38.59233058,4.331500689
52.86609519,24.63492063,1.354497354,41.85374145,7.143473964
,24.66424682,,,
83.43428416,24.67490247,,37.00906903,20.93180197
,23.88280556,1.124593075,51.94994524,31.24354337
,21.87817748,0.783540921,10.52199308,-0.87389254
,22.82352353,0.869917871,10.48357624,
1.394737888,,0.916903613,10.43372191,2.55935856
,,1.042879535,10.37597893,6.942202336
8.047432804,21.0335622,1.018383764,10.31389616,
11.20712968,20.16794402,1.030843263,10.22572567,12.35866989
,22.59327057,1.211122734,,14.50920993
,26.2051566,1.313987918,9.975213146,15.95254544
18.79842193,25.47254057,1.460760521,9.863826465,
,26.77378979,1.400933956,9.795656408,
21.29262907,28.95418631,1.516836787,9.760864765,20.29041918
,27.54117886,1.57329687,9.728108682,24.22735875
30.21599069,,1.677064569,9.690608872,27.40247016
28.57584651,,,9.641586043,26.73118327
30.89392331,25.12698945,1.704527142,,28.00693755
29.24387932,24.41301416,1.802686356,9.401820852,27.59342963
36.566696,,1.820680834,9.080262352,33.46238028
31.83020464,23.31950129,,8.66701975,28.83395337
,22.04200805,2.380565739,,21.7681092
27.92779496,23.08000583,3.212355264,7.795219609,24.72999941
30.7812108,,3.298015784,7.372876382,27.49203233
,,3.507259079,7.585589152,
32.29222604,20.76934062,4.409954227,7.260966323,29.79567319
33.69631879,20.76312543,5.57037556,,32.05159565
32.98870945,,,,
-4.702144992,29.02660187,5.175091428,26.82192276,-2.318609624
-1.080218406,,7.794124223,26.69619925,1.643802691
4.701842155,18.3352081,7.290755322,,5.790597482
,25.73485778,7.065711912,,12.06404657
25.19782806,27.59481928,6.704249474,26.61834829,20.67997623
43.90435207,39.54706667,,26.80485645,
,,,,43.92896007
65.27008489,,3.269593624,27.65350431,44.86404262
73.01422424,61.96926283,2.630893462,27.99376991,50.81893806
61.8504532,51.45216827,2.347921553,28.06341387,45.19165077
55.63109648,,4.878794291,27.87502477,
57.02384233,44.54901422,,,43.32872926
,49.84304598,,27.16546725,
76.0107931,,3.979846899,26.69875218,56.05869289
78.39139217,46.11691182,3.423900617,26.19371515,
81.85554085,44.74511931,,25.43132188,59.50911459
104.4483679,55.84440001,,,73.2675044
,54.25097146,,23.25030965,
105.8804825,51.01281249,,22.38329021,74.35042219
118.44881,59.61213886,4.267465334,22.03299489,76.88535196
138.4363331,60.40357311,7.625583979,,93.99621028
145.0054662,63.55464438,7.545411535,21.91471808,100.306042
157.6243674,64.10867036,8.653938274,23.76250281,103.2033163
137.9133342,57.18637342,10.1305089,23.03175377,90.81627109
154.895809,56.39566504,11.92645947,,99.40388487
5.647724952,81.52886921,,49.06723255,3.367128634
10.61957348,,,,
19.80677252,81.68342281,,48.79136924,11.21961733
26.32222575,,0.05440374,48.78158654,15.70260024
39.66385301,79.51263699,0.306077701,48.88058953,26.26659727
,81.12049174,0.151818114,49.08138047,26.1713554
,81.2182187,0.258740298,49.34862559,
46.09818594,80.7311349,,49.6573356,
43.0154525,82.11289858,0.244449875,49.98252123,
,82.12597124,,50.29919318,
59.50559383,79.86169679,0.225125916,,38.31605909
72.21948737,80.86235706,0.209592277,,46.60911712
98.86349709,82.69464165,,,
129.2038811,81.48633403,0.178624753,,86.06220495
160.0974948,81.70185078,,51.47588394,107.7055894
188.6031944,82.49361295,,,
213.6765565,82.84347871,0.476782488,,
223.1244967,,0.8595734,48.6560235,148.2032935
246.6159237,80.24837277,1.292334096,,163.6847516
279.228208,,,47.47655199,
314.5963092,,2.137640198,51.3499437,210.0719285
,77.85989297,2.657514988,,
,77.42446658,3.564878351,58.46622156,
353.4043616,74.82288737,4.056659804,,
347.5552177,72.96207597,4.857004208,50.83253796,232.5051066
3.115731759,,,,
7.035426012,31.33499271,1.032054395,26.14064108,3.78444555
13.34532489,26.74602557,,,6.98270929
,21.50740177,,25.84466763,7.957162863
,23.5953741,1.116677592,25.70284667,11.55498492
,,1.143858678,25.62394775,11.61235223
,,1.082838247,25.62226732,17.09114645
27.85530183,30.25369178,1.184934405,25.62612348,
,20.13918079,1.067208444,25.56383434,
,,1.150144928,25.36371802,14.44103531
,25.66180194,,,15.33231347
12.05132991,,,23.92935361,
11.06579709,21.211405,,22.88256755,15.08674111
,,1.04386653,21.88874213,15.69139835
,,1.096608856,21.15239976,
12.17162261,,,,
15.32713769,18.46660872,1.052078806,,21.96736821
,15.98913082,1.056526869,19.60512884,
21.37929344,27.12208438,1.048137325,,
24.74862031,,4.133010232,19.16428992,30.33918605
34.69256542,16.53471027,3.343988198,20.55183771,
35.12056609,20.4498059,3.221149219,,
49.58076674,26.00132454,3.032048144,18.92824886,37.05058676
53.58002764,,,18.33821148,
55.72493321,31.76318878,3.277453381,17.60797874,
,0.416587767,0,24.79675674,
,0.312860201,0,,-4.818326266
-53.42738343,,,25.18345311,
,0.338855422,0,25.33440529,-2.875492373
-31.3038313,0.291403594,0,25.44601194,-1.517718407
-24.04811405,0.294647242,0,25.53427617,1.978260183
-23.83427383,0.376759865,0,25.62061116,-0.597336364
-24.16394416,0.401861252,,25.70482089,1.306563685
-29.92871993,0.45231813,,25.78670939,
-44.32729433,0.050150451,0,,8.837982596
-45.88654589,0.083864475,0,26.01607604,0.605754492
-43.21948322,0.131147541,0,26.25963397,-1.204844633
-31.20879121,0.113876688,,,3.155395143
-34.3035343,0.113234253,0,,5.430394354
,,,26.79667843,8.419531461
-24.29462429,,,,10.77345063
,,0,,14.65911841
-14.17582418,1.284938402,0,26.2893989,17.42833191
-16.61419661,,,26.10568371,18.29048857
-12.6017226,,0,26.02943522,29.82577982
-0.032670033,,0,,33.64059502
-10.5019305,0.118234367,0.223331582,26.70774842,57.79115325
24.4995545,0.108985226,0.217970453,26.11667673,71.32750378
,0.124434389,0.101809955,26.90586819,85.59623148
3.629343629,0.178930888,,,84.48047871
