Year,Country,Sustainability_Rank
1971,Vanuatu,136
1971,Jordan,137
1971,Azerbaijan,138
1971,Tuvalu,139
1971,Late-demographic dividend,140
1971,IDA total,141
1971,Early-demographic dividend,142
1971,IBRD only,143
1971,East Asia & Pacific,143
1971,Iraq,144
1971,Dominican Republic,144
1971,Middle East & North Africa (IDA & IBRD countries),145
1971,Guyana,145
1971,Middle East & North Africa (excluding high income),146
1971,Zambia,147
1971,Pakistan,148
1971,Morocco,149
1971,Algeria,150
1971,Nepal,150
1971,Peru,151
1971,Solomon Islands,152
1971,Mexico,153
1971,Saudi Arabia,154
1971,Bhutan,155
1971,"Yemen, Rep.",156
1971,Africa Eastern and Southern,156
1971,Madagascar,156
1971,Sudan,156
1971,Timor-Leste,156
1971,Sub-Saharan Africa,156
1971,Rwanda,156
1971,Africa Western and Central,156
1971,Arab World,156
1971,Sub-Saharan Africa (IDA & IBRD countries),156
1971,Burkina Faso,156
1971,Burundi,156
1971,Cambodia,156
1971,Haiti,156
1971,Comoros,156
1971,Benin,156
1971,Tanzania,156
1971,Myanmar,156
1971,Sierra Leone,156
1971,Angola,156
1971,Niger,156
1971,South Asia,156
1971,Pre-demographic dividend,156
1971,Togo,156
1971,South Sudan,156
1971,Somalia,156
1971,Heavily indebted poor countries (HIPC),156
1971,South Asia (IDA & IBRD),156
1971,Chad,156
1971,"Gambia, The",156
1971,Nigeria,156
1971,Mali,156
1971,Mozambique,156
1971,Oman,156
1971,Malawi,156
1971,Equatorial Guinea,156
1971,Sub-Saharan Africa (excluding high income),156
1971,"Congo, Dem. Rep.",156
1971,Senegal,156
1971,Maldives,156
1971,Middle East & North Africa,156
1971,Afghanistan,156
1971,Bangladesh,156
1971,Lower middle income,156
1971,Lao PDR,156
1971,Eritrea,156
1971,Least developed countries: UN classification,156
1971,Ethiopia,156
1971,Low income,156
1971,Liberia,156
1971,Pacific island small states,157
1971,Central African Republic,158
1971,IDA blend,158
1971,Papua New Guinea,159
1971,Djibouti,159
1971,Mongolia,160
1971,Panama,161
1971,Guinea-Bissau,162
1971,IDA only,163
1971,Cameroon,163
1971,Lesotho,164
1971,Fragile and conflict affected situations,164
1971,Guinea,165
1971,Bolivia,166
1971,East Asia & Pacific (excluding high income),168
1971,Honduras,168
1971,Other small states,169
1971,Sao Tome and Principe,169
1971,Uganda,169
1971,Libya,169
1971,Small states,170
1971,Kenya,170
1971,IDA & IBRD total,171
1971,Ecuador,173
1971,Middle income,174
1971,El Salvador,175
1971,Mauritania,176
1971,Guatemala,176
1971,Ghana,176
1971,"Congo, Rep.",176
1971,Eswatini,177
1971,Nauru,178
1971,Nicaragua,179
1971,Cabo Verde,180
1971,Suriname,180
1971,Low & middle income,180
1971,Botswana,180
1971,Indonesia,181
