Year,Country,Quality_of_Life_Rank
1977,Senegal,213
1977,Pre-demographic dividend,213
1977,Equatorial Guinea,214
1977,Niger,215
1977,Sub-Saharan Africa,216
1977,Eritrea,217
1977,South Sudan,218
1977,Mali,219
1977,Sierra Leone,220
1977,Togo,221
1977,Rwanda,222
1977,Mozambique,223
1977,Benin,224
1977,Algeria,225
1977,Angola,226
1977,Africa Eastern and Southern,227
1977,Afghanistan,228
1977,Africa Western and Central,229
