Year,Country,Quality_of_Life_Rank
1984,Honduras,148
1984,Zimbabwe,149
1984,Azerbaijan,150
1984,Algeria,152
1984,Kyrgyz Republic,153
1984,Indonesia,154
1984,Guyana,155
1984,Guatemala,156
1984,Eswatini,157
1984,"Yemen, Rep.",158
1984,Marshall Islands,159
1984,Middle East & North Africa,160
1984,Middle income,161
1984,Nauru,162
1984,Kenya,163
1984,South Africa,164
1984,Arab World,165
1984,Middle East & North Africa (IDA & IBRD countries),166
1984,Lebanon,167
1984,Lesotho,168
1984,Kiribati,169
1984,Middle East & North Africa (excluding high income),170
1984,Iraq,171
1984,"Congo, Rep.",172
1984,Low & middle income,173
1984,Zambia,174
1984,Gabon,176
1984,Haiti,177
1984,Bolivia,178
1984,Fragile and conflict affected situations,179
1984,IDA total,180
1984,IDA blend,181
1984,Cameroon,181
1984,Bhutan,182
1984,Peru,183
1984,Namibia,184
1984,Sao Tome and Principe,185
1984,India,186
1984,Lower middle income,187
1984,Early-demographic dividend,188
1984,Maldives,189
1984,Eritrea,190
1984,IDA only,191
1984,"Gambia, The",192
1984,Nicaragua,193
1984,El Salvador,194
1984,Morocco,195
1984,Bangladesh,196
1984,Comoros,197
1984,Lao PDR,198
1984,Guinea,199
1984,Pakistan,200
1984,"Congo, Dem. Rep.",201
1984,Djibouti,202
1984,Equatorial Guinea,203
1984,Heavily indebted poor countries (HIPC),204
1984,Central African Republic,205
1984,Madagascar,206
1984,Cambodia,207
1984,Malawi,208
1984,Mauritania,209
1984,Papua New Guinea,210
1984,Mongolia,211
1984,Togo,212
1984,Myanmar,213
1984,Tanzania,214
1984,Senegal,215
1984,Rwanda,216
1984,Ghana,217
1984,Liberia,218
1984,Least developed countries: UN classification,219
1984,Chad,219
1984,Low income,220
1984,Burundi,221
1984,Somalia,221
1984,Timor-Leste,222
1984,Burkina Faso,222
1984,Nigeria,223
1984,Sub-Saharan Africa (excluding high income),224
1984,Sudan,225
1984,Benin,226
1984,Nepal,227
1984,Guinea-Bissau,228
1984,Sierra Leone,229
1984,Sub-Saharan Africa,230
1984,Sub-Saharan Africa (IDA & IBRD countries),230
1984,Uganda,231
1984,Ethiopia,232
1984,South Sudan,233
1984,Mozambique,234
1984,Pre-demographic dividend,235
1984,Mali,236
1984,Niger,237
1984,Africa Eastern and Southern,238
1984,Africa Western and Central,239
1984,Angola,240
1984,Afghanistan,241
