Year,Country,Quality_of_Life_Rank
1976,Sub-Saharan Africa,189
1976,Heavily indebted poor countries (HIPC),190
1976,Middle East & North Africa (excluding high income),191
1976,South Asia,192
1976,Sub-Saharan Africa (IDA & IBRD countries),193
1976,Middle income,194
1976,Mongolia,195
1976,Sub-Saharan Africa (excluding high income),196
1976,Namibia,197
1976,Bangladesh,198
1976,Myanmar,199
1976,Papua New Guinea,200
1976,Togo,201
1976,South Asia (IDA & IBRD),202
1976,Central African Republic,203
1976,Morocco,204
1976,Timor-Leste,205
1976,Low income,206
1976,Least developed countries: UN classification,206
1976,Tanzania,207
1976,Madagascar,208
1976,Lao PDR,209
1976,Uganda,210
1976,Liberia,211
1976,Malawi,212
1976,Lebanon,213
1976,Nigeria,214
1976,Nepal,215
1976,Burundi,216
1976,"Congo, Dem. Rep.",217
1976,Chad,218
1976,Sierra Leone,218
1976,Ethiopia,218
1976,Senegal,219
1976,South Sudan,220
1976,Burkina Faso,221
1976,Somalia,222
1976,Mali,223
1976,Niger,223
1976,Equatorial Guinea,224
1976,Eritrea,225
1976,Pre-demographic dividend,226
1976,Rwanda,227
1976,Mozambique,228
1976,Benin,229
1976,Angola,230
1976,Algeria,231
1976,Africa Eastern and Southern,232
1976,Afghanistan,233
1976,Africa Western and Central,234
