Year,Country,Ease_of_Living_Rank
1975,IDA only,158
1975,Lebanon,159
1975,IDA total,160
1975,Least developed countries: UN classification,161
1975,Low income,162
1975,Bolivia,163
1975,Nauru,164
1975,Honduras,165
1975,Kenya,165
1975,Kiribati,165
1975,Pacific island small states,166
1975,Ethiopia,167
1975,Saudi Arabia,168
1975,Eritrea,168
1975,Central African Republic,169
1975,Peru,170
1975,Ghana,171
1975,Azerbaijan,172
1975,Cambodia,173
1975,Morocco,174
1975,Zambia,174
1975,Uganda,175
1975,Gabon,176
1975,Middle East & North Africa (excluding high income),177
1975,Guatemala,178
1975,"Yemen, Rep.",178
1975,Senegal,179
1975,IDA blend,180
1975,Haiti,181
1975,Guinea-Bissau,182
1975,Bangladesh,183
1975,Guinea,184
1975,Madagascar,185
1975,Sub-Saharan Africa (excluding high income),186
1975,Sub-Saharan Africa (IDA & IBRD countries),186
1975,Sub-Saharan Africa,187
1975,Middle East & North Africa (IDA & IBRD countries),188
1975,Middle East & North Africa,189
1975,Other small states,190
1975,"Congo, Rep.",191
1975,Vanuatu,191
1975,Benin,192
1975,Middle income,193
1975,El Salvador,194
1975,Rwanda,195
1975,Comoros,196
1975,Papua New Guinea,197
1975,Turkmenistan,198
1975,Mongolia,199
1975,Nepal,200
1975,Sierra Leone,201
1975,Cameroon,202
1975,Burundi,203
1975,Namibia,204
1975,Burkina Faso,205
1975,Heavily indebted poor countries (HIPC),206
1975,Maldives,207
1975,Chad,208
1975,Malawi,209
1975,Pre-demographic dividend,210
1975,Myanmar,211
1975,Mauritania,211
1975,Timor-Leste,212
1975,Mali,213
1975,Togo,214
1975,"Gambia, The",215
1975,Nigeria,216
1975,Tanzania,217
1975,Algeria,218
1975,Niger,219
1975,South Asia,219
1975,Equatorial Guinea,220
1975,South Asia (IDA & IBRD),221
1975,"Congo, Dem. Rep.",222
1975,Mozambique,223
1975,Somalia,224
1975,South Sudan,225
1975,Angola,226
1975,Africa Western and Central,227
1975,Africa Eastern and Southern,228
1975,Afghanistan,229
