Year,Country,Ease_of_Living_Rank
1977,Pacific island small states,157
1977,Sub-Saharan Africa,158
1977,IDA & IBRD total,159
1977,Cameroon,160
1977,Vanuatu,161
1977,IDA total,162
1977,IDA only,162
1977,Early-demographic dividend,163
1977,Arab World,165
1977,Central African Republic,166
1977,Bhutan,167
1977,Bolivia,168
1977,Oman,168
1977,Bangladesh,169
1977,IBRD only,170
1977,Nicaragua,171
1977,Marshall Islands,171
1977,Brazil,172
1977,Cambodia,172
1977,"Yemen, Rep.",173
1977,Fragile and conflict affected situations,174
1977,Least developed countries: UN classification,174
1977,Low income,175
1977,Azerbaijan,176
1977,Ethiopia,176
1977,Burkina Faso,177
1977,Eritrea,177
1977,Kenya,177
1977,Liberia,178
1977,Saudi Arabia,179
1977,Benin,181
1977,Guinea,182
1977,Maldives,182
1977,Guinea-Bissau,183
1977,Guatemala,184
1977,Pakistan,185
1977,Middle income,186
1977,Namibia,187
1977,Other small states,188
1977,Myanmar,189
1977,"Congo, Rep.",190
1977,Comoros,190
1977,Senegal,191
1977,"Gambia, The",192
1977,Papua New Guinea,193
1977,Middle East & North Africa (excluding high income),194
1977,Gabon,195
1977,El Salvador,196
1977,Heavily indebted poor countries (HIPC),197
1977,Rwanda,197
1977,South Asia,198
1977,Sierra Leone,199
1977,Mongolia,200
1977,Burundi,201
1977,Middle East & North Africa (IDA & IBRD countries),202
1977,Middle East & North Africa,203
1977,Nepal,204
1977,South Asia (IDA & IBRD),205
1977,Madagascar,206
1977,Uganda,207
1977,Mauritania,208
1977,Mali,209
1977,Nigeria,210
1977,Malawi,211
1977,Niger,211
1977,South Sudan,212
1977,Timor-Leste,212
1977,Algeria,213
1977,Tanzania,214
1977,"Congo, Dem. Rep.",215
1977,Pre-demographic dividend,216
1977,Chad,217
1977,Somalia,218
1977,Mozambique,219
1977,Equatorial Guinea,220
1977,Togo,221
1977,Angola,222
1977,Africa Eastern and Southern,223
1977,Afghanistan,224
1977,Africa Western and Central,225
1978,Sweden,1
1978,Faroe Islands,2
1978,Denmark,3
1978,Slovenia,4
1978,Switzerland,6
1978,Puerto Rico,7
1978,Australia,8
1978,Austria,9
1978,United States,10
1978,Qatar,11
1978,Norway,12
1978,Bermuda,12
1978,Iceland,13
1978,Belgium,14
1978,Netherlands,15
1978,Japan,16
1978,Kuwait,17
1978,Greece,18
1978,North America,19
1978,Canada,20
1978,Cuba,21
1978,OECD members,22
1978,Germany,23
1978,Euro area,26
1978,Israel,27
1978,Argentina,28
1978,Croatia,30
1978,Romania,31
1978,France,32
1978,Post-demographic dividend,33
1978,New Zealand,34
1978,Suriname,35
1978,United Arab Emirates,36
1978,Finland,36
1978,Sint Maarten (Dutch part),36
1978,Antigua and Barbuda,37
1978,United Kingdom,38
1978,Poland,39
1978,Montenegro,40
1978,Europe & Central Asia (IDA & IBRD countries),41
1978,Latvia,42
1978,Barbados,43
1978,Gibraltar,44
1978,Italy,45
1978,European Union,46
1978,Malta,47
1978,Lithuania,48
1978,High income,49
1978,Dominica,50
1978,Europe & Central Asia,51
1978,Channel Islands,52
1978,Aruba,53
1978,Jamaica,54
1978,Estonia,55
1978,Grenada,57
1978,Cyprus,58
1978,Bulgaria,59
1978,Bahrain,60
1978,Brunei Darussalam,61
1978,Singapore,62
1978,Hungary,63
1978,"Korea, Dem. People's Rep.",64
1978,Serbia,64
1978,Belarus,65
1978,St. Vincent and the Grenadines,65
1978,Tajikistan,66
1978,Kosovo,67
1978,Luxembourg,68
1978,St. Martin (French part),69
1978,Ireland,70
1978,Portugal,71
1978,Costa Rica,72
1978,Uruguay,73
1978,British Virgin Islands,74
1978,North Macedonia,75
1978,Guam,76
1978,Spain,77
1978,Georgia,77
1978,"Bahamas, The",78
1978,St. Kitts and Nevis,79
1978,Trinidad and Tobago,80
1978,Belize,81
1978,Panama,82
1978,Central Europe and the Baltics,84
1978,Curacao,85
1978,Europe & Central Asia (excluding high income),86
1978,Turks and Caicos Islands,87
1978,Albania,88
1978,St. Lucia,90
1978,New Caledonia,91
1978,Samoa,92
1978,French Polynesia,93
1978,Ukraine,94
1978,Isle of Man,95
1978,Late-demographic dividend,96
1978,Chile,97
1978,Sri Lanka,97
1978,Caribbean small states,99
1978,Libya,100
1978,Jordan,101
1978,Virgin Islands (U.S.),102
1978,Greenland,103
1978,Iraq,104
1978,East Asia & Pacific,105
1978,Tonga,106
1978,Moldova,107
1978,Mauritius,108
1978,"Micronesia, Fed. Sts.",109
1978,Thailand,110
1978,Malaysia,111
1978,Small states,112
1978,Dominican Republic,114
1978,Upper middle income,115
1978,Latin America & Caribbean,116
1978,Sudan,117
1978,Paraguay,118
1978,Solomon Islands,119
1978,Fiji,120
1978,Eswatini,121
1978,Botswana,122
1978,Kyrgyz Republic,123
1978,Colombia,124
1978,Latin America & Caribbean (excluding high income),125
1978,Latin America & the Caribbean (IDA & IBRD countries),126
1978,Mexico,127
1978,Armenia,127
1978,World,128
1978,China,129
1978,Philippines,130
1978,Zimbabwe,131
1978,Ecuador,133
1978,Cabo Verde,134
1978,Kazakhstan,135
1978,Tunisia,136
1978,Brazil,137
1978,Sao Tome and Principe,138
1978,Sub-Saharan Africa,139
1978,Sub-Saharan Africa (excluding high income),140
1978,Sub-Saharan Africa (IDA & IBRD countries),141
1978,Tuvalu,142
1978,Djibouti,143
1978,Guyana,144
1978,Uzbekistan,145
1978,Honduras,146
1978,Early-demographic dividend,147
1978,East Asia & Pacific (excluding high income),148
1978,Oman,149
1978,Lesotho,150
1978,Lower middle income,151
1978,Low & middle income,152
1978,Arab World,153
1978,East Asia & Pacific (IDA & IBRD countries),154
1978,Ghana,155
1978,Turkmenistan,156
1978,IDA total,157
1978,Lao PDR,158
1978,Saudi Arabia,159
1978,IDA blend,160
1978,IDA only,161
1978,Vanuatu,161
1978,Zambia,162
1978,IBRD only,163
1978,Lebanon,164
1978,Marshall Islands,165
1978,Indonesia,166
1978,Cameroon,167
1978,Pacific island small states,167
1978,Nauru,168
1978,IDA & IBRD total,169
1978,India,170
1978,Central African Republic,171
1978,Fragile and conflict affected situations,172
1978,Peru,173
1978,Heavily indebted poor countries (HIPC),174
1978,Haiti,174
1978,Pakistan,175
1978,Bolivia,175
1978,Bangladesh,176
1978,Least developed countries: UN classification,177
1978,South Africa,178
1978,Kiribati,179
1978,Bhutan,180
1978,Kenya,181
1978,Gabon,182
1978,Guatemala,183
1978,Liberia,184
1978,Ethiopia,185
1978,Azerbaijan,186
1978,Guinea-Bissau,187
1978,Eritrea,188
1978,Low income,188
1978,Nicaragua,189
1978,Guinea,189
1978,Algeria,190
1978,Nigeria,192
1978,Senegal,193
1978,Morocco,194
1978,Benin,195
1978,"Yemen, Rep.",196
1978,Middle income,197
1978,South Asia,198
1978,Namibia,199
1978,Other small states,200
1978,Middle East & North Africa,201
1978,Rwanda,202
1978,Mauritania,203
1978,El Salvador,203
1978,Comoros,204
1978,Cambodia,205
1978,Papua New Guinea,206
1978,Middle East & North Africa (excluding high income),207
1978,"Congo, Rep.",208
1978,Myanmar,209
1978,Mongolia,210
1978,Burundi,211
1978,Burkina Faso,212
1978,Middle East & North Africa (IDA & IBRD countries),214
1978,Nepal,215
1978,Mali,216
1978,South Asia (IDA & IBRD),217
1978,Sierra Leone,218
1978,Uganda,219
1978,Togo,220
1978,Maldives,221
1978,Madagascar,222
1978,Niger,223
1978,Somalia,224
1978,Malawi,225
1978,"Gambia, The",226
1978,Timor-Leste,227
1978,South Sudan,228
1978,Pre-demographic dividend,229
1978,Mozambique,230
1978,Chad,231
1978,Equatorial Guinea,232
1978,"Congo, Dem. Rep.",233
1978,Tanzania,233
1978,Angola,234
1978,Africa Eastern and Southern,235
1978,Africa Western and Central,236
1978,Afghanistan,237
1979,Netherlands,1
1979,Sweden,2
1979,Iceland,3
1979,Denmark,4
1979,Bermuda,5
1979,France,6
1979,Norway,7
1979,Kuwait,8
1979,Switzerland,9
1979,United States,10
1979,Puerto Rico,11
1979,Belgium,13
1979,Germany,14
1979,Qatar,15
1979,Japan,16
1979,North America,17
1979,United Kingdom,18
1979,Austria,19
1979,OECD members,20
1979,Spain,21
1979,Israel,22
1979,Greece,23
1979,Slovenia,24
1979,Canada,26
1979,Australia,27
1979,Cuba,28
1979,Euro area,30
1979,New Zealand,31
1979,United Arab Emirates,32
1979,Dominica,34
1979,Kosovo,35
1979,Bahrain,36
1979,European Union,37
1979,Tajikistan,37
1979,Poland,38
1979,Singapore,39
1979,Ireland,40
1979,Europe & Central Asia (IDA & IBRD countries),41
1979,Post-demographic dividend,42
1979,Sint Maarten (Dutch part),43
1979,Barbados,44
1979,Gibraltar,45
1979,Montenegro,46
1979,Croatia,48
1979,High income,49
1979,Hungary,50
1979,Latvia,51
1979,Europe & Central Asia,52
1979,Finland,53
1979,Aruba,54
1979,Italy,55
1979,Channel Islands,56
1979,Lithuania,57
1979,Belarus,58
1979,Antigua and Barbuda,59
1979,Brunei Darussalam,60
1979,Estonia,61
1979,Luxembourg,62
1979,"Korea, Dem. People's Rep.",63
1979,British Virgin Islands,64
1979,Uruguay,65
1979,Bulgaria,66
1979,Malta,67
1979,St. Martin (French part),68
1979,Caribbean small states,69
1979,Guam,70
1979,Romania,71
1979,Portugal,72
1979,Argentina,74
1979,Belize,74
1979,Costa Rica,75
1979,Cyprus,76
1979,St. Kitts and Nevis,77
1979,Grenada,78
1979,Panama,79
1979,Georgia,80
1979,North Macedonia,80
1979,Serbia,81
1979,"Bahamas, The",82
1979,Central Europe and the Baltics,83
1979,Libya,84
1979,Trinidad and Tobago,85
1979,St. Vincent and the Grenadines,86
1979,Curacao,87
1979,Mauritius,88
1979,French Polynesia,89
1979,Armenia,90
1979,Chile,91
1979,Late-demographic dividend,92
1979,Fiji,93
1979,Jamaica,94
1979,Sri Lanka,96
1979,Thailand,97
1979,Albania,98
1979,Tonga,99
1979,Turks and Caicos Islands,100
1979,Europe & Central Asia (excluding high income),101
1979,St. Lucia,102
1979,New Caledonia,103
1979,Greenland,104
1979,Botswana,105
1979,Malaysia,106
1979,Isle of Man,109
1979,Ukraine,110
1979,Zimbabwe,111
1979,East Asia & Pacific (IDA & IBRD countries),112
1979,Upper middle income,113
1979,"Micronesia, Fed. Sts.",114
1979,Cabo Verde,115
1979,Latin America & the Caribbean (IDA & IBRD countries),115
1979,Virgin Islands (U.S.),117
1979,Brazil,118
1979,Colombia,119
1979,Solomon Islands,119
1979,Moldova,120
1979,Suriname,121
1979,Latin America & Caribbean,122
1979,Tunisia,123
1979,Jordan,124
1979,Mexico,125
1979,East Asia & Pacific,125
1979,East Asia & Pacific (excluding high income),126
1979,Dominican Republic,127
1979,Ecuador,128
1979,Sudan,129
1979,Kyrgyz Republic,130
1979,China,131
1979,Iraq,132
1979,Latin America & Caribbean (excluding high income),133
1979,Small states,133
1979,Paraguay,134
1979,Early-demographic dividend,135
1979,Samoa,136
1979,Oman,137
1979,Eswatini,138
1979,Saudi Arabia,139
1979,Djibouti,140
1979,Sub-Saharan Africa (excluding high income),141
1979,Sao Tome and Principe,142
1979,Ghana,143
1979,Philippines,144
1979,World,145
1979,Guyana,146
1979,Uzbekistan,147
1979,Lower middle income,148
1979,Lebanon,149
1979,IBRD only,150
1979,Honduras,151
1979,Tuvalu,152
1979,Turkmenistan,153
1979,Lao PDR,154
1979,IDA total,155
1979,Kazakhstan,155
1979,Low & middle income,156
1979,Zambia,156
1979,Bangladesh,157
1979,Ethiopia,157
1979,IDA only,157
1979,Vanuatu,158
1979,Sub-Saharan Africa (IDA & IBRD countries),159
1979,Sub-Saharan Africa,160
1979,Lesotho,162
1979,IDA blend,163
1979,Indonesia,164
1979,Pacific island small states,165
1979,Fragile and conflict affected situations,166
1979,Senegal,167
1979,Nauru,168
1979,Cameroon,169
1979,South Africa,170
1979,India,170
1979,Bolivia,171
1979,IDA & IBRD total,172
1979,Marshall Islands,173
1979,Benin,174
1979,Kenya,175
1979,Guinea,176
1979,Heavily indebted poor countries (HIPC),176
1979,Guinea-Bissau,177
1979,Arab World,178
1979,Central African Republic,179
1979,Guatemala,180
1979,Bhutan,181
1979,Azerbaijan,182
1979,Haiti,183
1979,Peru,184
1979,Kiribati,185
1979,Liberia,187
1979,Low income,187
1979,"Yemen, Rep.",187
1979,Least developed countries: UN classification,188
1979,Middle income,189
1979,Algeria,190
1979,Eritrea,190
1979,"Congo, Rep.",191
1979,Other small states,192
1979,Gabon,193
1979,Morocco,194
1979,Pakistan,195
1979,Namibia,196
1979,Myanmar,197
1979,Maldives,198
1979,Cambodia,199
1979,El Salvador,199
1979,Mauritania,200
1979,Rwanda,201
1979,South Asia,202
1979,Middle East & North Africa,203
1979,South Asia (IDA & IBRD),204
1979,Middle East & North Africa (excluding high income),205
1979,Middle East & North Africa (IDA & IBRD countries),205
1979,Comoros,206
1979,Papua New Guinea,207
1979,Mongolia,208
1979,Sierra Leone,209
1979,Nigeria,210
1979,Burundi,211
1979,Nepal,212
1979,Burkina Faso,213
1979,Niger,213
1979,Tanzania,214
1979,Uganda,215
1979,Mali,216
1979,Madagascar,217
1979,South Sudan,218
1979,Malawi,219
1979,Nicaragua,220
1979,Timor-Leste,221
1979,Somalia,222
1979,Chad,222
1979,Pre-demographic dividend,223
1979,"Gambia, The",224
1979,Mozambique,225
1979,Equatorial Guinea,226
1979,"Congo, Dem. Rep.",227
1979,Togo,228
1979,Angola,229
1979,Africa Eastern and Southern,230
1979,Africa Western and Central,231
1979,Afghanistan,232
1980,France,1
1980,Netherlands,2
1980,Denmark,3
1980,Germany,4
1980,Bermuda,5
1980,Slovenia,6
1980,Switzerland,7
1980,Puerto Rico,8
1980,Norway,9
1980,Belgium,10
1980,United States,11
1980,Austria,12
1980,Sweden,13
1980,Qatar,14
1980,United Kingdom,15
1980,Canada,16
1980,Kuwait,17
1980,United Arab Emirates,18
1980,Poland,19
1980,Euro area,22
1980,Finland,23
1980,Italy,24
1980,OECD members,25
1980,Australia,26
1980,North America,27
1980,Latvia,28
1980,Cuba,29
1980,Gibraltar,30
1980,Greece,31
1980,Europe & Central Asia (IDA & IBRD countries),32
1980,Dominica,33
1980,European Union,34
1980,Japan,35
1980,Singapore,36
1980,Iceland,36
1980,Ireland,37
1980,Estonia,38
1980,French Polynesia,39
1980,Kosovo,40
1980,Post-demographic dividend,41
1980,Spain,42
1980,New Zealand,43
1980,Romania,44
1980,Montenegro,45
1980,Croatia,46
1980,Israel,47
1980,Channel Islands,48
1980,Europe & Central Asia (excluding high income),49
1980,High income,50
1980,Aruba,51
1980,Bulgaria,52
1980,Lithuania,53
1980,Barbados,54
1980,Luxembourg,55
1980,Antigua and Barbuda,56
1980,Isle of Man,57
1980,Uruguay,58
1980,Caribbean small states,58
1980,St. Martin (French part),59
1980,Europe & Central Asia,60
1980,Sri Lanka,61
1980,Seychelles,61
1980,Belize,62
1980,St. Kitts and Nevis,63
1980,St. Vincent and the Grenadines,64
1980,Cyprus,65
1980,Hungary,66
1980,Bahrain,67
1980,Libya,68
1980,"Korea, Dem. People's Rep.",69
1980,British Virgin Islands,70
1980,Late-demographic dividend,72
1980,Portugal,73
1980,North Macedonia,74
1980,Argentina,75
1980,Uzbekistan,75
1980,Ukraine,76
1980,Serbia,77
1980,Brunei Darussalam,78
1980,Guam,79
1980,Jamaica,80
1980,Moldova,81
1980,Belarus,82
1980,Upper middle income,83
1980,Costa Rica,84
1980,Grenada,84
1980,Panama,85
1980,Malta,86
1980,Sint Maarten (Dutch part),87
1980,Azerbaijan,88
1980,Kazakhstan,89
1980,New Caledonia,90
1980,"Bahamas, The",92
1980,Turkmenistan,93
1980,Curacao,94
1980,Albania,95
1980,Trinidad and Tobago,96
1980,Central Europe and the Baltics,97
1980,Latin America & the Caribbean (IDA & IBRD countries),98
1980,Mauritius,99
1980,Chile,100
1980,Georgia,101
1980,St. Lucia,102
1980,Colombia,103
1980,Latin America & Caribbean (excluding high income),104
1980,Turks and Caicos Islands,104
1980,Paraguay,105
1980,Armenia,106
1980,Jordan,107
1980,Greenland,108
1980,Virgin Islands (U.S.),109
1980,East Asia & Pacific (IDA & IBRD countries),110
1980,Suriname,111
1980,East Asia & Pacific (excluding high income),112
1980,Tajikistan,113
1980,"Micronesia, Fed. Sts.",114
1980,Fiji,115
1980,Mexico,116
1980,Small states,117
1980,Dominican Republic,119
1980,China,120
1980,Ecuador,121
1980,Latin America & Caribbean,121
1980,Malaysia,122
1980,Solomon Islands,123
1980,Kyrgyz Republic,124
1980,Brazil,125
1980,East Asia & Pacific,127
1980,Tunisia,128
1980,Samoa,128
1980,Saudi Arabia,129
1980,Eswatini,130
1980,Vanuatu,131
1980,World,132
1980,Indonesia,133
1980,Ghana,133
1980,Sao Tome and Principe,134
1980,Sudan,136
1980,Thailand,137
1980,Low & middle income,138
1980,Djibouti,139
1980,Tuvalu,140
1980,Botswana,141
1980,Oman,142
1980,Guyana,143
1980,Early-demographic dividend,144
1980,Honduras,145
1980,Cabo Verde,146
1980,India,147
1980,Zimbabwe,148
1980,Tonga,149
1980,Bangladesh,151
1980,Cameroon,152
1980,IBRD only,152
1980,Iraq,153
1980,Lower middle income,154
1980,Fragile and conflict affected situations,155
1980,South Africa,156
1980,Lesotho,157
1980,Lao PDR,158
1980,"Congo, Rep.",159
1980,Sub-Saharan Africa (excluding high income),160
1980,Benin,161
1980,Lebanon,162
1980,Sub-Saharan Africa,163
1980,Sub-Saharan Africa (IDA & IBRD countries),163
1980,IDA blend,164
1980,Philippines,165
1980,IDA total,166
1980,IDA only,166
1980,Kenya,167
1980,Pacific island small states,167
1980,Senegal,168
1980,Arab World,169
1980,Bolivia,170
1980,Marshall Islands,171
1980,Haiti,172
1980,Nauru,173
1980,Pakistan,174
1980,Gabon,174
1980,Guatemala,175
1980,Guinea-Bissau,176
1980,Heavily indebted poor countries (HIPC),177
1980,Other small states,178
1980,IDA & IBRD total,179
1980,Kiribati,179
1980,Guinea,180
1980,Bhutan,181
1980,Cambodia,182
1980,Middle East & North Africa,183
1980,Central African Republic,184
1980,"Yemen, Rep.",185
1980,Liberia,186
1980,Peru,187
1980,Least developed countries: UN classification,187
1980,Middle income,188
1980,Ethiopia,189
1980,Low income,189
1980,Eritrea,190
1980,Nicaragua,191
1980,Algeria,192
1980,Zambia,193
1980,Mongolia,195
1980,Middle East & North Africa (excluding high income),196
1980,Mauritania,196
1980,Middle East & North Africa (IDA & IBRD countries),197
1980,Maldives,198
1980,Morocco,199
1980,Nigeria,200
1980,Namibia,201
1980,Myanmar,202
1980,Equatorial Guinea,203
1980,Rwanda,203
1980,Papua New Guinea,204
1980,South Asia,204
1980,El Salvador,205
1980,South Asia (IDA & IBRD),206
1980,Sierra Leone,207
1980,Nepal,208
1980,Madagascar,209
1980,Malawi,210
1980,Mali,211
1980,Burkina Faso,212
1980,Burundi,213
1980,Uganda,213
1980,Pre-demographic dividend,214
1980,Niger,215
1980,Chad,216
1980,South Sudan,217
1980,"Gambia, The",218
1980,Timor-Leste,219
1980,Mozambique,220
1980,Somalia,221
1980,Comoros,222
1980,Tanzania,223
1980,Togo,224
1980,"Congo, Dem. Rep.",225
1980,Angola,226
1980,Africa Eastern and Southern,227
1980,Africa Western and Central,228
1980,Afghanistan,229
1981,Netherlands,1
1981,Australia,2
1981,Norway,3
1981,Switzerland,4
1981,Puerto Rico,5
1981,Slovenia,6
1981,Bermuda,7
1981,Canada,8
1981,Belgium,9
1981,United States,10
1981,Japan,11
1981,Spain,12
1981,United Kingdom,13
1981,Austria,14
1981,Sweden,15
1981,Denmark,16
1981,Greece,17
1981,Iceland,17
1981,Euro area,18
1981,Finland,19
1981,United Arab Emirates,20
1981,OECD members,21
1981,Dominica,22
1981,France,23
1981,Germany,24
1981,Israel,25
1981,Europe & Central Asia (IDA & IBRD countries),26
1981,Ireland,27
1981,Cuba,28
1981,Italy,30
1981,European Union,32
1981,Kosovo,33
1981,Singapore,34
1981,Gibraltar,35
1981,Channel Islands,36
1981,Poland,37
1981,Europe & Central Asia,38
1981,Barbados,39
1981,Caribbean small states,39
1981,Kuwait,40
1981,High income,41
1981,Lithuania,42
1981,New Zealand,43
1981,Montenegro,44
1981,British Virgin Islands,45
1981,Luxembourg,46
1981,North America,46
1981,Antigua and Barbuda,47
1981,Latvia,48
1981,Croatia,49
1981,Aruba,50
1981,Cyprus,51
1981,French Polynesia,51
1981,Saudi Arabia,52
1981,Qatar,53
1981,Bulgaria,54
1981,North Macedonia,55
1981,Post-demographic dividend,56
1981,Isle of Man,58
1981,Sint Maarten (Dutch part),58
1981,Ukraine,59
1981,Romania,60
1981,Uruguay,61
1981,Grenada,62
1981,Hungary,63
1981,Libya,64
1981,Estonia,65
1981,St. Martin (French part),65
1981,"Bahamas, The",66
1981,"Korea, Dem. People's Rep.",66
1981,Argentina,67
1981,Bahrain,69
1981,Seychelles,70
1981,Europe & Central Asia (excluding high income),71
1981,Portugal,72
1981,St. Vincent and the Grenadines,73
1981,Albania,74
1981,Jamaica,75
1981,Virgin Islands (U.S.),76
1981,Late-demographic dividend,77
1981,Armenia,78
1981,Guam,78
1981,Serbia,78
1981,Upper middle income,78
1981,Sri Lanka,79
1981,Moldova,80
1981,Costa Rica,81
1981,East Asia & Pacific,82
1981,St. Kitts and Nevis,83
1981,Kazakhstan,85
1981,Belarus,86
1981,Kyrgyz Republic,87
1981,Samoa,88
1981,Panama,89
1981,Georgia,90
1981,Belize,91
1981,Trinidad and Tobago,92
1981,Thailand,93
1981,Curacao,94
1981,Malta,95
1981,Central Europe and the Baltics,95
1981,Jordan,96
1981,Chile,97
1981,Mexico,98
1981,Latin America & the Caribbean (IDA & IBRD countries),98
1981,New Caledonia,99
1981,Latin America & Caribbean,100
1981,China,101
1981,Tonga,102
1981,St. Lucia,103
1981,Paraguay,104
1981,Fiji,106
1981,Colombia,107
1981,Turks and Caicos Islands,108
1981,Solomon Islands,109
1981,Cabo Verde,110
1981,Malaysia,111
1981,Mauritius,112
1981,Greenland,113
1981,Suriname,114
1981,Latin America & Caribbean (excluding high income),115
1981,East Asia & Pacific (excluding high income),116
1981,Brunei Darussalam,117
1981,"Micronesia, Fed. Sts.",119
1981,Small states,120
1981,Tajikistan,121
1981,Dominican Republic,122
1981,Ecuador,123
1981,East Asia & Pacific (IDA & IBRD countries),124
1981,Uzbekistan,125
1981,Vanuatu,126
1981,Tunisia,127
1981,Brazil,129
1981,Sao Tome and Principe,130
1981,Oman,132
1981,Botswana,133
1981,Tuvalu,134
1981,Djibouti,135
1981,Early-demographic dividend,136
1981,Sudan,137
1981,Cameroon,138
1981,Lebanon,139
1981,Arab World,140
1981,World,140
1981,Guyana,141
1981,IBRD only,142
1981,Ghana,143
1981,Eswatini,143
1981,India,144
1981,Lower middle income,145
1981,Turkmenistan,146
1981,Indonesia,147
1981,Zimbabwe,148
1981,Mongolia,149
1981,Honduras,150
1981,IDA total,151
1981,IDA only,152
1981,Senegal,153
1981,Fragile and conflict affected situations,154
1981,Low & middle income,155
1981,Bangladesh,156
1981,Lesotho,157
1981,Least developed countries: UN classification,158
1981,Liberia,159
1981,"Congo, Rep.",161
1981,Cambodia,162
1981,Kiribati,163
1981,Marshall Islands,164
1981,Central African Republic,165
1981,Pacific island small states,166
1981,Sub-Saharan Africa (excluding high income),167
1981,Sub-Saharan Africa,167
1981,Zambia,168
1981,South Africa,169
1981,Sub-Saharan Africa (IDA & IBRD countries),170
1981,Pakistan,171
1981,IDA blend,172
1981,Lao PDR,173
1981,Guatemala,174
1981,Gabon,175
1981,Haiti,176
1981,Other small states,177
1981,Middle East & North Africa,178
1981,Azerbaijan,179
1981,IDA & IBRD total,179
1981,"Yemen, Rep.",179
1981,Algeria,180
1981,Bhutan,181
1981,Benin,182
1981,Low income,183
1981,Heavily indebted poor countries (HIPC),184
1981,Nauru,184
1981,Iraq,185
1981,Middle income,185
1981,Philippines,186
1981,Nepal,187
1981,Bolivia,187
1981,Kenya,188
1981,Ethiopia,189
1981,Peru,190
1981,Eritrea,191
1981,Nicaragua,192
1981,Madagascar,193
1981,Morocco,194
1981,Middle East & North Africa (IDA & IBRD countries),195
1981,South Asia (IDA & IBRD),196
1981,South Asia,197
1981,Myanmar,198
1981,Mauritania,198
1981,Maldives,199
1981,Middle East & North Africa (excluding high income),200
1981,Guinea,201
1981,Guinea-Bissau,201
1981,Rwanda,202
1981,Africa Eastern and Southern,203
1981,El Salvador,204
1981,Tanzania,205
1981,Papua New Guinea,206
1981,"Congo, Dem. Rep.",207
1981,Comoros,208
1981,Togo,209
1981,Namibia,210
1981,Sierra Leone,211
1981,Malawi,212
1981,Uganda,213
1981,Timor-Leste,214
1981,Pre-demographic dividend,215
1981,South Sudan,216
1981,Burundi,217
1981,Burkina Faso,217
1981,Niger,218
1981,Chad,219
1981,Nigeria,220
1981,Somalia,221
1981,Mali,222
1981,"Gambia, The",223
1981,Equatorial Guinea,224
1981,Mozambique,225
1981,Angola,226
1981,Africa Western and Central,227
1981,Afghanistan,228
1982,Switzerland,1
1982,Sweden,2
1982,Netherlands,3
1982,Norway,4
1982,Japan,5
1982,Australia,6
1982,Canada,7
1982,Puerto Rico,8
1982,Germany,9
1982,Slovenia,10
1982,United States,11
1982,Qatar,12
1982,Iceland,13
1982,France,14
1982,Finland,15
1982,Denmark,16
1982,Spain,17
1982,Austria,18
1982,OECD members,19
1982,Bermuda,20
1982,United Arab Emirates,21
1982,Dominica,23
1982,Euro area,23
1982,Kuwait,24
1982,Small states,25
1982,Italy,26
1982,Costa Rica,27
1982,Singapore,29
1982,Cuba,30
1982,European Union,31
1982,Israel,32
1982,Greece,33
1982,Caribbean small states,35
1982,United Kingdom,36
1982,Belgium,37
1982,Europe & Central Asia (IDA & IBRD countries),38
1982,Uruguay,39
1982,North Macedonia,40
1982,New Zealand,41
1982,"Korea, Dem. People's Rep.",42
1982,Post-demographic dividend,43
1982,Lithuania,44
1982,Channel Islands,45
1982,Ireland,46
1982,Gibraltar,47
1982,Sint Maarten (Dutch part),48
1982,Kosovo,49
1982,Croatia,50
1982,French Polynesia,51
1982,Bahrain,52
1982,Poland,53
1982,Barbados,54
1982,Isle of Man,55
1982,Ukraine,56
1982,Montenegro,57
1982,Europe & Central Asia,58
1982,Grenada,59
1982,High income,60
1982,Aruba,61
1982,Europe & Central Asia (excluding high income),63
1982,Jamaica,64
1982,Tunisia,65
1982,Argentina,66
1982,Armenia,67
1982,Panama,68
1982,Romania,69
1982,Luxembourg,71
1982,Latvia,71
1982,"Bahamas, The",72
1982,Hungary,73
1982,Estonia,73
1982,Portugal,74
1982,Bulgaria,75
1982,Sri Lanka,75
1982,North America,76
1982,Late-demographic dividend,77
1982,Moldova,78
1982,Upper middle income,79
1982,Guam,80
1982,St. Martin (French part),80
1982,Antigua and Barbuda,81
1982,Solomon Islands,82
1982,Cyprus,83
1982,St. Vincent and the Grenadines,84
1982,Serbia,85
1982,British Virgin Islands,87
1982,Belarus,88
1982,Virgin Islands (U.S.),89
1982,East Asia & Pacific,91
1982,Curacao,92
1982,Kazakhstan,93
1982,Chile,94
1982,Albania,95
1982,St. Kitts and Nevis,96
1982,Belize,97
1982,Samoa,98
1982,Brunei Darussalam,99
1982,Trinidad and Tobago,100
1982,Brazil,101
1982,Libya,101
1982,Malta,102
1982,Dominican Republic,102
1982,Central Europe and the Baltics,103
1982,Malaysia,104
1982,Latin America & Caribbean,105
1982,Latin America & Caribbean (excluding high income),106
1982,Saudi Arabia,108
1982,Fiji,109
1982,China,110
1982,Tonga,111
1982,St. Lucia,112
1982,Seychelles,113
1982,Botswana,114
1982,Colombia,115
1982,Georgia,116
1982,Turks and Caicos Islands,117
1982,Jordan,118
1982,Mauritius,119
1982,Thailand,120
1982,Paraguay,121
1982,"Micronesia, Fed. Sts.",122
