Year,Country,Economic_Rank
1980,Morocco,108
1980,Peru,109
1980,Papua New Guinea,110
1980,Uzbekistan,111
1980,Vanuatu,111
1980,Uruguay,112
1980,Moldova,113
1980,Post-demographic dividend,114
1980,Pre-demographic dividend,114
1980,Paraguay,115
1980,IDA blend,116
1980,IBRD only,117
1980,IDA & IBRD total,117
1980,Middle income,118
1980,Middle East & North Africa (excluding high income),119
1980,Myanmar,120
1980,Mozambique,120
1980,Bulgaria,121
1980,South Sudan,122
1980,Albania,123
1980,Angola,123
1980,Africa Eastern and Southern,123
1980,Africa Western and Central,123
1980,Afghanistan,123
1980,South Asia (IDA & IBRD),124
1980,Nicaragua,125
1980,Mauritius,126
1980,"Micronesia, Fed. Sts.",126
1980,Middle East & North Africa,126
1980,Mauritania,126
1980,Middle East & North Africa (IDA & IBRD countries),126
1980,Channel Islands,127
1980,Central Europe and the Baltics,127
1980,Chad,127
1980,Chile,128
1980,Cyprus,129
1980,China,130
1980,Mexico,131
1980,"Gambia, The",132
1980,Nauru,133
1980,Namibia,133
1980,East Asia & Pacific (IDA & IBRD countries),134
1980,East Asia & Pacific (excluding high income),134
1980,East Asia & Pacific,134
1980,Hungary,135
1980,Curacao,136
1980,Gabon,137
1980,Nepal,138
1980,"Congo, Rep.",139
1980,Ecuador,140
1980,Georgia,141
1980,Algeria,142
1980,Costa Rica,143
1980,Philippines,145
1980,South Asia,146
1980,Somalia,146
1980,India,147
1980,Pacific island small states,148
1980,Other small states,148
1980,Pakistan,149
1980,Turkmenistan,150
1980,Turks and Caicos Islands,150
1980,South Africa,151
1980,Timor-Leste,153
1980,Tanzania,153
1980,Togo,153
1980,Trinidad and Tobago,154
1980,Tonga,154
1980,Tunisia,156
1980,Equatorial Guinea,157
1980,El Salvador,157
1980,Thailand,158
1980,Indonesia,160
1980,Comoros,161
1980,"Congo, Dem. Rep.",161
1980,Colombia,162
1981,United Arab Emirates,1
1981,Switzerland,2
1981,Qatar,3
1981,Puerto Rico,4
1981,Netherlands,5
1981,Slovenia,7
1981,Japan,8
1981,Denmark,9
1981,Dominica,10
1981,Dominican Republic,10
1981,Djibouti,10
1981,Early-demographic dividend,10
1981,Solomon Islands,11
1981,Small states,11
1981,Upper middle income,12
1981,Australia,13
1981,United States,14
1981,Tajikistan,15
1981,Canada,16
1981,Suriname,17
1981,Sudan,17
1981,Sub-Saharan Africa (excluding high income),17
1981,Sub-Saharan Africa,17
1981,Sub-Saharan Africa (IDA & IBRD countries),17
1981,Saudi Arabia,18
1981,Bermuda,19
1981,Belize,19
1981,Benin,19
1981,Caribbean small states,20
1981,Cameroon,20
1981,Cambodia,20
1981,Central African Republic,20
1981,Belgium,21
1981,Sweden,22
1981,OECD members,23
1981,Oman,23
1981,Sao Tome and Principe,24
1981,Senegal,24
1981,Kosovo,25
1981,"Korea, Dem. People's Rep.",25
1981,Late-demographic dividend,25
1981,Kyrgyz Republic,25
1981,Lao PDR,25
1981,Norway,26
1981,Kuwait,27
1981,Jamaica,28
1981,Ghana,29
1981,Iceland,30
1981,Bahrain,31
1981,Bangladesh,32
1981,Croatia,33
1981,French Polynesia,34
1981,Germany,35
1981,Cuba,36
1981,Finland,37
1981,IDA total,38
1981,IDA only,38
1981,Austria,39
1981,Euro area,40
1981,Europe & Central Asia (IDA & IBRD countries),40
1981,Europe & Central Asia,40
1981,Eswatini,40
1981,Ethiopia,40
1981,Eritrea,40
1981,Estonia,41
1981,European Union,42
1981,Fiji,42
1981,Fragile and conflict affected situations,42
1981,France,43
1981,Europe & Central Asia (excluding high income),44
1981,Latvia,46
1981,Latin America & the Caribbean (IDA & IBRD countries),46
1981,Latin America & Caribbean,46
1981,Latin America & Caribbean (excluding high income),46
1981,Least developed countries: UN classification,46
1981,Lithuania,47
1981,Libya,47
1981,Lower middle income,47
1981,Low & middle income,47
1981,Low income,47
1981,Lebanon,49
1981,Lesotho,49
1981,Liberia,49
1981,Brazil,50
1981,Argentina,51
1981,United Kingdom,52
1981,Antigua and Barbuda,53
1981,Arab World,53
1981,Poland,54
1981,British Virgin Islands,55
1981,Montenegro,56
1981,Ireland,58
1981,Italy,59
1981,High income,61
1981,Guyana,61
1981,Honduras,61
1981,Haiti,61
1981,Heavily indebted poor countries (HIPC),61
1981,Gibraltar,62
1981,Grenada,62
1981,Guam,62
1981,Greenland,62
1981,Guatemala,62
1981,Guinea,62
1981,Guinea-Bissau,62
1981,Greece,63
1981,Samoa,64
1981,Rwanda,64
1981,Isle of Man,65
1981,New Caledonia,67
1981,Botswana,68
1981,Bhutan,68
1981,Bolivia,68
1981,New Zealand,69
1981,Serbia,71
1981,Seychelles,72
1981,Jordan,73
1981,North America,74
1981,North Macedonia,74
1981,Aruba,75
1981,Romania,76
1981,"Bahamas, The",77
1981,Azerbaijan,77
1981,Barbados,78
1981,Kiribati,79
1981,Kenya,79
1981,Kazakhstan,80
1981,Israel,81
1981,Sint Maarten (Dutch part),82
1981,Sierra Leone,82
1981,Belarus,83
1981,Armenia,84
1981,St. Martin (French part),85
1981,St. Vincent and the Grenadines,85
1981,Sri Lanka,85
1981,St. Kitts and Nevis,85
1981,St. Lucia,85
1981,Hungary,86
1981,Singapore,87
1981,Spain,88
1981,IDA blend,89
1981,IBRD only,90
1981,IDA & IBRD total,90
1981,Iraq,91
1981,Malaysia,92
1981,Mexico,93
1981,Virgin Islands (U.S.),95
1981,World,95
1981,Zimbabwe,95
1981,Zambia,95
1981,"Yemen, Rep.",95
1981,Luxembourg,96
1981,Madagascar,96
1981,Maldives,96
1981,Malawi,96
1981,Uzbekistan,97
1981,Vanuatu,97
1981,Uruguay,98
1981,Ukraine,99
1981,Tuvalu,100
1981,Uganda,100
1981,Mauritius,102
1981,"Micronesia, Fed. Sts.",102
1981,Mauritania,102
1981,Middle East & North Africa,103
1981,Middle East & North Africa (IDA & IBRD countries),103
1981,China,104
1981,South Sudan,105
1981,Moldova,106
1981,South Asia (IDA & IBRD),107
1981,Middle East & North Africa (excluding high income),108
1981,Middle income,109
1981,Post-demographic dividend,110
1981,Pre-demographic dividend,110
1981,Peru,111
1981,Portugal,112
1981,Philippines,113
1981,Paraguay,115
1981,Cabo Verde,116
1981,Brunei Darussalam,116
1981,Burundi,116
1981,Burkina Faso,116
1981,Bulgaria,117
1981,Channel Islands,118
1981,Central Europe and the Baltics,118
1981,Chad,118
1981,Thailand,119
1981,Marshall Islands,120
1981,Morocco,120
1981,Mali,120
1981,Niger,121
1981,Nigeria,121
1981,Papua New Guinea,122
1981,Tanzania,123
1981,Togo,123
1981,Timor-Leste,123
1981,South Africa,124
1981,Albania,125
1981,Africa Eastern and Southern,125
1981,Angola,125
1981,Africa Western and Central,125
1981,Afghanistan,125
1981,Myanmar,126
1981,Mozambique,126
1981,Nicaragua,127
1981,Curacao,128
1981,Tunisia,129
1981,Chile,130
1981,South Asia,131
1981,Somalia,131
1981,Trinidad and Tobago,132
1981,Tonga,132
1981,Cyprus,133
1981,"Congo, Rep.",134
1981,Costa Rica,135
1981,Malta,136
1981,India,137
1981,"Gambia, The",138
1981,Gabon,140
1981,Algeria,141
1981,East Asia & Pacific,142
1981,East Asia & Pacific (excluding high income),142
1981,East Asia & Pacific (IDA & IBRD countries),142
1981,El Salvador,143
1981,Equatorial Guinea,143
1981,Panama,144
1981,Georgia,145
1981,Nauru,146
1981,Namibia,146
1981,Ecuador,148
1981,Pacific island small states,149
1981,Other small states,149
1981,Turks and Caicos Islands,150
1981,Turkmenistan,150
1981,Pakistan,152
1981,Nepal,153
1981,Indonesia,154
1981,Mongolia,155
1981,"Congo, Dem. Rep.",156
1981,Comoros,156
1981,Colombia,157
1982,United Arab Emirates,1
1982,Switzerland,2
1982,Qatar,3
1982,Puerto Rico,4
1982,United States,5
1982,Slovenia,6
1982,Upper middle income,7
1982,Netherlands,8
1982,Small states,9
1982,Solomon Islands,9
1982,Dominica,10
1982,Dominican Republic,10
1982,Early-demographic dividend,10
1982,Djibouti,10
1982,Denmark,11
1982,Canada,12
1982,Sweden,13
1982,Caribbean small states,14
1982,Cambodia,14
1982,Cameroon,14
1982,Central African Republic,14
1982,Suriname,15
1982,Sudan,15
1982,Sub-Saharan Africa (IDA & IBRD countries),15
1982,Sub-Saharan Africa (excluding high income),15
1982,Sub-Saharan Africa,15
1982,Australia,16
1982,OECD members,17
1982,Oman,17
1982,Norway,18
1982,Kuwait,19
1982,"Korea, Dem. People's Rep.",20
1982,Kosovo,20
1982,Late-demographic dividend,20
1982,Kyrgyz Republic,20
1982,Lao PDR,20
1982,Bahrain,21
1982,Iceland,22
1982,Bangladesh,23
1982,Sao Tome and Principe,24
1982,Senegal,24
1982,Saudi Arabia,25
1982,Germany,26
1982,IDA total,27
1982,IDA only,27
1982,Ghana,28
1982,Austria,29
1982,Cuba,30
1982,Croatia,30
1982,Jamaica,31
1982,Estonia,32
1982,Euro area,33
1982,Europe & Central Asia (IDA & IBRD countries),33
1982,Europe & Central Asia,33
1982,Eswatini,33
1982,Ethiopia,33
1982,Eritrea,33
1982,Europe & Central Asia (excluding high income),35
1982,Latvia,36
1982,Latin America & Caribbean,36
1982,Latin America & Caribbean (excluding high income),36
1982,Latin America & the Caribbean (IDA & IBRD countries),36
1982,Least developed countries: UN classification,36
1982,European Union,37
1982,Fiji,37
1982,Fragile and conflict affected situations,37
1982,French Polynesia,38
1982,France,39
1982,Finland,40
1982,Bermuda,41
1982,Belize,41
1982,Benin,41
1982,Lithuania,42
1982,Libya,42
1982,Low & middle income,42
1982,Lower middle income,42
1982,Low income,42
1982,Lesotho,44
1982,Liberia,44
1982,Lebanon,44
1982,Japan,45
1982,Argentina,46
1982,Greece,47
1982,Tajikistan,48
1982,Singapore,49
1982,Montenegro,50
1982,Belgium,51
1982,Ireland,52
1982,Gibraltar,53
1982,Grenada,53
1982,Guam,53
1982,Greenland,53
1982,Guatemala,53
1982,Guinea-Bissau,53
1982,Guinea,53
1982,Sint Maarten (Dutch part),54
1982,Sierra Leone,54
1982,Antigua and Barbuda,55
1982,Arab World,55
1982,Isle of Man,56
1982,United Kingdom,57
1982,New Zealand,58
1982,Samoa,59
1982,Rwanda,59
1982,New Caledonia,60
1982,British Virgin Islands,61
1982,Italy,63
1982,Panama,64
1982,Poland,65
1982,Israel,66
1982,Brazil,68
1982,High income,69
1982,Guyana,69
1982,Honduras,69
1982,Heavily indebted poor countries (HIPC),69
1982,Haiti,69
1982,Botswana,70
1982,Bolivia,70
1982,Bhutan,70
1982,Uruguay,71
1982,Seychelles,73
1982,Serbia,74
1982,Chile,75
1982,North Macedonia,76
1982,North America,76
1982,Papua New Guinea,77
1982,Aruba,78
1982,"Bahamas, The",79
1982,Romania,80
1982,Azerbaijan,81
1982,Kazakhstan,82
1982,Kenya,83
1982,Kiribati,83
1982,Uzbekistan,84
1982,Vanuatu,84
1982,Barbados,85
1982,Belarus,86
1982,Armenia,87
1982,Channel Islands,90
1982,Central Europe and the Baltics,90
1982,Chad,90
1982,Iraq,91
1982,Sri Lanka,92
1982,St. Martin (French part),92
1982,St. Vincent and the Grenadines,92
1982,St. Kitts and Nevis,92
1982,St. Lucia,92
1982,Spain,93
1982,Virgin Islands (U.S.),94
1982,World,94
1982,Zimbabwe,94
1982,Zambia,94
1982,"Yemen, Rep.",94
1982,Philippines,96
1982,Ukraine,97
1982,Costa Rica,98
1982,Tuvalu,99
1982,Uganda,99
1982,"Micronesia, Fed. Sts.",100
1982,Middle East & North Africa (IDA & IBRD countries),100
1982,Middle East & North Africa,100
1982,Mauritius,101
1982,Mauritania,101
1982,Luxembourg,102
1982,Madagascar,102
1982,Maldives,102
1982,Malawi,102
1982,Mexico,103
1982,Middle East & North Africa (excluding high income),104
1982,Moldova,105
1982,Middle income,106
1982,Portugal,107
1982,Curacao,108
1982,Post-demographic dividend,109
1982,Pre-demographic dividend,109
1982,IDA blend,110
1982,Cyprus,111
1982,Malaysia,112
1982,IBRD only,113
1982,IDA & IBRD total,113
1982,Malta,114
1982,Brunei Darussalam,115
1982,Cabo Verde,115
1982,Burkina Faso,115
1982,Burundi,115
1982,Jordan,116
1982,Bulgaria,117
1982,Marshall Islands,118
1982,Mali,118
1982,Indonesia,119
1982,South Asia (IDA & IBRD),120
1982,South Sudan,120
1982,"Congo, Rep.",121
1982,Albania,123
1982,Angola,123
1982,Africa Eastern and Southern,123
1982,Africa Western and Central,123
1982,Afghanistan,123
1982,Hungary,124
1982,China,124
1982,Paraguay,125
1982,Togo,126
1982,Tanzania,126
1982,Timor-Leste,126
1982,South Asia,127
1982,Somalia,127
1982,Thailand,128
1982,Algeria,128
1982,South Africa,129
1982,Trinidad and Tobago,130
1982,Tonga,130
1982,Tunisia,131
1982,Georgia,132
1982,Nepal,133
1982,Nigeria,134
1982,Niger,134
1982,India,135
1982,Nicaragua,136
1982,Gabon,137
1982,"Gambia, The",137
1982,Nauru,139
1982,Namibia,139
1982,Pakistan,140
1982,Ecuador,141
1982,East Asia & Pacific,142
1982,East Asia & Pacific (IDA & IBRD countries),142
1982,East Asia & Pacific (excluding high income),142
1982,Myanmar,143
1982,Mozambique,143
1982,Other small states,144
1982,Pacific island small states,144
1982,Peru,145
1982,Morocco,145
1982,El Salvador,146
1982,Equatorial Guinea,146
1982,Comoros,148
1982,"Congo, Dem. Rep.",149
1982,Turks and Caicos Islands,150
1982,Turkmenistan,150
1982,Mongolia,151
1982,Colombia,152
1983,United Arab Emirates,1
1983,Qatar,2
1983,Norway,3
1983,Canada,4
1983,Puerto Rico,5
1983,Denmark,6
1983,Dominica,7
1983,Dominican Republic,7
1983,Early-demographic dividend,7
1983,Djibouti,7
1983,Slovenia,8
1983,OECD members,9
1983,Oman,9
1983,Australia,10
1983,Caribbean small states,11
1983,Cameroon,11
1983,Central African Republic,11
1983,Cambodia,11
1983,Sweden,12
1983,Suriname,13
1983,Sudan,13
1983,Sub-Saharan Africa (excluding high income),13
1983,Sub-Saharan Africa,13
1983,Sub-Saharan Africa (IDA & IBRD countries),13
1983,Solomon Islands,14
1983,Small states,14
1983,Kuwait,15
1983,"Korea, Dem. People's Rep.",16
1983,Kosovo,16
1983,Late-demographic dividend,16
1983,Kyrgyz Republic,16
1983,Lao PDR,16
1983,Upper middle income,17
1983,Switzerland,18
1983,United States,19
1983,Japan,20
1983,Bangladesh,21
1983,Saudi Arabia,22
1983,Bahrain,23
1983,United Kingdom,24
1983,Jamaica,25
1983,Netherlands,26
1983,Sao Tome and Principe,27
1983,Senegal,27
1983,Croatia,28
1983,Cuba,29
1983,IDA total,30
1983,IDA only,30
1983,Estonia,31
1983,Ghana,32
1983,Euro area,33
1983,Europe & Central Asia (IDA & IBRD countries),33
1983,Europe & Central Asia,33
1983,Eswatini,33
1983,Ethiopia,33
1983,Eritrea,33
1983,Latvia,35
1983,Latin America & Caribbean,35
1983,Latin America & the Caribbean (IDA & IBRD countries),35
1983,Latin America & Caribbean (excluding high income),35
1983,Least developed countries: UN classification,35
1983,Finland,36
1983,Europe & Central Asia (excluding high income),37
1983,European Union,38
1983,Fiji,38
1983,Fragile and conflict affected situations,38
1983,Lithuania,39
1983,Libya,39
1983,Low & middle income,39
1983,Lower middle income,39
1983,Low income,39
1983,Lesotho,41
1983,Liberia,41
1983,Lebanon,41
1983,Brazil,42
1983,Bermuda,43
1983,Belize,43
1983,Benin,43
1983,Iceland,44
1983,Malta,44
1983,Germany,45
1983,Belgium,46
1983,Austria,47
1983,French Polynesia,48
1983,Poland,49
1983,British Virgin Islands,50
1983,Montenegro,51
1983,Sint Maarten (Dutch part),52
1983,Sierra Leone,52
1983,France,53
1983,Marshall Islands,54
1983,Mali,54
1983,Singapore,55
1983,Samoa,56
1983,Rwanda,56
1983,Tajikistan,57
1983,Israel,58
1983,New Zealand,60
1983,New Caledonia,61
1983,Greece,62
1983,Gibraltar,63
1983,Guam,63
1983,Greenland,63
1983,Grenada,63
1983,Guatemala,63
1983,Guinea,63
1983,Guinea-Bissau,63
1983,Papua New Guinea,64
1983,Botswana,65
1983,Bolivia,65
1983,Bhutan,65
1983,Panama,66
1983,Seychelles,68
1983,Serbia,69
1983,Uruguay,70
1983,North America,71
1983,North Macedonia,71
1983,Peru,72
1983,Uzbekistan,74
1983,Vanuatu,74
1983,Romania,75
1983,"Bahamas, The",76
1983,Azerbaijan,77
1983,Kazakhstan,78
1983,Barbados,79
1983,Kenya,80
1983,Kiribati,80
1983,Belarus,81
1983,Aruba,82
1983,Armenia,82
1983,Isle of Man,83
1983,Italy,84
1983,High income,85
1983,Honduras,85
1983,Guyana,85
1983,Haiti,85
1983,Heavily indebted poor countries (HIPC),85
1983,Ireland,86
1983,Luxembourg,87
1983,Maldives,87
1983,Madagascar,87
1983,Malawi,87
1983,Mexico,88
1983,Virgin Islands (U.S.),89
1983,World,89
1983,Zimbabwe,89
1983,"Yemen, Rep.",89
1983,Zambia,89
1983,Paraguay,90
1983,Iraq,91
1983,Antigua and Barbuda,92
1983,Arab World,92
1983,"Micronesia, Fed. Sts.",94
1983,Mauritius,94
1983,Middle East & North Africa,94
1983,Middle East & North Africa (IDA & IBRD countries),94
1983,Mauritania,94
1983,Bulgaria,95
1983,St. Martin (French part),97
1983,St. Lucia,97
1983,Sri Lanka,97
1983,St. Vincent and the Grenadines,97
1983,St. Kitts and Nevis,97
1983,Spain,99
1983,South Africa,100
1983,Ukraine,101
1983,Brunei Darussalam,102
1983,Cabo Verde,102
1983,Burundi,102
1983,Burkina Faso,102
1983,Tuvalu,103
1983,Uganda,103
1983,South Asia (IDA & IBRD),105
1983,South Sudan,105
1983,Curacao,107
1983,Middle income,108
1983,Middle East & North Africa (excluding high income),108
1983,Cyprus,109
1983,Argentina,110
1983,Moldova,111
1983,Jordan,112
1983,Channel Islands,113
1983,Central Europe and the Baltics,113
1983,Chad,113
1983,Malaysia,114
1983,South Asia,115
1983,Somalia,115
1983,China,116
1983,Chile,117
1983,Nepal,118
1983,Ecuador,119
1983,Nicaragua,120
1983,Nauru,121
1983,Namibia,121
1983,Post-demographic dividend,122
1983,Pre-demographic dividend,122
1983,East Asia & Pacific,123
1983,East Asia & Pacific (excluding high income),123
1983,East Asia & Pacific (IDA & IBRD countries),123
1983,Nigeria,124
1983,Niger,124
1983,Togo,125
1983,Tanzania,125
1983,Timor-Leste,125
1983,IBRD only,126
1983,IDA blend,126
1983,IDA & IBRD total,126
1983,Hungary,127
1983,Thailand,127
1983,Morocco,127
1983,Portugal,128
1983,Philippines,129
1983,Trinidad and Tobago,130
1983,Tonga,130
1983,Tunisia,131
1983,Myanmar,132
1983,Mozambique,132
1983,Indonesia,133
1983,Georgia,134
1983,Gabon,135
1983,"Gambia, The",135
1983,Albania,136
1983,Angola,136
1983,Africa Eastern and Southern,136
1983,Africa Western and Central,136
1983,Afghanistan,136
1983,Pacific island small states,137
1983,Other small states,137
1983,Pakistan,138
1983,Algeria,139
1983,India,140
1983,El Salvador,141
1983,Equatorial Guinea,141
1983,"Congo, Rep.",143
1983,Mongolia,144
1983,Costa Rica,145
1983,Comoros,146
1983,"Congo, Dem. Rep.",146
1983,Turks and Caicos Islands,147
1983,Turkmenistan,147
1983,Colombia,148
1984,United Arab Emirates,1
1984,Denmark,2
1984,Dominica,3
1984,Dominican Republic,3
1984,Early-demographic dividend,3
1984,Djibouti,3
1984,Sweden,4
1984,OECD members,5
1984,Oman,5
1984,Norway,6
1984,Suriname,7
1984,Sub-Saharan Africa (excluding high income),7
1984,Sudan,7
1984,Sub-Saharan Africa,7
1984,Sub-Saharan Africa (IDA & IBRD countries),7
1984,Belgium,8
1984,United Kingdom,9
1984,Kuwait,10
1984,Caribbean small states,11
1984,Cameroon,11
1984,Central African Republic,11
1984,Cambodia,11
1984,Australia,12
1984,Iceland,13
1984,Kosovo,14
1984,Late-demographic dividend,14
1984,"Korea, Dem. People's Rep.",14
1984,Kyrgyz Republic,14
1984,Lao PDR,14
1984,Canada,15
1984,Finland,16
1984,Puerto Rico,17
1984,Upper middle income,18
1984,United States,19
1984,Switzerland,20
1984,Bermuda,21
1984,Belize,21
1984,Benin,21
1984,Japan,22
1984,Bahrain,23
1984,IDA total,24
1984,IDA only,24
1984,Jamaica,25
1984,Bangladesh,26
1984,Qatar,27
1984,Europe & Central Asia (excluding high income),28
1984,Small states,29
1984,Solomon Islands,29
1984,Austria,30
1984,European Union,31
1984,Fiji,31
1984,Fragile and conflict affected situations,31
1984,Singapore,32
1984,Slovenia,33
1984,Croatia,34
1984,Cuba,35
1984,Euro area,36
1984,Europe & Central Asia,36
1984,Europe & Central Asia (IDA & IBRD countries),36
1984,Eswatini,36
1984,Eritrea,36
1984,Ethiopia,36
1984,Estonia,37
1984,Latvia,39
1984,Latin America & the Caribbean (IDA & IBRD countries),39
1984,Latin America & Caribbean (excluding high income),39
1984,Latin America & Caribbean,39
1984,Least developed countries: UN classification,39
1984,Sao Tome and Principe,40
1984,Senegal,40
1984,Sint Maarten (Dutch part),41
1984,Sierra Leone,41
1984,Lithuania,42
1984,Libya,42
1984,Low & middle income,42
1984,Lower middle income,42
1984,Low income,42
1984,Malta,44
1984,Lesotho,45
1984,Lebanon,45
1984,Liberia,45
1984,Netherlands,46
1984,French Polynesia,47
1984,Ghana,48
1984,Saudi Arabia,49
1984,France,50
1984,Marshall Islands,51
1984,Mali,51
1984,Panama,52
1984,Germany,53
1984,Montenegro,54
1984,Israel,55
1984,Poland,56
1984,Papua New Guinea,57
1984,Samoa,58
1984,Rwanda,58
1984,British Virgin Islands,59
1984,New Caledonia,61
1984,Tajikistan,62
1984,Seychelles,63
1984,Botswana,64
1984,Bolivia,64
1984,Bhutan,64
1984,Brazil,66
1984,New Zealand,67
1984,Serbia,68
1984,Gibraltar,70
1984,Grenada,70
1984,Guam,70
1984,Greenland,70
1984,Guatemala,70
1984,Guinea,70
1984,Guinea-Bissau,70
1984,North Macedonia,71
1984,North America,71
1984,Isle of Man,73
1984,"Bahamas, The",74
1984,Romania,75
1984,Azerbaijan,76
1984,Greece,77
1984,Kazakhstan,78
1984,Barbados,79
1984,South Asia (IDA & IBRD),80
1984,South Sudan,80
1984,Kenya,81
1984,Kiribati,81
1984,Luxembourg,82
1984,Madagascar,82
1984,Maldives,82
1984,Malawi,82
1984,Belarus,83
1984,Armenia,84
1984,Aruba,85
1984,Ireland,86
1984,Italy,87
1984,High income,89
1984,Honduras,89
1984,Guyana,89
1984,Haiti,89
1984,Heavily indebted poor countries (HIPC),89
1984,Malaysia,91
1984,Iraq,92
1984,Curacao,95
1984,Ukraine,96
1984,Thailand,97
1984,Tuvalu,98
1984,Uganda,98
1984,St. Martin (French part),99
1984,St. Kitts and Nevis,99
1984,Sri Lanka,99
1984,St. Vincent and the Grenadines,99
1984,St. Lucia,99
1984,Philippines,100
1984,Cyprus,101
1984,Virgin Islands (U.S.),102
1984,World,102
1984,Zimbabwe,102
1984,"Yemen, Rep.",102
1984,Zambia,102
1984,Togo,103
1984,Tanzania,103
1984,Timor-Leste,103
1984,Ecuador,104
1984,Moldova,105
1984,Middle income,106
1984,Middle East & North Africa (excluding high income),106
1984,"Micronesia, Fed. Sts.",107
1984,Mauritius,107
1984,Middle East & North Africa,107
1984,Middle East & North Africa (IDA & IBRD countries),107
1984,Mauritania,107
1984,Brunei Darussalam,108
1984,Cabo Verde,108
1984,Burundi,108
1984,Burkina Faso,108
1984,Spain,109
1984,Antigua and Barbuda,110
1984,Arab World,110
1984,China,111
1984,Bulgaria,112
1984,Argentina,113
1984,Mexico,114
1984,Tunisia,115
1984,Uzbekistan,116
1984,Vanuatu,116
1984,East Asia & Pacific,117
1984,East Asia & Pacific (excluding high income),117
1984,East Asia & Pacific (IDA & IBRD countries),117
1984,Trinidad and Tobago,118
1984,Tonga,118
1984,Nigeria,119
1984,Niger,119
1984,Hungary,120
1984,IDA & IBRD total,121
1984,IBRD only,121
1984,IDA blend,121
1984,Nicaragua,122
1984,Portugal,123
1984,Post-demographic dividend,124
1984,Pre-demographic dividend,124
1984,Jordan,125
1984,Nauru,126
1984,Namibia,126
1984,Nepal,127
1984,Paraguay,128
1984,South Asia,129
1984,Somalia,129
1984,Myanmar,130
1984,Mozambique,130
1984,Pacific island small states,131
1984,Other small states,131
1984,India,132
1984,Morocco,133
1984,Pakistan,134
1984,Indonesia,135
1984,Albania,136
1984,Africa Eastern and Southern,136
1984,Africa Western and Central,136
1984,Angola,136
1984,Afghanistan,136
1984,Gabon,137
1984,"Gambia, The",137
1984,Algeria,138
1984,Channel Islands,139
1984,Central Europe and the Baltics,139
1984,Chad,139
1984,Georgia,140
1984,South Africa,141
1984,Peru,142
1984,Equatorial Guinea,143
1984,El Salvador,143
1984,"Congo, Rep.",144
1984,Costa Rica,145
1984,Uruguay,146
1984,Colombia,147
1984,Turks and Caicos Islands,148
1984,Turkmenistan,148
1984,Chile,149
1984,"Congo, Dem. Rep.",150
1984,Comoros,150
1984,Mongolia,152
1985,United Arab Emirates,1
1985,Finland,2
1985,Sweden,3
1985,Denmark,4
1985,OECD members,5
1985,Oman,5
1985,Norway,6
1985,Suriname,7
1985,Sub-Saharan Africa (IDA & IBRD countries),7
1985,Sub-Saharan Africa (excluding high income),7
1985,Sub-Saharan Africa,7
1985,Sudan,7
1985,Dominica,8
1985,Dominican Republic,8
1985,Early-demographic dividend,8
1985,Djibouti,8
1985,Iceland,9
1985,Japan,10
1985,European Union,11
1985,Fiji,11
1985,Fragile and conflict affected situations,11
1985,Europe & Central Asia (excluding high income),12
1985,IDA total,13
1985,IDA only,13
1985,Jamaica,14
1985,Qatar,15
1985,Caribbean small states,16
1985,Cameroon,16
1985,Central African Republic,16
1985,Cambodia,16
1985,Canada,17
1985,Puerto Rico,18
1985,Switzerland,19
1985,Upper middle income,20
1985,United States,21
1985,Australia,22
1985,Bermuda,23
1985,Belize,23
1985,Benin,23
1985,Kosovo,24
1985,Late-demographic dividend,24
1985,"Korea, Dem. People's Rep.",24
1985,Kyrgyz Republic,24
1985,Lao PDR,24
1985,Belgium,25
1985,French Polynesia,26
1985,France,27
1985,Saudi Arabia,28
1985,Kuwait,29
1985,Small states,30
1985,Solomon Islands,30
1985,Croatia,31
1985,United Kingdom,32
1985,Senegal,33
1985,Sao Tome and Principe,34
1985,Euro area,35
1985,Europe & Central Asia,35
1985,Europe & Central Asia (IDA & IBRD countries),35
1985,Eswatini,35
1985,Eritrea,35
1985,Ethiopia,35
1985,Bangladesh,36
1985,Cuba,37
1985,Slovenia,38
1985,Estonia,39
1985,Singapore,40
1985,Germany,42
1985,Latvia,43
1985,Latin America & the Caribbean (IDA & IBRD countries),43
1985,Latin America & Caribbean (excluding high income),43
1985,Latin America & Caribbean,43
1985,Least developed countries: UN classification,43
1985,Sint Maarten (Dutch part),44
1985,Sierra Leone,44
1985,Ghana,45
1985,Lithuania,46
1985,Libya,46
1985,Low & middle income,46
1985,Lower middle income,46
1985,Low income,46
1985,Lebanon,48
1985,Lesotho,49
1985,Liberia,49
1985,Netherlands,50
1985,Malta,51
1985,Bahrain,52
1985,Marshall Islands,53
1985,Mali,53
1985,Austria,54
1985,Panama,55
1985,Papua New Guinea,56
1985,Montenegro,58
1985,Malaysia,60
1985,Samoa,61
1985,Rwanda,61
1985,Italy,62
1985,Iraq,63
1985,New Caledonia,65
1985,New Zealand,66
1985,Luxembourg,68
1985,Maldives,68
1985,Madagascar,68
1985,Malawi,68
1985,Isle of Man,69
1985,Poland,70
1985,Ireland,71
1985,South Asia (IDA & IBRD),72
1985,South Sudan,72
1985,Seychelles,73
1985,Tajikistan,74
1985,British Virgin Islands,76
1985,High income,77
1985,Honduras,77
1985,Guyana,77
1985,Haiti,77
1985,Heavily indebted poor countries (HIPC),77
1985,Brazil,78
1985,Botswana,80
1985,Bolivia,80
1985,Bhutan,80
