Year,Country,Sustainability_Rank
1975,"Congo, Rep.",158
1975,Uganda,159
1975,Peru,160
1975,Mexico,161
1975,Fragile and conflict affected situations,162
1975,IDA only,162
1975,Guinea,162
1975,Guinea-Bissau,163
1975,Kenya,164
1975,Kiribati,165
1975,Early-demographic dividend,166
1975,El Salvador,166
1975,IDA total,167
1975,Bolivia,167
1975,Cabo Verde,168
1975,Gabon,168
1975,India,169
1975,Low & middle income,170
1975,Botswana,170
1975,Algeria,172
1975,Sao Tome and Principe,174
1975,"Yemen, Rep.",174
1975,Honduras,175
1975,IDA blend,175
1975,Eswatini,177
1975,Lower middle income,178
1975,Middle East & North Africa (excluding high income),178
1975,Guatemala,178
1975,Middle East & North Africa,178
1975,Turkmenistan,178
1975,Indonesia,179
1975,Morocco,180
1975,Pakistan,181
1975,Tunisia,182
1975,Nepal,183
1975,Philippines,184
1975,Nicaragua,185
1976,Qatar,1
1976,Slovenia,2
1976,Australia,3
1976,Norway,4
1976,Greece,5
1976,Italy,6
1976,Portugal,7
1976,Netherlands,8
1976,Switzerland,9
1976,Hungary,10
1976,Poland,11
1976,North America,12
1976,Costa Rica,13
1976,Georgia,14
1976,Uruguay,15
1976,Canada,16
1976,Spain,17
1976,Argentina,18
1976,Channel Islands,19
1976,Latvia,20
1976,Bulgaria,22
1976,European Union,23
1976,Cyprus,24
1976,Sweden,25
1976,United States,26
1976,Aruba,27
1976,Japan,28
1976,Gibraltar,29
1976,Austria,30
1976,Lithuania,31
1976,Sint Maarten (Dutch part),32
1976,Dominica,33
1976,Croatia,34
1976,St. Kitts and Nevis,35
1976,OECD members,36
1976,Ireland,37
1976,Euro area,38
1976,Iceland,40
1976,Romania,41
1976,Chile,42
1976,Puerto Rico,43
1976,Post-demographic dividend,43
1976,Finland,44
1976,Barbados,45
1976,Trinidad and Tobago,46
1976,Brunei Darussalam,48
1976,British Virgin Islands,48
1976,Grenada,49
1976,North Macedonia,50
1976,Cuba,51
1976,Bahrain,52
1976,High income,53
1976,Luxembourg,54
1976,Bermuda,55
1976,United Kingdom,57
1976,Israel,58
1976,Europe & Central Asia (IDA & IBRD countries),59
1976,Estonia,60
1976,Europe & Central Asia,61
1976,Curacao,62
1976,Central Europe and the Baltics,62
1976,Guam,63
1976,United Arab Emirates,64
1976,Malaysia,65
1976,Kuwait,66
1976,Armenia,67
1976,Denmark,68
1976,Antigua and Barbuda,69
1976,Belarus,70
1976,Colombia,71
1976,Malta,72
1976,France,73
1976,Montenegro,74
1976,New Zealand,75
1976,Singapore,76
1976,Jamaica,77
1976,Samoa,78
1976,St. Martin (French part),79
1976,Turks and Caicos Islands,81
1976,"Korea, Dem. People's Rep.",82
1976,French Polynesia,83
1976,Tajikistan,84
1976,Belgium,85
1976,Serbia,87
1976,"Bahamas, The",88
1976,Sri Lanka,89
1976,Europe & Central Asia (excluding high income),90
1976,New Caledonia,91
1976,Isle of Man,92
1976,Kosovo,93
1976,Turkmenistan,94
1976,Ukraine,95
1976,Paraguay,96
1976,Caribbean small states,97
1976,Virgin Islands (U.S.),98
1976,Albania,99
1976,Philippines,100
1976,Germany,101
1976,Panama,102
1976,Suriname,103
1976,Belize,104
1976,Moldova,105
1976,St. Vincent and the Grenadines,106
1976,Tonga,107
1976,St. Lucia,109
1976,Iraq,110
1976,Thailand,112
1976,China,113
1976,Jordan,114
1976,Upper middle income,115
1976,Small states,116
1976,Dominican Republic,117
1976,East Asia & Pacific (IDA & IBRD countries),118
1976,East Asia & Pacific (excluding high income),119
1976,Zimbabwe,120
1976,East Asia & Pacific,121
1976,"Micronesia, Fed. Sts.",122
1976,Botswana,123
1976,Tuvalu,124
1976,Pacific island small states,126
1976,Kazakhstan,127
1976,Libya,128
1976,IBRD only,129
1976,Saudi Arabia,130
1976,Uzbekistan,131
1976,Nauru,132
1976,Brazil,133
1976,Ecuador,134
1976,"Yemen, Rep.",136
1976,Marshall Islands,136
1976,Guyana,137
1976,Sudan,138
1976,Maldives,138
1976,Mexico,139
1976,Latin America & the Caribbean (IDA & IBRD countries),140
1976,Fiji,141
1976,India,142
1976,Arab World,143
1976,Mauritania,144
1976,Mauritius,145
1976,Lebanon,146
1976,IDA & IBRD total,147
1976,Bhutan,148
1976,Honduras,149
1976,Zambia,150
1976,Haiti,151
1976,Late-demographic dividend,152
1976,IDA blend,153
1976,Bolivia,154
1976,Kyrgyz Republic,155
1976,Azerbaijan,156
1976,Latin America & Caribbean (excluding high income),157
1976,Nepal,158
1976,Latin America & Caribbean,160
1976,World,161
1976,Mongolia,162
1976,Peru,163
1976,Sub-Saharan Africa,164
1976,Sub-Saharan Africa (IDA & IBRD countries),164
1976,Sub-Saharan Africa (excluding high income),164
1976,Lao PDR,164
1976,Least developed countries: UN classification,164
1976,Cambodia,164
1976,Low income,164
1976,Ethiopia,164
1976,Liberia,164
1976,Eritrea,164
1976,Bangladesh,164
1976,Heavily indebted poor countries (HIPC),164
1976,Central African Republic,164
1976,Senegal,164
1976,Namibia,164
1976,Middle East & North Africa (excluding high income),164
1976,Middle income,164
1976,Sierra Leone,164
1976,Middle East & North Africa (IDA & IBRD countries),164
1976,Middle East & North Africa,164
1976,Rwanda,164
1976,Papua New Guinea,164
1976,Myanmar,164
1976,Burundi,164
1976,South Asia,164
1976,Burkina Faso,164
1976,Togo,164
1976,Benin,164
1976,Uganda,164
1976,Madagascar,164
1976,South Asia (IDA & IBRD),164
1976,Malawi,164
1976,Chad,164
1976,Mali,164
1976,Nigeria,164
1976,Timor-Leste,164
1976,Tanzania,164
1976,Niger,164
1976,Pre-demographic dividend,164
1976,South Sudan,164
1976,Equatorial Guinea,164
1976,Somalia,164
1976,Mozambique,164
1976,"Congo, Dem. Rep.",164
1976,Angola,164
1976,Africa Eastern and Southern,164
1976,Afghanistan,164
1976,Africa Western and Central,164
1976,Djibouti,165
1976,"Congo, Rep.",166
1976,Lower middle income,167
1976,Cameroon,168
1976,Comoros,168
1976,Oman,169
1976,Tunisia,171
1976,South Africa,173
1976,Guinea,174
1976,"Gambia, The",174
1976,Eswatini,175
1976,IDA only,176
1976,Cabo Verde,177
1976,Kenya,178
1976,Other small states,178
1976,Ghana,179
1976,Fragile and conflict affected situations,180
1976,Early-demographic dividend,181
1976,El Salvador,182
1976,Sao Tome and Principe,183
1976,Guatemala,183
1976,Guinea-Bissau,183
1976,Vanuatu,183
1976,Kiribati,184
1976,Gabon,185
1976,Low & middle income,186
1976,Nicaragua,187
1976,IDA total,188
1976,Indonesia,189
1976,Solomon Islands,190
1976,Lesotho,190
1976,Morocco,191
1976,Pakistan,192
1976,Algeria,193
1977,Sweden,1
1977,Switzerland,2
1977,Portugal,3
1977,Hungary,4
1977,Argentina,5
1977,Bulgaria,6
1977,Belgium,7
1977,Spain,8
1977,Greece,9
1977,North America,10
1977,Sint Maarten (Dutch part),11
1977,Germany,12
1977,Post-demographic dividend,13
1977,Channel Islands,14
1977,Denmark,15
1977,Finland,16
1977,Poland,17
1977,Costa Rica,18
1977,OECD members,19
1977,European Union,21
1977,Puerto Rico,22
1977,Latvia,23
1977,Belarus,24
1977,Euro area,25
1977,Australia,26
1977,Georgia,27
1977,Croatia,28
1977,Austria,29
1977,Israel,30
1977,Slovenia,31
1977,Serbia,32
1977,British Virgin Islands,33
1977,Italy,34
1977,Cuba,35
1977,Barbados,36
1977,Uruguay,37
1977,Kuwait,38
1977,Mexico,39
1977,Bermuda,40
1977,Singapore,42
1977,United States,43
1977,Romania,44
1977,Tunisia,45
1977,Netherlands,46
1977,Japan,47
1977,Iceland,48
1977,China,50
1977,Lithuania,51
1977,Grenada,52
1977,Guam,53
1977,United Kingdom,54
1977,Trinidad and Tobago,55
1977,Malta,56
1977,Turks and Caicos Islands,57
1977,Aruba,59
1977,Cyprus,61
1977,Gibraltar,62
1977,High income,65
1977,St. Kitts and Nevis,66
1977,Canada,67
1977,Curacao,68
1977,Colombia,69
1977,Europe & Central Asia (IDA & IBRD countries),70
1977,Estonia,71
1977,North Macedonia,72
1977,Dominica,73
1977,Brunei Darussalam,73
1977,St. Vincent and the Grenadines,73
1977,Antigua and Barbuda,74
1977,Qatar,75
1977,Ukraine,76
1977,Central Europe and the Baltics,77
1977,Europe & Central Asia,78
1977,Armenia,79
1977,Montenegro,80
1977,New Zealand,82
1977,Jamaica,83
1977,St. Martin (French part),84
1977,Luxembourg,85
1977,Chile,86
1977,"Bahamas, The",87
1977,Panama,88
1977,Europe & Central Asia (excluding high income),89
1977,Bahrain,90
1977,Malaysia,91
1977,France,92
1977,Norway,93
1977,United Arab Emirates,94
1977,Tajikistan,95
1977,World,96
1977,Albania,97
1977,Suriname,98
1977,St. Lucia,99
1977,Isle of Man,100
1977,Paraguay,101
1977,New Caledonia,102
1977,French Polynesia,103
1977,East Asia & Pacific,104
1977,Moldova,105
1977,Ireland,107
1977,Mauritius,108
1977,Virgin Islands (U.S.),109
1977,Caribbean small states,110
1977,Iraq,111
1977,Philippines,112
1977,Belize,113
1977,Kosovo,114
1977,Tonga,114
1977,Sri Lanka,115
1977,Samoa,118
1977,Jordan,119
1977,Guyana,120
1977,Vanuatu,121
1977,Lebanon,122
1977,East Asia & Pacific (excluding high income),123
1977,"Korea, Dem. People's Rep.",124
1977,Botswana,125
1977,East Asia & Pacific (IDA & IBRD countries),126
1977,Turkmenistan,127
1977,Libya,128
1977,Cabo Verde,129
1977,IDA blend,130
1977,Kyrgyz Republic,131
1977,Latin America & Caribbean (excluding high income),132
1977,"Micronesia, Fed. Sts.",133
1977,IDA & IBRD total,134
1977,Honduras,135
1977,Small states,136
1977,Upper middle income,137
1977,Uzbekistan,137
1977,Nauru,138
1977,Pacific island small states,139
1977,Solomon Islands,140
1977,Sudan,140
1977,South Africa,141
1977,Latin America & the Caribbean (IDA & IBRD countries),142
1977,Fiji,143
1977,Kazakhstan,144
1977,Peru,145
1977,Saudi Arabia,146
1977,Cameroon,147
1977,Zimbabwe,148
1977,Late-demographic dividend,149
1977,Dominican Republic,150
1977,Zambia,150
1977,Tuvalu,151
1977,Bhutan,152
1977,Brazil,153
1977,Eswatini,154
1977,Comoros,155
1977,Kiribati,156
1977,IBRD only,156
1977,Azerbaijan,157
1977,Pakistan,158
1977,Nepal,160
1977,Latin America & Caribbean,161
1977,Mongolia,162
1977,Central African Republic,163
1977,Sub-Saharan Africa (IDA & IBRD countries),164
1977,Lao PDR,164
1977,Sub-Saharan Africa (excluding high income),164
1977,Sub-Saharan Africa,164
1977,Arab World,164
1977,Oman,164
1977,Bangladesh,164
1977,Cambodia,164
1977,Least developed countries: UN classification,164
1977,Low income,164
1977,Ethiopia,164
1977,Burkina Faso,164
1977,Eritrea,164
1977,Liberia,164
1977,Benin,164
1977,Myanmar,164
1977,Senegal,164
1977,Papua New Guinea,164
1977,Middle East & North Africa (excluding high income),164
1977,El Salvador,164
1977,Heavily indebted poor countries (HIPC),164
1977,Rwanda,164
1977,South Asia,164
1977,Sierra Leone,164
1977,Burundi,164
1977,Middle East & North Africa (IDA & IBRD countries),164
1977,Middle East & North Africa,164
1977,South Asia (IDA & IBRD),164
1977,Madagascar,164
1977,Uganda,164
1977,Mauritania,164
1977,Mali,164
1977,Nigeria,164
1977,Malawi,164
1977,Niger,164
1977,South Sudan,164
1977,Timor-Leste,164
1977,Tanzania,164
1977,"Congo, Dem. Rep.",164
1977,Pre-demographic dividend,164
1977,Chad,164
1977,Somalia,164
1977,Mozambique,164
1977,Equatorial Guinea,164
1977,Togo,164
1977,Angola,164
1977,Africa Eastern and Southern,164
1977,Afghanistan,164
1977,Africa Western and Central,164
1977,Thailand,165
1977,Namibia,166
1977,Morocco,167
1977,Low & middle income,168
1977,Guinea-Bissau,168
1977,IDA total,169
1977,IDA only,169
1977,Guinea,169
1977,"Gambia, The",169
1977,Lesotho,170
1977,Lower middle income,170
1977,Djibouti,170
1977,Fragile and conflict affected situations,170
1977,Kenya,171
1977,"Congo, Rep.",171
1977,Gabon,172
1977,Haiti,173
1977,Ghana,174
1977,Early-demographic dividend,174
1977,Marshall Islands,176
1977,"Yemen, Rep.",177
1977,Ecuador,178
1977,Middle income,179
1977,Guatemala,180
1977,Sao Tome and Principe,181
1977,Other small states,181
1977,India,182
1977,Indonesia,183
1977,Bolivia,184
1977,Maldives,184
1977,Algeria,186
1977,Nicaragua,187
1978,Faroe Islands,1
1978,Austria,2
1978,Slovenia,3
1978,Netherlands,4
1978,Switzerland,5
1978,Qatar,6
1978,Sweden,7
1978,Denmark,8
1978,Japan,9
1978,Portugal,10
1978,Belgium,11
1978,Costa Rica,12
1978,Post-demographic dividend,13
1978,Kuwait,14
1978,Georgia,15
1978,Hungary,16
1978,Cyprus,17
1978,Channel Islands,18
1978,Argentina,19
1978,Sint Maarten (Dutch part),21
1978,Bermuda,22
1978,Israel,23
1978,Uruguay,24
1978,Antigua and Barbuda,25
1978,Romania,26
1978,OECD members,27
1978,United States,28
1978,Puerto Rico,30
1978,Bulgaria,31
1978,Finland,32
1978,Iceland,33
1978,Europe & Central Asia (IDA & IBRD countries),35
1978,Italy,36
1978,Norway,38
1978,Canada,39
1978,Croatia,40
1978,Gibraltar,41
1978,North America,42
1978,Grenada,44
1978,Barbados,45
1978,Poland,46
1978,North Macedonia,47
1978,Australia,48
1978,Europe & Central Asia,49
1978,Colombia,51
1978,Malta,52
1978,Aruba,53
1978,European Union,54
1978,St. Martin (French part),54
1978,High income,55
1978,Cuba,56
1978,United Kingdom,57
1978,Euro area,58
1978,Serbia,59
1978,Germany,60
1978,St. Vincent and the Grenadines,61
1978,Trinidad and Tobago,62
1978,British Virgin Islands,63
1978,Luxembourg,64
1978,St. Kitts and Nevis,65
1978,Dominica,66
1978,Curacao,66
1978,France,67
1978,Panama,68
1978,Belarus,69
1978,Jamaica,70
1978,Estonia,71
1978,Spain,72
1978,Bahrain,74
1978,Greece,75
1978,"Bahamas, The",76
1978,Singapore,77
1978,New Zealand,78
1978,United Arab Emirates,79
1978,Ireland,80
1978,Turks and Caicos Islands,81
1978,Latvia,83
1978,Montenegro,84
1978,Lithuania,85
1978,Central Europe and the Baltics,86
1978,Guam,87
1978,Thailand,88
1978,Brunei Darussalam,89
1978,Isle of Man,90
1978,Mauritius,91
1978,"Micronesia, Fed. Sts.",91
1978,Libya,92
1978,Suriname,93
1978,Albania,94
1978,Samoa,95
1978,Tajikistan,96
1978,Belize,97
1978,French Polynesia,98
1978,Chile,99
1978,Ukraine,100
1978,Caribbean small states,101
1978,Paraguay,102
1978,Jordan,103
1978,Iraq,104
1978,Greenland,105
1978,East Asia & Pacific,106
1978,Moldova,107
1978,Philippines,108
1978,Mexico,109
1978,Malaysia,110
1978,Kosovo,111
1978,Tonga,111
1978,St. Lucia,112
1978,"Korea, Dem. People's Rep.",113
1978,Europe & Central Asia (excluding high income),114
1978,New Caledonia,115
1978,Sri Lanka,115
1978,Virgin Islands (U.S.),116
1978,World,117
1978,Late-demographic dividend,118
1978,Fiji,119
1978,Guyana,120
1978,Pacific island small states,121
1978,Cabo Verde,122
1978,Saudi Arabia,123
1978,Eswatini,124
1978,Dominican Republic,125
1978,Latin America & Caribbean,127
1978,Armenia,128
1978,Brazil,129
1978,Lebanon,130
1978,East Asia & Pacific (excluding high income),131
1978,Botswana,132
1978,Tunisia,133
1978,Small states,134
1978,Honduras,135
1978,Kyrgyz Republic,136
1978,Solomon Islands,137
1978,Uzbekistan,138
1978,Zimbabwe,139
1978,Zambia,140
1978,Upper middle income,141
1978,IBRD only,142
1978,Sudan,144
1978,IDA blend,144
1978,Nauru,145
1978,China,146
1978,East Asia & Pacific (IDA & IBRD countries),147
1978,Kazakhstan,148
1978,Turkmenistan,149
1978,Vanuatu,150
1978,Cameroon,151
1978,Bolivia,151
1978,Middle East & North Africa,152
1978,Peru,153
1978,South Africa,154
1978,Djibouti,155
1978,Central African Republic,155
1978,Comoros,155
1978,IDA & IBRD total,156
1978,Tuvalu,157
1978,Nicaragua,158
1978,Sao Tome and Principe,159
1978,Gabon,159
1978,Ecuador,160
1978,Azerbaijan,161
1978,Latin America & the Caribbean (IDA & IBRD countries),163
1978,Latin America & Caribbean (excluding high income),164
1978,Mongolia,165
1978,Oman,166
1978,Sub-Saharan Africa,167
1978,Sub-Saharan Africa (excluding high income),167
1978,Sub-Saharan Africa (IDA & IBRD countries),167
1978,Lao PDR,167
1978,Bangladesh,167
1978,Least developed countries: UN classification,167
1978,Liberia,167
1978,Ethiopia,167
1978,Eritrea,167
1978,Low income,167
1978,Senegal,167
1978,Benin,167
1978,Rwanda,167
1978,Cambodia,167
1978,Papua New Guinea,167
1978,Middle East & North Africa (excluding high income),167
1978,"Congo, Rep.",167
1978,Myanmar,167
1978,Burundi,167
1978,Burkina Faso,167
1978,Middle East & North Africa (IDA & IBRD countries),167
1978,Mali,167
1978,South Asia (IDA & IBRD),167
1978,Sierra Leone,167
1978,Uganda,167
1978,Togo,167
1978,Maldives,167
1978,Madagascar,167
1978,Niger,167
1978,Somalia,167
1978,Malawi,167
1978,"Gambia, The",167
1978,Timor-Leste,167
1978,South Sudan,167
1978,Pre-demographic dividend,167
1978,Mozambique,167
1978,Chad,167
1978,Equatorial Guinea,167
1978,"Congo, Dem. Rep.",167
1978,Tanzania,167
1978,Angola,167
1978,Africa Eastern and Southern,167
1978,Africa Western and Central,167
1978,Afghanistan,167
1978,Marshall Islands,168
1978,Ghana,169
1978,Haiti,169
1978,South Asia,169
1978,Heavily indebted poor countries (HIPC),170
1978,Nigeria,170
1978,IDA only,171
1978,El Salvador,172
1978,Bhutan,173
1978,Guinea,173
1978,Early-demographic dividend,174
1978,Arab World,175
1978,Guinea-Bissau,177
1978,Mauritania,177
1978,Morocco,178
1978,"Yemen, Rep.",179
1978,Kenya,180
1978,Other small states,181
1978,Low & middle income,182
1978,Middle income,183
1978,India,184
1978,Lesotho,185
1978,Guatemala,186
1978,Lower middle income,187
1978,IDA total,188
1978,Fragile and conflict affected situations,188
1978,Kiribati,188
1978,Namibia,188
1978,Pakistan,189
1978,Algeria,190
1978,Indonesia,191
1978,Nepal,192
1979,Netherlands,1
1979,Sweden,2
1979,Qatar,3
1979,France,4
1979,Germany,5
1979,Iceland,6
1979,United States,7
1979,Japan,8
1979,Uruguay,9
1979,Portugal,10
1979,Australia,11
1979,United Kingdom,12
1979,Cyprus,13
1979,Israel,14
1979,Austria,15
1979,Post-demographic dividend,16
1979,Bermuda,17
1979,Norway,18
1979,North America,19
1979,Channel Islands,20
1979,Georgia,21
1979,Spain,22
1979,Puerto Rico,23
1979,Kuwait,24
1979,Bulgaria,26
1979,Luxembourg,27
1979,Denmark,28
1979,Europe & Central Asia (IDA & IBRD countries),29
1979,Canada,31
1979,Switzerland,32
1979,High income,33
1979,OECD members,34
1979,Aruba,35
1979,Brunei Darussalam,36
1979,Belgium,37
1979,Gibraltar,38
1979,North Macedonia,39
1979,Slovenia,40
1979,Central Europe and the Baltics,41
1979,European Union,42
1979,New Zealand,44
1979,Euro area,45
1979,Croatia,46
1979,Guam,48
1979,Belarus,50
1979,Sint Maarten (Dutch part),51
1979,Cuba,53
1979,St. Kitts and Nevis,54
1979,Hungary,55
1979,Chile,56
1979,Barbados,57
1979,British Virgin Islands,58
1979,Finland,59
1979,Trinidad and Tobago,60
1979,Italy,61
1979,St. Martin (French part),62
1979,Antigua and Barbuda,63
1979,Europe & Central Asia,64
1979,Thailand,65
1979,Panama,66
1979,Mauritius,67
1979,Estonia,68
1979,Argentina,69
1979,Caribbean small states,70
1979,Tajikistan,71
1979,Greece,72
1979,Malta,73
1979,Costa Rica,74
1979,Dominica,75
1979,Curacao,76
1979,"Bahamas, The",77
1979,Armenia,78
1979,Grenada,80
1979,Bahrain,81
1979,Serbia,82
1979,Latvia,84
1979,Romania,85
1979,Singapore,86
1979,Ireland,87
1979,Montenegro,88
1979,Malaysia,89
1979,Poland,91
1979,Fiji,92
1979,Zimbabwe,93
1979,Lithuania,94
1979,Tonga,95
1979,Kosovo,96
1979,United Arab Emirates,97
1979,Botswana,98
1979,East Asia & Pacific (IDA & IBRD countries),99
1979,Ecuador,100
1979,Ukraine,101
1979,Turks and Caicos Islands,102
1979,St. Vincent and the Grenadines,103
1979,Cabo Verde,104
1979,Albania,105
1979,Europe & Central Asia (excluding high income),106
1979,"Micronesia, Fed. Sts.",107
1979,French Polynesia,108
1979,Sri Lanka,109
1979,Jamaica,110
1979,Belize,111
1979,East Asia & Pacific,112
1979,"Korea, Dem. People's Rep.",113
1979,East Asia & Pacific (excluding high income),114
1979,Libya,115
1979,St. Lucia,115
1979,Moldova,116
1979,Brazil,117
1979,Isle of Man,118
1979,Greenland,119
1979,Saudi Arabia,120
1979,Colombia,121
1979,Tunisia,122
1979,Late-demographic dividend,123
1979,New Caledonia,124
1979,Philippines,125
1979,Virgin Islands (U.S.),126
1979,Jordan,127
1979,Latin America & the Caribbean (IDA & IBRD countries),128
1979,Paraguay,129
1979,Mexico,130
1979,Iraq,131
1979,Latin America & Caribbean,132
1979,IDA blend,133
1979,Guyana,134
1979,Upper middle income,135
1979,Lebanon,136
1979,China,137
1979,Pacific island small states,139
1979,Zambia,140
1979,Solomon Islands,141
1979,Small states,142
1979,World,143
1979,Uzbekistan,144
1979,Nauru,145
1979,Kyrgyz Republic,146
1979,Sudan,147
1979,Eswatini,148
1979,Kazakhstan,149
1979,Algeria,150
1979,Latin America & Caribbean (excluding high income),151
1979,Dominican Republic,152
1979,Turkmenistan,153
1979,Comoros,154
1979,Azerbaijan,155
1979,Samoa,156
1979,Honduras,158
1979,IDA & IBRD total,159
1979,Vanuatu,160
1979,IBRD only,161
1979,Suriname,162
1979,Nicaragua,163
1979,Bhutan,164
1979,Marshall Islands,165
1979,Early-demographic dividend,166
1979,Oman,167
1979,Morocco,168
1979,Tuvalu,169
1979,Mongolia,170
1979,Myanmar,171
1979,Mauritania,171
1979,Sub-Saharan Africa (excluding high income),172
1979,Lao PDR,172
1979,Bangladesh,172
1979,Sub-Saharan Africa (IDA & IBRD countries),172
1979,Sub-Saharan Africa,172
1979,Senegal,172
1979,Benin,172
1979,Central African Republic,172
1979,Haiti,172
1979,Liberia,172
1979,Low income,172
1979,Least developed countries: UN classification,172
1979,Eritrea,172
1979,Cambodia,172
1979,Rwanda,172
1979,South Asia (IDA & IBRD),172
1979,Middle East & North Africa (excluding high income),172
1979,Middle East & North Africa (IDA & IBRD countries),172
1979,Papua New Guinea,172
1979,Sierra Leone,172
1979,Nigeria,172
1979,Burundi,172
1979,Burkina Faso,172
1979,Niger,172
1979,Tanzania,172
1979,Uganda,172
1979,Mali,172
1979,Madagascar,172
1979,South Sudan,172
1979,Malawi,172
1979,Timor-Leste,172
1979,Somalia,172
1979,Chad,172
1979,Pre-demographic dividend,172
1979,"Gambia, The",172
1979,Mozambique,172
1979,Equatorial Guinea,172
1979,"Congo, Dem. Rep.",172
1979,Togo,172
1979,Angola,172
1979,Africa Eastern and Southern,172
1979,Africa Western and Central,172
1979,Afghanistan,172
1979,Ethiopia,173
1979,Arab World,174
1979,Heavily indebted poor countries (HIPC),175
1979,Nepal,176
1979,India,177
1979,El Salvador,178
1979,Cameroon,179
1979,Guinea,179
1979,Kiribati,179
1979,Guinea-Bissau,180
1979,Lower middle income,182
1979,Guatemala,183
1979,Middle East & North Africa,183
1979,Middle income,184
1979,Other small states,184
1979,Kenya,185
1979,"Congo, Rep.",185
1979,South Asia,186
1979,Bolivia,187
1979,Peru,188
1979,"Yemen, Rep.",189
1979,Gabon,190
1979,IDA only,191
1979,Lesotho,191
1979,Ghana,192
1979,Fragile and conflict affected situations,193
1979,Indonesia,194
1979,IDA total,195
1979,Djibouti,196
1979,Sao Tome and Principe,197
1979,Low & middle income,197
1979,Namibia,197
1979,Maldives,197
1979,South Africa,198
1979,Pakistan,199
1980,France,1
1980,Slovenia,2
1980,Netherlands,3
1980,Austria,4
1980,Sweden,5
1980,Norway,6
1980,Canada,7
1980,United Kingdom,8
1980,Kuwait,9
1980,Iceland,10
1980,Germany,11
1980,Poland,12
1980,Belgium,13
1980,Costa Rica,14
1980,Puerto Rico,15
1980,Euro area,16
1980,Latvia,17
1980,Japan,18
1980,Ireland,19
1980,Australia,20
1980,Switzerland,21
1980,Bulgaria,22
1980,Hungary,23
1980,Bermuda,24
1980,United States,25
1980,Channel Islands,26
1980,Estonia,27
1980,Gibraltar,28
1980,Qatar,29
1980,Denmark,30
1980,Romania,31
1980,Post-demographic dividend,32
1980,Singapore,33
1980,Luxembourg,35
1980,Cyprus,36
1980,North Macedonia,37
1980,Europe & Central Asia (IDA & IBRD countries),38
1980,Uruguay,39
1980,Aruba,40
1980,St. Martin (French part),41
1980,OECD members,42
1980,North America,43
1980,European Union,44
1980,Croatia,46
1980,Israel,47
1980,Finland,48
1980,New Zealand,49
1980,High income,50
1980,Panama,51
1980,Europe & Central Asia (excluding high income),52
1980,Barbados,53
1980,Cuba,54
1980,Serbia,55
1980,Antigua and Barbuda,56
1980,Uzbekistan,57
1980,Guam,58
1980,Belarus,59
1980,Caribbean small states,60
1980,Seychelles,61
1980,Brunei Darussalam,62
1980,Trinidad and Tobago,63
1980,Isle of Man,64
1980,British Virgin Islands,64
1980,St. Vincent and the Grenadines,65
1980,Chile,66
1980,Italy,67
1980,St. Kitts and Nevis,68
1980,Europe & Central Asia,69
1980,Central Europe and the Baltics,69
1980,Curacao,70
1980,Grenada,71
1980,Albania,72
1980,Sri Lanka,73
1980,Portugal,76
1980,Turkmenistan,77
1980,Spain,78
1980,Kosovo,79
1980,French Polynesia,81
1980,Dominica,82
1980,Georgia,83
1980,Montenegro,84
1980,Ukraine,85
1980,"Bahamas, The",86
1980,Argentina,87
1980,Mauritius,88
1980,Greece,90
1980,Colombia,91
1980,Malaysia,92
1980,Jamaica,93
1980,Latin America & the Caribbean (IDA & IBRD countries),94
1980,Sint Maarten (Dutch part),95
1980,Armenia,96
1980,Bahrain,97
1980,Lithuania,98
1980,United Arab Emirates,99
1980,Moldova,100
1980,Late-demographic dividend,101
1980,Libya,102
1980,"Micronesia, Fed. Sts.",103
1980,Malta,104
1980,Azerbaijan,105
1980,Kazakhstan,106
1980,East Asia & Pacific,107
1980,New Caledonia,108
1980,Saudi Arabia,109
1980,Greenland,111
1980,Latin America & Caribbean (excluding high income),112
1980,Belize,113
1980,"Korea, Dem. People's Rep.",113
1980,Mexico,114
1980,Ecuador,115
1980,East Asia & Pacific (IDA & IBRD countries),116
1980,Turks and Caicos Islands,117
1980,East Asia & Pacific (excluding high income),118
1980,Jordan,119
1980,Upper middle income,120
1980,China,121
1980,Brazil,123
1980,Paraguay,124
1980,St. Lucia,126
1980,Virgin Islands (U.S.),128
1980,Fiji,129
1980,Vanuatu,130
1980,Zimbabwe,132
1980,World,133
1980,IDA blend,134
1980,Guyana,135
1980,Eswatini,136
1980,Small states,137
1980,Cabo Verde,138
1980,Pacific island small states,139
1980,Latin America & Caribbean,140
1980,Suriname,141
1980,Samoa,143
1980,Tonga,143
1980,Other small states,144
1980,Kyrgyz Republic,145
1980,Honduras,145
1980,Gabon,145
1980,Iraq,146
1980,Tajikistan,147
1980,Low & middle income,148
1980,Nauru,149
1980,Lebanon,150
1980,Tuvalu,151
1980,Botswana,152
1980,Solomon Islands,153
1980,Bhutan,154
1980,Sudan,155
1980,Arab World,155
1980,Mauritania,156
1980,India,157
1980,Marshall Islands,159
1980,IDA & IBRD total,160
1980,Equatorial Guinea,161
1980,IBRD only,162
1980,Middle East & North Africa,163
1980,Mongolia,164
1980,Kenya,165
1980,Dominican Republic,166
1980,"Congo, Rep.",166
1980,Haiti,167
1980,Early-demographic dividend,168
1980,Lao PDR,168
1980,Sub-Saharan Africa (excluding high income),168
1980,Benin,168
1980,Sub-Saharan Africa,168
