Year,Country,Institutional_Rank
1982,East Asia & Pacific (excluding high income),116
1982,Belgium,117
1982,North America,119
1982,Uzbekistan,120
1982,Virgin Islands (U.S.),121
1982,United Arab Emirates,122
1982,Cabo Verde,123
1982,East Asia & Pacific (IDA & IBRD countries),124
1982,Upper middle income,126
1982,Serbia,127
1982,British Virgin Islands,128
1982,"Micronesia, Fed. Sts.",129
1982,Latin America & Caribbean,130
1982,Ecuador,131
1982,Mexico,132
1982,Bulgaria,133
1982,Malaysia,134
1982,Malta,137
1982,Latvia,138
1982,Lower middle income,139
1982,Kenya,139
1982,Iraq,139
1982,Central Europe and the Baltics,140
1982,Senegal,141
1982,Central African Republic,141
1982,Sub-Saharan Africa (IDA & IBRD countries),141
1982,Lao PDR,141
1982,Sub-Saharan Africa (excluding high income),141
1982,Sub-Saharan Africa,141
1982,Liberia,141
1982,Ethiopia,141
1982,Bhutan,141
1982,Least developed countries: UN classification,141
1982,Low income,141
1982,Eritrea,141
1982,Papua New Guinea,141
1982,Benin,141
1982,Maldives,141
1982,Guinea-Bissau,141
1982,Guinea,141
1982,Rwanda,141
1982,Mauritania,141
1982,Nigeria,141
1982,South Asia (IDA & IBRD),141
1982,Sierra Leone,141
1982,Comoros,141
1982,Chad,141
1982,Tanzania,141
1982,Malawi,141
1982,Timor-Leste,141
1982,Burkina Faso,141
1982,Pre-demographic dividend,141
1982,Burundi,141
1982,Mali,141
1982,South Sudan,141
1982,Somalia,141
1982,Niger,141
1982,Uganda,141
1982,Mozambique,141
1982,Angola,141
1982,Africa Eastern and Southern,141
1982,Africa Western and Central,141
1982,Afghanistan,141
1982,New Caledonia,142
1982,Early-demographic dividend,143
1982,IDA blend,144
1982,Sao Tome and Principe,145
1982,"Yemen, Rep.",145
1982,Middle income,145
1982,Latin America & the Caribbean (IDA & IBRD countries),146
1982,Bolivia,148
1982,Myanmar,149
1982,El Salvador,149
1982,Cambodia,150
1982,Gabon,151
1982,Sudan,153
1982,South Asia,154
1982,Arab World,155
1982,"Congo, Dem. Rep.",155
1982,Turkmenistan,156
1982,Madagascar,157
1982,Ireland,158
1982,Heavily indebted poor countries (HIPC),159
1982,Middle East & North Africa (excluding high income),159
1982,"Congo, Rep.",159
1982,Kiribati,160
1982,"Gambia, The",160
1982,IDA total,161
1982,Cameroon,162
1982,Oman,163
1982,Zimbabwe,163
1982,Bangladesh,164
1982,Equatorial Guinea,164
1982,Fragile and conflict affected situations,165
1982,Guatemala,165
1982,Namibia,165
1982,Djibouti,166
1982,Ghana,166
1982,Lesotho,166
1982,Middle East & North Africa (IDA & IBRD countries),166
1982,IDA only,167
1982,Haiti,167
1982,Middle East & North Africa,167
1982,Chile,168
1982,IDA & IBRD total,169
1982,Greenland,170
1982,Marshall Islands,171
1982,Honduras,172
1982,Nauru,173
1982,United States,174
1982,Other small states,175
1982,Tuvalu,176
1982,Low & middle income,177
1982,Guyana,177
1982,Togo,178
1982,Pacific island small states,179
1982,Zambia,180
1982,Kyrgyz Republic,181
1982,World,182
1982,Dominican Republic,183
1982,Vanuatu,184
1982,Eswatini,185
1982,Tajikistan,185
1982,IBRD only,186
1982,Suriname,187
1982,Azerbaijan,188
1982,Georgia,190
1982,Saudi Arabia,192
1982,Lebanon,193
1983,Switzerland,1
1983,Sweden,2
1983,Norway,3
1983,Mongolia,4
1983,Japan,5
1983,Netherlands,6
1983,Australia,7
1983,Bulgaria,8
1983,Mexico,9
1983,Romania,10
1983,Armenia,12
1983,India,13
1983,Caribbean small states,15
1983,Cyprus,17
1983,Ireland,18
1983,Pakistan,19
1983,United Kingdom,20
1983,Algeria,21
1983,Qatar,22
1983,Kuwait,23
1983,Uruguay,24
1983,Gibraltar,25
1983,Bahrain,26
1983,Finland,27
1983,East Asia & Pacific,28
1983,Belgium,29
1983,Slovenia,30
1983,Puerto Rico,31
1983,Euro area,32
1983,Ukraine,33
1983,Hungary,34
1983,Malaysia,35
1983,Barbados,36
1983,High income,38
1983,Iceland,39
1983,Indonesia,40
1983,Bermuda,41
1983,OECD members,42
1983,Sint Maarten (Dutch part),43
1983,Malta,44
1983,Post-demographic dividend,45
1983,Canada,46
1983,Italy,47
1983,Panama,48
1983,Philippines,49
1983,Seychelles,50
1983,France,51
1983,Europe & Central Asia (excluding high income),52
1983,Austria,53
1983,Sri Lanka,54
1983,Greece,55
1983,St. Lucia,56
1983,Poland,57
1983,Channel Islands,58
1983,Turks and Caicos Islands,59
1983,Samoa,61
1983,Cuba,62
1983,Europe & Central Asia (IDA & IBRD countries),63
1983,Moldova,64
1983,Singapore,65
1983,Luxembourg,66
1983,Germany,67
1983,European Union,68
1983,Albania,69
1983,Antigua and Barbuda,70
1983,United States,71
1983,"Bahamas, The",72
1983,Latin America & Caribbean,73
1983,Belarus,74
1983,Europe & Central Asia,75
1983,Jordan,76
1983,Colombia,77
1983,Aruba,78
1983,Saudi Arabia,80
1983,Montenegro,81
1983,French Polynesia,82
1983,Libya,83
1983,Isle of Man,84
1983,Georgia,85
1983,New Zealand,86
1983,Dominica,87
1983,Argentina,88
1983,Nepal,89
1983,Tajikistan,90
1983,Croatia,91
1983,Israel,92
1983,Kosovo,93
1983,Paraguay,94
1983,Tunisia,95
1983,Late-demographic dividend,96
1983,Belize,96
1983,"Micronesia, Fed. Sts.",96
1983,Estonia,97
1983,Jamaica,98
1983,Latin America & the Caribbean (IDA & IBRD countries),99
1983,South Africa,100
1983,St. Martin (French part),101
1983,North America,102
1983,Oman,103
1983,Upper middle income,103
1983,Tonga,104
1983,North Macedonia,105
1983,Morocco,106
1983,Dominican Republic,107
1983,Greenland,108
1983,Trinidad and Tobago,109
1983,Thailand,110
1983,Uzbekistan,111
1983,Ecuador,112
1983,British Virgin Islands,114
1983,World,115
1983,Curacao,116
1983,"Korea, Dem. People's Rep.",117
1983,Solomon Islands,118
1983,St. Vincent and the Grenadines,119
1983,East Asia & Pacific (excluding high income),120
1983,East Asia & Pacific (IDA & IBRD countries),120
1983,Mauritius,121
1983,Lithuania,122
1983,Brunei Darussalam,123
1983,Central Europe and the Baltics,123
1983,Virgin Islands (U.S.),124
1983,New Caledonia,125
1983,Denmark,126
1983,Pacific island small states,127
1983,Fiji,128
1983,St. Kitts and Nevis,128
1983,Latin America & Caribbean (excluding high income),129
1983,Small states,130
1983,China,131
1983,Kazakhstan,132
1983,Nicaragua,134
1983,Costa Rica,135
1983,Brazil,136
1983,Spain,137
1983,Suriname,138
1983,Chile,139
1983,Latvia,140
1983,Djibouti,141
1983,Sudan,141
1983,Sub-Saharan Africa (excluding high income),141
1983,Cambodia,141
1983,Eswatini,141
1983,Sub-Saharan Africa,141
1983,Sub-Saharan Africa (IDA & IBRD countries),141
1983,Lao PDR,141
1983,Senegal,141
1983,Least developed countries: UN classification,141
1983,Ethiopia,141
1983,Papua New Guinea,141
1983,Low income,141
1983,Eritrea,141
1983,Benin,141
1983,Madagascar,141
1983,Mauritania,141
1983,Sierra Leone,141
1983,Mali,141
1983,Rwanda,141
1983,Guinea-Bissau,141
1983,Myanmar,141
1983,Togo,141
1983,Comoros,141
1983,Heavily indebted poor countries (HIPC),141
1983,Malawi,141
1983,Burundi,141
1983,Tanzania,141
1983,Burkina Faso,141
1983,Uganda,141
1983,Chad,141
1983,Timor-Leste,141
1983,Somalia,141
1983,South Sudan,141
1983,Nigeria,141
1983,Niger,141
1983,Pre-demographic dividend,141
1983,Mozambique,141
1983,"Congo, Dem. Rep.",141
1983,Angola,141
1983,Africa Eastern and Southern,141
1983,Africa Western and Central,141
1983,Afghanistan,141
1983,"Congo, Rep.",143
1983,Middle East & North Africa (excluding high income),144
1983,Bolivia,145
1983,Early-demographic dividend,146
1983,Namibia,147
1983,Cameroon,149
1983,Middle East & North Africa (IDA & IBRD countries),150
1983,South Asia,150
1983,Guam,151
1983,Lesotho,152
1983,Bhutan,152
1983,Maldives,153
1983,Lower middle income,154
1983,Fragile and conflict affected situations,155
1983,Portugal,156
1983,Bangladesh,157
1983,Central African Republic,158
1983,Arab World,159
1983,South Asia (IDA & IBRD),159
1983,"Gambia, The",160
1983,IDA only,161
1983,Ghana,161
1983,Vanuatu,162
1983,IDA total,163
1983,Liberia,164
1983,Guinea,164
1983,Haiti,164
1983,El Salvador,166
1983,Equatorial Guinea,166
1983,IBRD only,167
1983,Tuvalu,168
1983,Grenada,169
1983,Other small states,170
1983,Middle income,171
1983,Kenya,172
1983,Low & middle income,173
1983,IDA & IBRD total,173
1983,Zambia,174
1983,Iraq,174
1983,Middle East & North Africa,174
1983,IDA blend,174
1983,Sao Tome and Principe,175
1983,Kiribati,175
1983,Guatemala,176
1983,Guyana,177
1983,Marshall Islands,179
1983,"Yemen, Rep.",180
1983,Gabon,181
1983,Cabo Verde,182
1983,Nauru,183
1983,Turkmenistan,184
1983,Kyrgyz Republic,185
1983,Botswana,186
1983,Honduras,187
1983,Zimbabwe,188
1983,United Arab Emirates,189
1983,Serbia,190
1983,Peru,191
1983,Azerbaijan,192
1983,Lebanon,194
1984,Switzerland,1
1984,Japan,2
1984,Mongolia,3
1984,Germany,4
1984,Indonesia,5
1984,Israel,6
1984,Norway,7
1984,Gibraltar,8
1984,Peru,10
1984,Netherlands,11
1984,Armenia,12
1984,Brunei Darussalam,13
1984,East Asia & Pacific,15
1984,Algeria,16
1984,Austria,17
1984,Montenegro,18
1984,Isle of Man,19
1984,"Bahamas, The",19
1984,East Asia & Pacific (excluding high income),20
1984,Pakistan,21
1984,Puerto Rico,22
1984,India,23
1984,France,24
1984,Australia,26
1984,Euro area,27
1984,Finland,28
1984,Romania,29
1984,Caribbean small states,30
1984,St. Kitts and Nevis,30
1984,Iceland,31
1984,Channel Islands,32
1984,Morocco,33
1984,Bahrain,34
1984,Luxembourg,35
1984,Cuba,36
1984,Ukraine,37
1984,South Africa,38
1984,Italy,39
1984,Nepal,40
1984,Spain,41
1984,Barbados,42
1984,Belgium,44
1984,Lithuania,45
1984,Bermuda,46
1984,Oman,47
1984,Kuwait,48
1984,North Macedonia,49
1984,Small states,50
1984,Post-demographic dividend,51
1984,European Union,52
1984,Turks and Caicos Islands,53
1984,Paraguay,54
1984,Jamaica,55
1984,High income,56
1984,United States,57
1984,Ireland,58
1984,OECD members,59
1984,Philippines,60
1984,Qatar,61
1984,Singapore,62
1984,Canada,63
1984,Aruba,64
1984,Europe & Central Asia (excluding high income),65
1984,Slovenia,66
1984,Argentina,67
1984,Grenada,68
1984,Sint Maarten (Dutch part),69
1984,Panama,70
1984,Latvia,71
1984,Seychelles,72
1984,St. Martin (French part),73
1984,Cyprus,74
1984,Poland,75
1984,Malaysia,76
1984,Dominican Republic,77
1984,Fiji,77
1984,North America,78
1984,St. Vincent and the Grenadines,79
1984,British Virgin Islands,80
1984,Botswana,81
1984,Costa Rica,82
1984,Europe & Central Asia,83
1984,Albania,84
1984,Moldova,85
1984,United Kingdom,86
1984,Tunisia,87
1984,Latin America & the Caribbean (IDA & IBRD countries),88
1984,South Asia (IDA & IBRD),89
1984,Serbia,90
1984,Tajikistan,92
1984,Belize,93
1984,Kosovo,94
1984,Tonga,95
1984,Libya,96
1984,Brazil,98
1984,Sri Lanka,100
1984,Latin America & Caribbean,102
1984,Greenland,103
1984,Greece,104
1984,Denmark,105
1984,Uruguay,106
1984,Ecuador,107
1984,"Micronesia, Fed. Sts.",108
1984,Pacific island small states,108
1984,Estonia,109
1984,Latin America & Caribbean (excluding high income),110
1984,East Asia & Pacific (IDA & IBRD countries),110
1984,Trinidad and Tobago,111
1984,Antigua and Barbuda,112
1984,Mexico,113
1984,Jordan,114
1984,Thailand,115
1984,Europe & Central Asia (IDA & IBRD countries),116
1984,Late-demographic dividend,117
1984,Kazakhstan,118
1984,South Asia,119
1984,Vanuatu,120
1984,Cabo Verde,121
1984,Malta,122
1984,Croatia,123
1984,Curacao,124
1984,Guam,125
1984,Colombia,126
1984,"Korea, Dem. People's Rep.",127
1984,Suriname,128
1984,French Polynesia,130
1984,Dominica,131
1984,Uzbekistan,132
1984,Mauritius,133
1984,Upper middle income,134
1984,Virgin Islands (U.S.),135
1984,Solomon Islands,136
1984,Hungary,137
1984,Bulgaria,138
1984,Chile,139
1984,Saudi Arabia,140
1984,St. Lucia,141
1984,IDA total,142
1984,Fragile and conflict affected situations,142
1984,Central Europe and the Baltics,143
1984,Cambodia,144
1984,Sub-Saharan Africa (excluding high income),144
1984,Sudan,144
1984,Sub-Saharan Africa,144
1984,Sub-Saharan Africa (IDA & IBRD countries),144
1984,Benin,144
1984,Papua New Guinea,144
1984,Senegal,144
1984,Least developed countries: UN classification,144
1984,Liberia,144
1984,Low income,144
1984,Ethiopia,144
1984,Ghana,144
1984,Malawi,144
1984,Sierra Leone,144
1984,Mali,144
1984,Rwanda,144
1984,Mauritania,144
1984,Togo,144
1984,Tanzania,144
1984,Guinea-Bissau,144
1984,Myanmar,144
1984,South Sudan,144
1984,Burundi,144
1984,Timor-Leste,144
1984,Burkina Faso,144
1984,Uganda,144
1984,Nigeria,144
1984,Somalia,144
1984,Chad,144
1984,Niger,144
1984,Pre-demographic dividend,144
1984,Mozambique,144
1984,Africa Eastern and Southern,144
1984,Africa Western and Central,144
1984,Angola,144
1984,Afghanistan,144
1984,New Zealand,145
1984,Haiti,146
1984,Belarus,147
1984,Zambia,148
1984,Gabon,148
1984,Bolivia,149
1984,Cameroon,150
1984,IDA blend,150
1984,Iraq,151
1984,Low & middle income,152
1984,"Congo, Rep.",152
1984,Middle East & North Africa (excluding high income),153
1984,Other small states,154
1984,China,155
1984,Bhutan,156
1984,Sao Tome and Principe,157
1984,Namibia,157
1984,Nicaragua,159
1984,Samoa,160
1984,Heavily indebted poor countries (HIPC),161
1984,Early-demographic dividend,162
1984,Lower middle income,162
1984,Maldives,162
1984,Madagascar,163
1984,Central African Republic,164
1984,Kiribati,165
1984,Djibouti,166
1984,Equatorial Guinea,166
1984,"Congo, Dem. Rep.",166
1984,Eritrea,167
1984,Lao PDR,168
1984,Guinea,168
1984,Bangladesh,169
1984,IDA only,170
1984,"Gambia, The",170
1984,El Salvador,170
1984,Comoros,171
1984,Tuvalu,172
1984,Middle East & North Africa (IDA & IBRD countries),173
1984,Arab World,174
1984,World,175
1984,Lesotho,176
1984,Kenya,177
1984,Guatemala,178
1984,Kyrgyz Republic,179
1984,Portugal,180
1984,Nauru,181
1984,New Caledonia,182
1984,Middle income,183
1984,Turkmenistan,184
1984,Middle East & North Africa,185
1984,Marshall Islands,186
1984,Honduras,187
1984,Guyana,188
1984,"Yemen, Rep.",189
1984,Eswatini,190
1984,Zimbabwe,191
1984,United Arab Emirates,192
1984,IBRD only,193
1984,IDA & IBRD total,194
1984,Sweden,195
1984,Georgia,196
1984,Azerbaijan,200
1984,Lebanon,201
1985,Iceland,1
1985,Norway,2
1985,Mongolia,3
1985,Post-demographic dividend,4
1985,Netherlands,5
1985,Pakistan,6
1985,Jordan,7
1985,Bahrain,8
1985,Malaysia,9
1985,Armenia,10
1985,Albania,11
1985,Caribbean small states,12
1985,Grenada,13
1985,Lithuania,14
1985,Belize,15
1985,Cyprus,16
1985,East Asia & Pacific (excluding high income),17
1985,East Asia & Pacific,18
1985,Latvia,19
1985,Romania,20
1985,Brazil,21
1985,Kuwait,22
1985,Nepal,23
1985,Morocco,24
1985,British Virgin Islands,25
1985,Belarus,26
1985,India,27
1985,Belgium,28
1985,Channel Islands,29
1985,France,30
1985,Luxembourg,31
1985,Austria,32
1985,European Union,33
1985,Qatar,34
1985,Ukraine,35
1985,New Zealand,37
1985,Bermuda,38
1985,Panama,39
1985,Gibraltar,40
1985,New Caledonia,42
1985,East Asia & Pacific (IDA & IBRD countries),42
1985,Australia,43
1985,Sweden,44
1985,Cuba,45
1985,Antigua and Barbuda,46
1985,Isle of Man,47
1985,Switzerland,48
1985,Kazakhstan,49
1985,United Kingdom,50
1985,Malta,51
1985,Canada,52
1985,Paraguay,53
1985,Singapore,54
1985,Italy,55
1985,United States,56
1985,Suriname,57
1985,Europe & Central Asia (excluding high income),58
1985,Turks and Caicos Islands,59
1985,Montenegro,60
1985,Japan,61
1985,North America,62
1985,Libya,63
1985,Puerto Rico,64
1985,Aruba,66
1985,High income,67
1985,Barbados,68
1985,St. Lucia,69
1985,Slovenia,70
1985,"Bahamas, The",71
1985,Estonia,72
1985,Germany,73
1985,Greenland,74
1985,Uzbekistan,75
1985,Argentina,76
1985,Brunei Darussalam,78
1985,Turkmenistan,79
1985,Israel,80
1985,Sint Maarten (Dutch part),81
1985,Europe & Central Asia (IDA & IBRD countries),82
1985,Kosovo,83
1985,North Macedonia,84
1985,Europe & Central Asia,85
1985,Georgia,86
1985,Poland,87
1985,Pacific island small states,88
1985,Denmark,89
1985,Moldova,91
1985,Latin America & the Caribbean (IDA & IBRD countries),92
1985,Spain,93
1985,Latin America & Caribbean (excluding high income),95
1985,Latin America & Caribbean,96
1985,Mauritius,97
1985,Croatia,98
1985,OECD members,99
1985,Euro area,99
1985,Costa Rica,100
1985,St. Martin (French part),101
1985,IBRD only,102
1985,Curacao,103
1985,Mexico,104
1985,Tajikistan,105
1985,Sri Lanka,106
1985,Tonga,107
1985,Chile,108
1985,Tunisia,109
1985,Trinidad and Tobago,110
1985,Algeria,111
1985,Fiji,112
1985,Oman,113
1985,Late-demographic dividend,113
1985,St. Vincent and the Grenadines,114
1985,Ireland,115
1985,French Polynesia,116
1985,Ecuador,118
1985,Small states,119
1985,"Korea, Dem. People's Rep.",120
1985,Cabo Verde,122
1985,Bulgaria,123
1985,Guam,124
1985,Dominica,125
1985,Virgin Islands (U.S.),126
1985,Vanuatu,127
1985,Upper middle income,128
1985,Botswana,128
1985,St. Kitts and Nevis,128
1985,Dominican Republic,129
1985,"Micronesia, Fed. Sts.",130
1985,Serbia,131
1985,China,132
1985,Jamaica,133
1985,Other small states,134
1985,South Africa,135
1985,Hungary,136
1985,Azerbaijan,137
1985,Greece,138
1985,Uruguay,139
1985,Colombia,140
1985,Philippines,141
1985,World,142
1985,Early-demographic dividend,143
1985,Maldives,143
1985,Lesotho,144
1985,Central Europe and the Baltics,145
1985,Senegal,147
1985,Sub-Saharan Africa (IDA & IBRD countries),147
1985,Sub-Saharan Africa (excluding high income),147
1985,Sub-Saharan Africa,147
1985,Sudan,147
1985,Benin,147
1985,Liberia,147
1985,Ethiopia,147
1985,Low income,147
1985,Sierra Leone,147
1985,Mali,147
1985,Rwanda,147
1985,Malawi,147
1985,South Sudan,147
1985,"Gambia, The",147
1985,"Congo, Dem. Rep.",147
1985,Comoros,147
1985,Guinea,147
1985,Tanzania,147
1985,Timor-Leste,147
1985,Uganda,147
1985,Somalia,147
1985,Niger,147
1985,Pre-demographic dividend,147
1985,Chad,147
1985,Mozambique,147
1985,Angola,147
1985,Africa Eastern and Southern,147
1985,Africa Western and Central,147
1985,Afghanistan,147
1985,Gabon,148
1985,Iraq,150
1985,Arab World,150
1985,Burkina Faso,151
1985,Cameroon,152
1985,Kiribati,153
1985,IDA blend,154
1985,Nicaragua,155
1985,Zambia,156
1985,Lao PDR,157
1985,Bolivia,157
1985,Samoa,158
1985,Ghana,159
1985,Haiti,160
1985,Central African Republic,161
1985,South Asia (IDA & IBRD),161
1985,Mauritania,161
1985,Burundi,161
1985,Nigeria,161
1985,Lower middle income,162
1985,Cambodia,163
1985,Kenya,163
1985,Fragile and conflict affected situations,164
1985,Eritrea,164
1985,Bangladesh,164
1985,Namibia,164
1985,Equatorial Guinea,165
1985,Papua New Guinea,166
1985,Heavily indebted poor countries (HIPC),166
1985,Djibouti,167
1985,Sao Tome and Principe,168
1985,IDA total,169
1985,IDA only,169
1985,Myanmar,169
1985,Madagascar,170
1985,Bhutan,170
1985,Least developed countries: UN classification,171
1985,Guinea-Bissau,172
1985,Seychelles,173
1985,Honduras,173
1985,"Yemen, Rep.",174
1985,"Congo, Rep.",175
1985,Middle East & North Africa (excluding high income),176
1985,Nauru,177
1985,Low & middle income,178
1985,Peru,179
1985,Middle income,180
1985,Thailand,181
1985,Portugal,182
1985,Middle East & North Africa,183
1985,United Arab Emirates,184
1985,Guyana,185
1985,IDA & IBRD total,185
1985,Marshall Islands,186
1985,Middle East & North Africa (IDA & IBRD countries),186
1985,El Salvador,187
1985,Eswatini,188
1985,Zimbabwe,189
1985,Solomon Islands,190
1985,Togo,191
1985,Guatemala,192
1985,South Asia,193
1985,Tuvalu,194
1985,Kyrgyz Republic,195
1985,Finland,197
1985,Indonesia,199
1985,Lebanon,200
1985,Saudi Arabia,201
1986,Iceland,1
1986,Japan,2
1986,Sweden,3
1986,Mongolia,4
1986,Switzerland,5
1986,Netherlands,6
1986,Norway,7
1986,Italy,8
1986,Lithuania,9
1986,Nepal,10
1986,East Asia & Pacific,11
1986,Gibraltar,12
1986,Isle of Man,13
1986,Libya,15
1986,Europe & Central Asia (IDA & IBRD countries),16
1986,Malaysia,17
1986,Ukraine,18
1986,OECD members,19
1986,Caribbean small states,20
1986,Late-demographic dividend,20
1986,Qatar,21
1986,British Virgin Islands,22
1986,Mexico,23
1986,Belgium,24
1986,Morocco,25
1986,France,26
1986,Germany,27
1986,Ireland,28
1986,Spain,29
1986,Latvia,30
1986,European Union,31
1986,Nicaragua,32
1986,Estonia,33
1986,Bermuda,34
1986,Indonesia,35
1986,Albania,36
1986,Romania,37
1986,Puerto Rico,38
1986,Finland,39
1986,New Caledonia,40
1986,India,41
1986,Armenia,42
1986,Panama,43
1986,Euro area,45
1986,Channel Islands,46
1986,New Zealand,47
1986,Pakistan,48
1986,Cuba,49
1986,United Kingdom,50
1986,Faroe Islands,51
1986,Aruba,52
1986,Bulgaria,53
1986,Austria,54
1986,Antigua and Barbuda,55
1986,Europe & Central Asia,56
1986,Barbados,57
1986,East Asia & Pacific (IDA & IBRD countries),58
1986,Kazakhstan,59
1986,Central Europe and the Baltics,60
1986,Belarus,61
1986,"Bahamas, The",62
1986,Saudi Arabia,63
1986,Sint Maarten (Dutch part),64
1986,Bahrain,65
1986,Cyprus,66
1986,Slovenia,67
1986,Montenegro,68
1986,Argentina,71
1986,French Polynesia,72
1986,Pacific island small states,73
1986,Chile,74
1986,Turks and Caicos Islands,75
1986,Singapore,76
1986,Moldova,77
1986,United States,78
1986,Georgia,79
1986,Denmark,80
1986,Jamaica,81
1986,Luxembourg,82
1986,Uzbekistan,83
1986,Post-demographic dividend,84
1986,High income,85
1986,Thailand,86
1986,Kuwait,87
1986,Virgin Islands (U.S.),89
1986,Europe & Central Asia (excluding high income),90
1986,Canada,91
1986,Kosovo,92
1986,Poland,93
1986,Portugal,94
1986,Guam,95
1986,St. Martin (French part),97
1986,Malta,98
1986,Israel,99
1986,Brunei Darussalam,100
1986,Serbia,101
1986,North America,102
1986,"Korea, Dem. People's Rep.",103
1986,Mauritius,103
1986,Curacao,104
1986,Latin America & Caribbean,105
1986,Latin America & the Caribbean (IDA & IBRD countries),105
1986,Latin America & Caribbean (excluding high income),106
1986,Ecuador,107
1986,Grenada,108
1986,South Asia (IDA & IBRD),109
1986,South Asia,109
1986,Australia,111
1986,Brazil,112
1986,Upper middle income,114
1986,Costa Rica,115
1986,"Micronesia, Fed. Sts.",116
1986,Hungary,117
1986,Uruguay,118
1986,Paraguay,119
1986,Oman,120
1986,Greece,121
1986,Tonga,122
1986,East Asia & Pacific (excluding high income),123
1986,Seychelles,124
1986,St. Kitts and Nevis,125
1986,St. Vincent and the Grenadines,126
1986,Trinidad and Tobago,126
1986,Greenland,127
1986,Suriname,128
1986,World,129
1986,Jordan,130
1986,Tajikistan,131
1986,Botswana,132
1986,Peru,133
1986,China,134
1986,South Africa,135
1986,Sri Lanka,136
1986,Dominica,137
1986,Turkmenistan,138
1986,Tunisia,139
1986,Honduras,140
1986,Azerbaijan,141
1986,Algeria,142
1986,Belize,144
1986,Other small states,145
1986,North Macedonia,148
1986,Colombia,149
1986,Philippines,150
1986,Haiti,151
1986,Bhutan,152
1986,Sudan,153
1986,Sub-Saharan Africa (IDA & IBRD countries),153
1986,Sub-Saharan Africa (excluding high income),153
1986,Sub-Saharan Africa,153
1986,Papua New Guinea,153
1986,Liberia,153
1986,Low income,153
1986,Least developed countries: UN classification,153
1986,Ethiopia,153
1986,Heavily indebted poor countries (HIPC),153
1986,Sierra Leone,153
1986,Rwanda,153
1986,Togo,153
1986,Mali,153
1986,South Sudan,153
1986,Madagascar,153
1986,Myanmar,153
1986,Malawi,153
1986,Burundi,153
1986,Tanzania,153
1986,Burkina Faso,153
1986,Timor-Leste,153
1986,Uganda,153
1986,Somalia,153
1986,Pre-demographic dividend,153
1986,Afghanistan,153
1986,Mozambique,153
1986,"Congo, Dem. Rep.",153
1986,Niger,153
1986,Chad,153
1986,Angola,153
1986,Africa Western and Central,153
1986,Africa Eastern and Southern,153
1986,Zambia,154
1986,IDA total,155
1986,Iraq,155
1986,Maldives,155
1986,Sao Tome and Principe,156
1986,IDA blend,157
1986,Kiribati,158
1986,Lower middle income,159
1986,Cameroon,160
1986,Fiji,161
1986,Kenya,162
1986,"Yemen, Rep.",162
1986,Samoa,163
1986,Dominican Republic,164
1986,IBRD only,165
1986,Cabo Verde,166
1986,Tuvalu,167
1986,Namibia,168
1986,IDA only,169
1986,Cambodia,169
1986,Central African Republic,170
1986,Guinea-Bissau,171
1986,Nigeria,172
1986,Comoros,172
1986,Bangladesh,173
1986,Ghana,174
1986,Middle East & North Africa (IDA & IBRD countries),175
1986,St. Lucia,176
1986,Djibouti,177
1986,Equatorial Guinea,177
1986,Benin,178
1986,"Gambia, The",178
1986,Middle East & North Africa (excluding high income),179
1986,Fragile and conflict affected situations,180
1986,Senegal,180
1986,Mauritania,181
1986,Guinea,182
1986,Eritrea,183
1986,United Arab Emirates,184
1986,Zimbabwe,185
1986,Bolivia,186
1986,El Salvador,186
1986,"Congo, Rep.",186
1986,Lao PDR,187
1986,Marshall Islands,188
1986,Arab World,189
1986,Nauru,189
1986,Low & middle income,190
1986,Vanuatu,191
1986,Croatia,192
1986,Lesotho,193
1986,IDA & IBRD total,194
1986,Early-demographic dividend,195
1986,Solomon Islands,196
1986,Small states,197
1986,Gabon,198
1986,Guatemala,199
1986,Middle income,199
1986,Eswatini,200
1986,Middle East & North Africa,201
1986,Kyrgyz Republic,202
1986,Guyana,203
1986,Lebanon,206
1987,Switzerland,1
1987,Sweden,2
1987,Norway,3
1987,Mongolia,4
1987,Spain,5
1987,Japan,6
1987,Greece,7
1987,Netherlands,8
1987,Lithuania,9
1987,Cyprus,10
1987,Latvia,11
1987,Ukraine,12
1987,Belgium,13
1987,Iceland,14
1987,Late-demographic dividend,15
1987,Belize,16
1987,Dominican Republic,17
1987,East Asia & Pacific (IDA & IBRD countries),18
1987,Europe & Central Asia (IDA & IBRD countries),19
1987,Jordan,20
1987,Isle of Man,21
1987,Estonia,22
1987,Austria,23
1987,East Asia & Pacific,24
1987,Ireland,25
1987,Nepal,26
1987,Australia,27
1987,British Virgin Islands,28
1987,Nicaragua,29
1987,Brazil,30
1987,Armenia,31
1987,United States,32
1987,New Zealand,33
1987,Post-demographic dividend,34
1987,Saudi Arabia,36
1987,France,37
1987,North America,38
1987,Finland,39
1987,High income,40
1987,Chile,41
1987,Bermuda,42
1987,Cuba,42
1987,Puerto Rico,43
1987,Italy,44
1987,Germany,47
1987,Kazakhstan,48
1987,Qatar,49
1987,Panama,50
1987,Uzbekistan,51
1987,Israel,52
1987,Faroe Islands,53
1987,Euro area,53
1987,Botswana,54
1987,United Kingdom,55
1987,Virgin Islands (U.S.),57
1987,Libya,58
1987,Small states,59
1987,Paraguay,59
1987,Suriname,60
1987,Turks and Caicos Islands,60
1987,Poland,61
1987,Aruba,62
1987,Samoa,63
1987,"Korea, Dem. People's Rep.",64
1987,Channel Islands,65
1987,Kuwait,66
