Carbon_dioxide_emissions,Electricity_production_non_renewable,Electricity production_renewable,Micro_air_pollution,Greenhouse_emission
154.895809,86.09672319,0.0,23.24411385,100.3684527
88.77914393,63.587295,0.0,64.54796443,103.6027119
103.4033733,32.04257662,0.0,24.17805672,123.5057356
111.3120969,29.09219607,0.0,20.89368886,119.3886775
114.178655,39.2005158,0.653838969,24.4804929,124.3127271
146.3751683,41.97906524,18.16184548,24.53865843,137.3930829
169.1623556,100.0,0.0,59.34607383,143.6896759
188.7499114,46.82507169,0.0,25.00215026,111.2369806
5.355786504,55.09949089,0.020127919,19.01303052,1.53241752
7.280200459,52.45790161,0.182530735,19.04191889,-23.1186632
11.22216462,48.47992724,0.173769001,32.79575261,3.344193685
14.70568141,44.63236548,0.186026323,19.31426286,-22.12245503
16.28608402,17.47572816,0.174587779,18.81257498,6.722426708
26.71443039,58.62128245,1.421523281,18.6337466,9.677452517
-20.85260116,49.60164873,0.637638662,27.69642371,-3.264953204
46.27044,53.53996649,0.67286386,18.02824245,13.49141954
39.9357591,63.87463184,0.709607665,62.64839586,16.35472189
36.75415647,59.89315038,0.796310876,17.42603648,15.61465184
10.61258492,50.33679188,0.115463459,17.18387377,14.01750627
82.47030761,49.54353309,1.114229216,16.92351427,-31.887
34.78965474,53.82701293,1.210474845,16.64357241,22.43401832
49.63137335,60.50915989,0.0,16.34266265,30.11689505
30.86770572,59.95961741,18.1847878,16.01939943,31.28241876
62.65196179,55.67564027,1.61693288,22.03215772,39.18906637
195.5523196,63.43899828,1.57147512,48.12072511,31.01889701
7.358022288,67.62853196,1.330548337,14.50436528,39.36954119
64.15841803,64.37880888,1.149943815,14.09275635,35.77295284
8.576458384,65.68978868,1.820680834,13.92798315,5.256275511
-11.38555846,100.0,1.663386207,14.23893067,34.68875137
86.69347222,66.02372684,2.029094502,13.35716185,36.6116694
12.90298042,64.05254605,2.115359726,14.76436999,40.21793553
88.67244172,79.51263699,1.968264539,13.95005931,39.58942618
94.66702032,66.93502211,9.231867919,14.62455147,42.81836586
13.90649913,83.75367802,0.0,25.62226732,2.396496089
-47.00189763,25.17642571,0.001802581,28.16735244,3.844074931
-75.28185317,31.80301827,0.0,28.12458845,-67.13507146
-86.37058535,37.8932485,0.0,28.07238855,-78.59826961
-82.8136299,60.02517533,0.0,28.01257415,-70.03449636
-87.41015399,37.3028645,0.0,25.84124168,-79.70444044
-83.79787136,50.29026373,0.0,23.91824727,-76.75631061
-83.14607832,49.50734938,0.0,20.93419702,-76.58791715
-62.77314388,42.66223544,0.0,27.55075018,-78.10636162
-82.67579727,45.1829473,0.0,27.49864555,-75.92595665
-57.08514558,48.56396867,1.61693288,27.48281267,-75.43570771
-84.94857969,28.61025548,0.0,27.48480266,-77.19969142
-83.15578485,27.64951827,0.0,27.53788736,-79.70444044
-81.75658952,30.36484245,0.0,20.14454755,-67.2880962
-74.01623442,11.60409556,3.611280179,27.93042826,-70.19643139
-78.4248254,24.84430231,0.0,28.34597554,-70.31297957
-74.98628954,25.24584605,0.0,29.22198605,-67.13507146
-72.58780764,26.16984402,0.034662045,18.68388446,-65.16578046
-78.15158677,42.74412297,0.070534297,32.17291681,-70.52326401
-79.13679889,22.15375135,0.107841627,34.44701668,-71.58007814
-53.17460389,66.78619095,0.040376851,41.81072554,-68.97951904
-72.48588914,1.039373771,0.815107914,43.28961483,-65.36611061
-73.397817,41.15434501,1.058201058,23.32666242,-32.2214644
-83.79787136,42.43870968,0.051612903,22.03299489,-65.00360843
-74.11173179,39.09745923,2.397218019,38.11485869,-36.27722398
0.764245228,27.64951827,0.491260796,7.66990742,0.638212698
1.976323369,89.93313475,0.421049986,35.13176907,2.851952086
4.819971271,89.45085643,0.417187385,7.531229825,1.658415722
5.368078684,89.80552614,0.410961362,7.480797335,2.851952086
9.065279565,90.37585718,0.431700472,19.02848213,4.536756523
12.6888878,90.77027218,0.0,7.431973902,7.503570689
16.17090233,90.41232427,0.544909885,7.44167605,10.33752151
23.29203728,91.56594998,0.0,7.458971185,15.17881037
25.50796965,91.45594641,0.586857342,7.46913241,6.653161897
27.57992739,91.61838143,0.586093851,7.457432827,18.70305054
29.97576493,91.90154505,0.712995786,7.388953462,20.8404707
13.00806206,92.13908118,0.878273184,16.46117665,22.7279098
32.72286307,91.55930113,1.063077439,28.52475038,20.74610641
174.0990371,91.81334981,2.417303722,7.02516379,43.12536427
6.1141621,91.19629336,2.099436384,28.20770595,26.12625062
40.64738443,90.70069223,21.32134392,7.048149504,27.09459599
14.64305889,91.35192753,13.74689645,7.166298108,28.9579896
45.74493798,91.88474244,3.215906333,7.300822705,28.5451431
29.54256183,92.50206574,2.740885548,7.408261246,30.51382878
49.7216827,86.66062734,0.567842088,26.59893146,31.65261677
48.84192588,89.57334772,3.827385618,7.320706635,13.80051376
49.02753087,89.40734664,0.0,7.532800294,33.05544521
46.27044,86.73589161,5.984672764,7.43314062,29.58118304
42.86573382,85.09328779,11.4672008,7.387603021,28.04853158
45.23249505,86.36215891,4.692838195,7.18466162,29.8247658
6.404092072,34.83987964,2.403300054,23.2910321,5.114397109
-1.701457395,27.46951281,2.615190532,23.14053746,-1.702014755
0.764245228,25.81417531,2.61431547,22.92228554,-1.724616568
-0.738846263,28.12812813,0.0,22.65129991,-0.776074738
4.052449965,24.84430231,3.341083885,22.34260414,2.217925694
10.42341574,55.93580363,2.93799231,21.84105484,7.074367334
9.692851053,31.81108018,3.078028194,21.09732662,6.111702088
10.66958957,30.01967448,3.341083885,20.28517002,2.396153267
1.387086126,29.04399493,0.0,18.03247382,3.83616634
8.405797101,27.21047533,2.670608277,21.84105484,4.00457441
16.04221979,30.45343639,2.909918614,18.94706626,3.442744588
18.4849592,30.590057,2.747669094,18.77850993,11.87405877
131.109958,38.79202024,3.611201955,18.61692924,-44.18843721
28.97267893,35.32317428,4.858913928,18.43434851,18.6261046
29.74984777,35.90801247,6.103555755,18.2027921,18.88835933
26.20582146,33.81177151,8.269916193,17.80247062,15.81807506
21.63715341,30.61007537,9.894486315,21.14209273,7.375112545
20.99151545,17.22335833,9.831238668,16.44309097,11.26798625
10.27142451,27.91784788,9.471319139,16.17461603,7.485582846
19.48361953,25.73485778,9.740336209,28.37600754,10.20312151
16.84439573,33.38097379,10.6420221,16.36763176,-65.35529794
11.87999838,24.30213943,4.234392114,14.71990119,3.981972598
4.052449965,44.21008226,1.579699185,14.6287317,4.813449061
-9.308394177,17.72104648,0.04928398,12.95414547,0.30057954
9.213169326,22.22204232,0.035005511,13.59996354,1.502037848
-2.640003823,97.19800747,0.0,19.8908556,46.79314426
-20.72876235,91.16024895,0.0,20.31036942,-18.79998567
-30.29599653,87.26576033,0.0,20.62449776,-27.93782903
-38.06457304,89.59080303,0.0,20.82777576,-35.11012427
-39.93453746,93.65183418,0.0,20.91473853,-28.71360086
-49.67360621,90.99900509,0.295333727,20.83948072,-44.24825413
-51.05085568,53.98908716,0.0,20.61092884,-44.96923683
-51.00895378,89.15990666,0.0,23.31567113,-4.861955201
-51.57867267,91.71434859,0.0,20.83948072,-43.26841672
-48.72511615,91.79635275,1.400996264,19.77333822,-33.26641395
-51.18207481,93.14180285,0.0,19.59448026,-41.95595029
-51.5979696,89.19843859,0.0,19.41070059,-42.3014719
-70.83681567,88.40082683,0.0,32.76300149,-37.92300254
-47.53440367,87.32983812,0.0,19.18176491,-37.92758658
40.72180119,86.84417629,0.84157702,19.21330331,-33.4475522
-43.40100124,89.74045553,12.79554937,32.34754138,-31.13805823
-48.68707363,89.17929235,0.0,15.63633503,-28.30899259
-43.22365326,89.68719678,0.0,30.72106231,-37.03149478
-52.66334392,89.91170064,0.010599958,21.73429513,-51.75032274
-54.89425282,81.57669695,0.005344735,16.69542137,10.27024208
-48.89584804,99.92834515,6.172839506,27.42810615,-24.74868978
-76.21325631,86.57151275,0.0,29.18058784,-19.21400166
-4.527162978,78.00353357,0.295452599,28.23398287,-19.20381048
-39.43391996,39.33737975,0.372047881,26.41920821,-25.90243176
-40.33260556,46.17055511,0.409105638,25.18672205,-28.27814227
40.61360875,100.0,0.0,67.14326766,18.70350899
32.85296552,100.0,0.0,66.0241209,32.22590943
203.202511,100.0,0.0,65.22661342,20.35660284
203.202511,100.0,0.0,64.74788702,20.38340265
27.1072669,100.0,0.0,19.63984379,20.02574105
125.0949179,100.0,0.0,64.84243184,24.62008794
35.58809778,64.48843251,0.0,65.52672467,16.59999801
146.5656212,100.0,0.0,66.48894924,21.9781565
-52.66334392,53.95095368,17.56176155,57.0562741,29.07348771
48.20999199,93.76344086,0.0,68.6511426,45.88256453
171.7736126,100.0,0.0,70.0596873,34.80103626
60.362677,100.0,0.0,71.9559586,33.44648807
65.94559845,81.2185843,0.0,22.62626166,49.48478801
66.15181672,100.0,0.0,75.37148836,32.14123828
94.95224419,100.0,0.0,40.27849304,107.0068348
112.3104796,100.0,0.0,74.65280846,50.70688623
115.6734237,100.0,0.0,52.10908464,54.8363723
130.8442426,100.0,0.0,67.76087069,67.259571
130.733202,70.49318297,0.0,64.61905577,94.29780573
140.5824205,100.0,0.0,63.3015307,240.7879694
141.9800294,100.0,0.0,66.7273264,72.26120877
152.1197903,71.69925175,0.0,70.0606736,62.07977671
168.0829215,61.78755672,0.0,75.05156815,100.9078848
13.77073009,100.0,0.0,59.14997351,24.62008794
179.305537,62.39936859,0.0,71.55949784,108.2334958
-4.973236622,89.86698912,0.0,52.97962088,-1.180512711
6.332369013,0.583964646,0.295452599,52.82396634,-0.016299697
12.33071989,93.39561156,0.0,52.7113363,33.09299838
21.37855855,91.34300899,1.62601626,18.95990956,1.130755741
48.14123796,96.55746807,0.0,52.61241968,4.898916857
50.65336184,78.05192308,0.0,52.63500524,5.614030322
-26.17976459,93.9365829,0.0,52.71360444,6.652135153
65.78340531,89.86698912,0.0,52.84040204,21.40910492
77.3901863,8.353884094,17.09378774,51.81032761,10.75043662
85.11522927,95.25077674,0.0,36.42932571,12.11389199
124.1771833,94.29047838,0.0,53.53715577,17.06292326
135.942588,95.98714171,0.0,53.99898917,20.17795266
147.1084371,96.20028409,1.184770316,36.42932571,93.65049079
161.0645256,96.96552283,0.0,26.70662581,23.95605087
4.790123237,59.89315038,0.0,54.6647871,28.34188472
198.803684,97.46368223,0.0,53.19754595,32.4981645
17.77657998,90.37585718,0.0,50.07523823,48.46165677
253.1396308,97.22368344,0.0,46.43595425,44.29356898
275.4531606,98.87833876,0.0,56.32875901,48.09461545
316.1265076,98.21279725,0.0,42.1588187,54.71043374
343.0191606,98.02504926,0.112417331,25.59142131,57.93834568
103.9902408,98.39998353,0.0,57.27097473,61.92433652
402.183696,78.22002167,0.263554217,58.95971078,65.71179991
174.7626867,89.77534053,0.26680992,19.75861614,92.08544846
491.4028762,98.7731101,20.25201613,18.73711634,76.33803107
-3.602449231,99.9535304,0.0,32.24505794,-3.470270097
-12.78202145,46.01624006,0.363468232,31.637417,-11.86236714
-24.72735546,100.0,0.0,31.05701197,-22.21188091
-1.698940976,99.93948466,0.533763117,30.5108852,-32.12112134
-42.7698743,99.91973674,0.0,30.00607905,-38.42542838
-4.891135232,19.38850688,0.0,29.56666311,-38.22968671
-41.44063698,99.91940745,0.0,29.17775965,-38.18307809
-42.83946339,73.71524118,0.0,28.78799001,-39.31506411
-17.0920488,99.92834515,18.37482353,28.34597554,-41.09462641
-46.87382194,99.89655569,0.0,27.80033759,-19.7440259
-48.03475075,99.88030164,0.090452894,13.68147309,-44.24445314
-47.82931538,99.87526459,0.0,25.37088644,30.79154043
-34.58226391,99.87982123,0.0,23.80059445,-43.85355149
277.028833,100.0,0.003204101,22.47739871,85.66693994
4.126109053,2.517482517,0.00322987,18.48750179,114.2019527
-40.93666346,99.8679702,0.0094307,21.55566149,-38.70595267
-42.21992057,25.0728226,0.047126834,18.58101401,-39.70901968
-38.63413083,40.83400388,0.097009815,21.36451639,-48.2124873
-41.59466592,39.09225681,0.0,16.09931701,-36.01014192
-37.30689265,99.52142141,0.243587907,20.93660644,-32.2214644
-40.31359834,99.48136646,0.688966025,18.69535508,-24.93037792
-39.09288573,55.00954198,0.327932725,13.6705581,-23.59552441
-74.98722016,98.98117879,0.406258927,18.97352489,-23.19822407
-39.36191278,99.09601267,0.0,19.39747138,-23.61043044
251.1624404,98.92905346,0.501731119,17.60592812,1.658415722
3.387140506,38.32354676,0.431264574,22.97207419,2.789721966
1.570436047,37.43873407,0.38650049,22.75375966,-18.48078631
-0.096624948,55.87873364,0.36107781,18.68388446,20.72465128
45.53005637,68.81461717,0.356036501,46.65756963,5.208989252
40.62855243,41.85619457,0.448881876,21.88330707,5.832857628
10.01695902,19.57511381,14.71349951,21.4791053,9.526828021
7.434594667,37.55538716,0.363468232,20.97112415,7.326340098
10.0127279,42.04203472,0.450807189,20.41580441,9.538805285
-1.005279401,39.33737975,0.361445783,19.9099015,24.37764551
7.910466062,39.63128073,0.705544078,19.48969892,7.708104966
8.743219415,38.42377064,0.806431097,19.07773735,40.25408058
2.318307967,38.91819766,0.961217707,20.5443894,2.396153267
19.73256764,19.1462466,1.130910353,18.10850027,5.023166551
-4.973236622,41.0584093,0.0,19.0738113,4.256761726
2.832259435,40.93152411,2.121130803,17.4468796,2.125298994
0.281930703,39.85275288,3.074168919,17.330608,-0.382642072
89.28228352,39.44794809,0.0,17.26349728,20.3772322
-1.278661516,38.62866851,4.79523348,20.5443894,-1.13615908
-7.541840589,81.56744555,5.691156493,18.00870869,9.021896338
-1.005279401,40.2640862,0.045953579,16.97371483,18.87204932
-9.986045941,35.02258072,0.0,10.79357237,-7.731359069
-11.25615887,35.95153208,1.854443667,31.51895951,1.978260183
-10.05063527,31.93612774,13.74689645,14.36978731,-8.35620804
-15.83656136,33.47738525,16.67226092,12.90035871,-13.36550618
-11.84264381,39.21464312,0.67286386,13.33904294,10.27024208
-12.12273642,80.47758923,0.0,54.11956501,12.5176181
-4.527162978,15.83380124,0.0,27.49864555,5.426504189
8.91409934,100.0,0.0,38.90805216,6.376142422
22.11297012,100.0,0.0,50.33030803,14.70154227
40.2263579,100.0,0.0,50.12679028,9.934310739
170.2464789,100.0,0.0,27.36451404,32.87081112
243.0583501,56.6743955,0.0,53.81191711,187.3953406
230.6086519,97.46835443,0.0,56.91085452,123.8076656
32.85296552,97.22222222,0.0,64.84243184,49.78341584
288.556338,7.50570535,0.0,88.37304776,55.80017136
-16.61419661,67.46195321,0.0,58.95971078,217.2458111
132.5695753,96.82539683,0.0,55.05375246,80.18611957
503.4205231,42.81527791,0.0,42.09546936,89.13271135
543.2847082,94.83616401,0.0,46.44775444,97.20582635
604.4517103,99.06542056,31.90369898,15.60320415,117.7725887
-12.12273642,97.4025974,2.597402597,44.70142445,42.91114516
1005.83501,98.63636364,1.363636364,36.37103615,156.3928027
997.610664,100.0,1.310043668,22.69446282,159.8153085
1077.565392,66.75658947,0.78125,44.75445817,173.1031036
25.7413179,99.13043478,0.0,44.84968358,28.83395337
1147.183099,100.0,0.0,47.39275907,197.6413747
1087.902414,100.0,0.518390521,51.56281882,197.5699733
265.395526,32.1654758,0.0,42.08812525,217.2458111
1272.78672,100.0,0.0,42.01125969,145.560724
-37.57860216,43.18314804,1.461988304,40.0256903,245.1137662
24.88922703,41.12478032,1.625659051,82.38992188,124.3127271
12.90298042,70.74282242,1.699834163,81.66515411,10.15777611
35.05302074,53.58198772,1.622029423,30.72106231,17.13828988
45.76823016,32.04257662,1.558073654,79.4925463,23.96566332
31.73028648,56.6743955,1.490559788,78.16815099,-0.355196061
64.25403105,54.53983941,1.45151328,14.41718532,-0.933548604
40.33531622,53.54262673,3.340757238,50.35796177,72.33764329
32.72832388,56.7115903,1.347708895,68.73154001,35.30242176
109.9326115,52.64107189,1.339860861,24.06726016,-0.143868792
23.29108917,48.47938144,1.391752577,63.07401375,9.934310739
18.87142662,0.225243272,2.973926074,61.94814473,-3.574020493
26.98656605,46.05640535,1.290630975,61.18546741,1.454033921
35.52769706,52.88550323,1.246537396,60.52762245,5.506657928
42.80606734,44.54901422,1.193897855,57.43289663,20.82752874
50.28830501,58.74183007,1.14379085,58.49299231,16.59094905
62.9265621,58.13207547,1.132075472,55.24069604,107.4785081
39.08616505,71.16851472,1.255667946,49.43801495,28.13657944
7.064377395,58.62128245,0.0,42.47029718,-25.35911103
106.8554215,69.09933391,1.976801176,23.01112738,36.92516513
123.7612013,66.04692342,3.820583475,30.58114421,47.89296162
143.4557045,65.8033241,1.689750693,27.31829333,76.33803107
166.9123814,67.6935126,8.062170514,28.06975414,97.08409622
246.9665023,62.31682364,0.0,34.6946055,67.42906469
125.3065716,25.59139785,2.295830954,49.25593735,71.51461867
201.7617794,68.59756098,11.99130943,42.46715297,74.53394504
-10.50416919,62.72760247,0.0,23.03175377,-9.366514588
-53.66671357,47.77011494,0.0,34.93998015,21.52544714
3.048151422,28.85482417,0.0,34.71478691,212.1710815
-86.570274,18.49670123,0.0,25.65001604,-80.48949611
-85.69736826,17.22335833,0.0,23.71919601,-73.91533662
-82.09708991,39.07066695,0.497512438,34.69672165,-78.22917402
-64.50101941,46.89104392,0.0,35.16320422,-61.92767092
-55.02846609,13.64331387,0.0,35.78041403,-52.1978848
-70.5438205,45.51900729,0.0,36.40617605,-50.85249151
-41.90964917,51.15543197,3.069362328,22.36966305,-39.39992698
-53.3407092,51.29723632,0.0,37.36141809,-40.87602439
-39.68770729,78.64761905,0.0,37.91918642,-37.47066061
-38.21536558,60.04793183,0.0,39.84852119,-36.17128989
-51.76539848,53.02482715,0.0,15.59508323,-31.5291461
-31.49419487,37.98016642,0.0,39.02546625,-29.23261957
-23.99046111,55.99218574,0.0,31.29231909,-22.5538234
-50.68559938,66.04718262,0.0,37.69695289,-18.69559748
-11.94436192,46.88454773,4.234392114,22.62268577,4.804865431
-11.92930481,60.17998468,0.0,35.64379587,-14.86743964
-9.733407669,53.13010979,0.0,35.25128056,-13.23854728
2.672434491,71.28926702,0.0,39.40316432,-3.152239612
-5.215052232,70.06817213,0.0,35.25128056,-9.574229812
-5.596363503,58.53532749,1.334604385,35.25128056,-10.13140979
-15.38999963,63.27351485,7.424075022,26.14319034,-14.63026997
88.76541537,64.48269243,0.0,33.80553101,11.12203832
-26.98688916,100.0,0.0,19.54684697,-10.40897381
20.35711755,100.0,0.0,17.83531892,36.49201349
18.70615744,100.0,0.0,23.14053746,-10.34349506
12.16279787,100.0,0.0,19.33913556,123.14088
18.38375965,53.02482715,0.0,19.32624013,-32.12112134
6.710125416,100.0,0.0,19.35133425,-7.668527265
13.9233331,100.0,0.0,19.41616675,-0.555596477
35.5912988,9.045970923,4.833853521,19.50788189,4.412838128
42.87890597,100.0,0.0,19.61362395,11.42228424
45.22780415,65.38839725,0.0,35.35277733,15.36174324
-53.83159968,79.68486625,0.0,19.83907298,13.46913026
47.90972862,100.0,0.0,19.98635443,23.62974385
46.49613831,100.0,0.0,20.15953377,52.32053061
43.59101538,100.0,0.0,20.35576315,1.502790897
55.54099058,100.0,0.0,20.57219477,8.583082868
49.22766244,100.0,0.0,20.54926827,22.42087208
57.13172253,100.0,0.0,21.20705755,9.251824818
59.74279034,100.0,0.0,21.60127914,12.18441391
50.7439949,100.0,0.0,21.99248827,11.69815371
22.28441862,41.0584093,0.0,22.34003048,9.418205238
82.50180274,87.16861082,0.248390802,22.67685205,13.70008587
-60.36469937,39.33737975,0.0,22.70255377,-7.385036332
95.21363282,78.64620939,0.108342362,21.23413348,23.18054959
87.12001574,99.9567661,1.049352353,21.10215117,32.40983255
150.8963367,33.2899001,4.664951337,20.65672047,37.11249463
2.839490386,4.75899939,4.341137645,15.40554314,3.778214563
-30.27477501,4.852894942,2.026624526,9.560666606,41.25635234
9.402836942,4.569879671,6.267257059,15.4723738,10.83503046
12.57738883,4.573509562,2.071980957,15.49957322,52.16748128
22.01303568,4.928501711,2.029745901,18.6337466,20.33219572
31.4425392,5.605641346,2.318747039,15.5458288,21.42131088
40.36319338,88.16896841,2.397218019,15.56301887,25.40013263
44.80554556,99.53271028,2.334124843,15.57416582,27.97870042
49.00211922,8.665555277,2.500029876,15.00284246,9.827196825
56.74839716,62.29074454,1.825491687,15.57238156,34.36706529
58.20031518,100.0,2.744225407,19.58433966,36.61409575
58.41337479,73.86977181,2.973926074,25.86608064,40.24037786
56.41638457,9.045970923,3.281284738,15.47077157,23.49158828
64.99005464,10.83331398,3.235747304,19.35133425,52.23133983
66.17284951,50.33679188,3.395255475,22.80192451,40.75764343
54.00378412,9.808817252,0.258740298,15.25038635,54.60697164
77.04790019,8.744751734,0.0,13.59663375,-22.12326757
86.23749549,71.28935205,4.46026169,14.93513267,61.34605048
74.19726081,8.099399083,5.114551801,20.25608401,57.87837095
98.58548801,83.13041442,0.0,14.92749218,69.29952514
42.21899989,80.47758923,6.570482382,15.5394718,74.36113692
116.151052,80.69710311,7.29012855,14.60074141,79.77386518
136.8010204,20.54610783,8.225762394,13.88973204,85.1630467
148.0729754,90.68881087,20.12922465,7.277497142,90.27261445
-75.72086696,23.43291178,5.245075584,12.40420076,88.02433334
10.93628244,100.0,0.0,8.120196087,4.538899616
16.79254331,100.0,0.0,56.31174066,5.256275511
64.15841803,100.0,0.0,7.692423209,-2.089241391
39.99693007,100.0,0.0,7.532360544,15.77249285
40.61619613,100.0,0.0,39.39345662,9.389122312
47.47947012,100.0,0.0,7.34134211,22.42087208
64.25403105,100.0,0.0,7.277497142,34.04419133
39.77701852,100.0,0.0,20.2539222,24.34434043
72.82114945,100.0,0.0,60.23361478,28.52394105
46.27465084,100.0,0.012215902,7.152370717,3.897167238
45.34318874,100.0,0.0,7.144199984,43.65360643
68.29844307,100.0,0.0,7.163598698,36.64238751
70.67074267,100.0,0.0,7.18894519,52.66541197
40.81887437,100.0,0.0,19.98635443,42.73702735
54.82527123,60.60655887,0.5800885,7.892549732,40.11805539
320.6668243,100.0,0.0,43.58750227,83.48568915
118.4858838,100.0,18.52491062,6.820393116,75.51633955
12.16279787,100.0,0.0,6.571323808,-11.39112974
139.4233651,100.0,18.37482353,6.369934127,86.12910322
126.2038463,86.85761752,0.273782848,6.288868017,72.33764329
124.878619,99.94630872,0.053691275,25.01520373,205.2308788
97.11373753,6.44472898,0.050890585,7.641740714,76.31559651
-11.79257256,99.95456611,0.045433894,7.810452268,12.06404657
49.00211922,1.621931052,0.044385264,46.11345139,65.20665803
95.0668345,99.95238095,0.047619048,7.76801291,55.12306602
-18.85774903,61.76153884,0.0,26.85663164,-13.52254711
-22.46772153,61.76635776,0.0,26.48459056,-18.18003384
-21.39049771,58.11511435,0.0,26.14319034,-18.91578755
-25.03269539,55.93580363,0.0,25.29156911,-24.40287899
-23.31021563,53.15752949,0.0,25.53961481,28.9579896
-22.9673999,50.83575241,0.0,25.29156911,-25.69868971
-25.74202552,11.15183246,0.0,31.52729644,-28.40579075
-28.78335526,96.20028409,0.0,24.99885654,-30.09965896
-37.28842038,51.08761409,0.0,17.42514758,-41.95297621
-39.70944674,48.66407519,0.0,30.0551464,-39.86885633
-37.03864388,51.09569532,0.0,38.30513795,-38.14971568
-40.5856707,93.65183418,0.0,25.30239546,-41.37437877
-33.25538267,52.00576451,0.0,25.45323983,-35.6131662
-35.74788123,51.71389948,0.002413943,25.56768215,-37.23683609
-34.3632016,51.71389948,0.011370872,25.61297431,-36.4244771
-32.36273265,47.78691047,1.44790497,25.33392705,-35.10961034
-27.90161414,59.07958171,0.109462701,24.66879437,-31.54841759
-31.77992083,57.99614211,0.309528082,23.87499308,-34.61796451
-41.74841037,55.19454473,0.585167882,23.20993999,-42.46648043
-2.113863056,54.2538627,18.9787234,22.93105189,-39.82912449
108.5054871,59.47464166,2.035063871,19.77333822,-52.56675036
-37.46685007,54.64265012,13.32976966,13.15516912,-39.52499009
-44.31839983,50.980984,6.605679259,25.33392705,-24.43164774
