Year,Country,Quality_of_Life_Rank
1972,Somalia,211
1972,Rwanda,211
1972,"Congo, Dem. Rep.",211
1972,Pre-demographic dividend,212
1972,Nepal,213
1972,South Sudan,214
1972,Sub-Saharan Africa (excluding high income),215
1972,Equatorial Guinea,215
1972,Cambodia,216
1972,Burkina Faso,216
1972,Morocco,217
1972,Arab World,217
1972,Mozambique,218
1972,Benin,218
1972,Mali,219
1972,Niger,219
1972,Angola,220
1972,Algeria,221
1972,Africa Eastern and Southern,222
1972,Africa Western and Central,223
1972,Afghanistan,224
