Country,Year,Poverty_Percentage
Kazakhstan,2002,21.67406
Kenya,2002,61.63811
Kyrgyz Republic,2002,42.68651
Cambodia,2002,79.2
Latin America & Caribbean (excluding high income),2002,31.26053686
Lao PDR,2002,51.0
Lebanon,2002,92.4
Liberia,2002,75.48823
Latin America & Caribbean,2002,30.27266077
Least developed countries: UN classification,2002,66.20006256
Low income,2002,80.31428638
Lower middle income,2002,54.96182555
Low & middle income,2002,44.26863177
Lesotho,2002,62.72729
Morocco,2002,30.36674
Moldova,2002,23.7
Madagascar,2002,89.03413
Mexico,2002,30.44793
Middle income,2002,42.03218747
Mali,2002,79.68152
Myanmar,2002,32.60843
Montenegro,2002,19.1
Mongolia,2002,53.63156
Mozambique,2002,86.58183
Mauritania,2002,81.3166
Malawi,2002,77.89671
Namibia,2002,42.4078
Niger,2002,70.09604
Nigeria,2002,71.59477
Nicaragua,2002,70.33595
Nepal,2002,63.41828
Pakistan,2002,69.69687
Panama,2002,44.36462
Peru,2002,45.56432
Philippines,2002,48.56749
Pre-demographic dividend,2002,67.22923016
Paraguay,2002,39.03
West Bank and Gaza,2002,30.0
Rwanda,2002,67.93933
South Asia,2002,56.97924703
Sudan,2002,99.1
Senegal,2002,63.59985
Sierra Leone,2002,73.9
El Salvador,2002,49.5
Sub-Saharan Africa (excluding high income),2002,64.5257355
South Sudan,2002,99.8
Sub-Saharan Africa,2002,64.5257355
Suriname,2002,8.26719
Eswatini,2002,55.35217
Chad,2002,90.45647
Togo,2002,66.02873
Thailand,2002,15.6056
Tajikistan,2002,55.72756
Turkmenistan,2002,10.5
Latin America & the Caribbean (IDA & IBRD countries),2002,30.87693586
South Asia (IDA & IBRD),2002,56.97924703
Sub-Saharan Africa (IDA & IBRD countries),2002,64.5257355
Trinidad and Tobago,2002,11.06
Turkiye,2002,23.18733
Tanzania,2002,77.07039
Uganda,2002,78.21228
Ukraine,2002,5.0
Uruguay,2002,23.7
"Venezuela, RB",2002,26.40689
Viet Nam,2002,40.37283
"Yemen, Rep.",2002,61.19064
South Africa,2002,27.22887
Zambia,2002,62.23191
Zimbabwe,2002,26.92639
Africa Eastern and Southern,2004,59.59955835
Africa Western and Central,2004,66.57672763
Angola,2004,19.66039
Albania,2004,23.0
Argentina,2004,18.84059
Armenia,2004,11.81793
Austria,2004,4.4
Azerbaijan,2004,38.93333
Burundi,2004,77.04306
Benin,2004,71.07914
Burkina Faso,2004,71.07927
Bangladesh,2004,57.02246
Bosnia and Herzegovina,2004,5.1
Belarus,2004,14.50194
Belize,2004,15.75733
Bolivia,2004,53.41721
Brazil,2004,28.12555
Botswana,2004,54.44714
Central African Republic,2004,80.28114
Chile,2004,7.324
Cote d'Ivoire,2004,63.9953
Cameroon,2004,58.8254
"Congo, Dem. Rep.",2004,71.91424
"Congo, Rep.",2004,84.68995
Colombia,2004,18.48794
Comoros,2004,65.67836
Costa Rica,2004,10.86589
Cuba,2004,2.15371
Dominican Republic,2004,25.42881
Early-demographic dividend,2004,44.34063129
Europe & Central Asia (excluding high income),2004,16.76351051
Ecuador,2004,57.8
"Egypt, Arab Rep.",2004,31.20583
Ethiopia,2004,85.98109
Fragile and conflict affected situations,2004,53.16748453
Fiji,2004,15.0
Gabon,2004,53.6879
Georgia,2004,13.2148
Ghana,2004,53.64802
Guinea,2004,42.3337
"Gambia, The",2004,53.31504
Guatemala,2004,51.0228
Guyana,2004,25.31799
Honduras,2004,43.24
Heavily indebted poor countries (HIPC),2004,70.75095081
Haiti,2004,58.67204
Hungary,2004,12.9
IDA & IBRD total,2004,42.5372218
IDA total,2004,65.98405517
IDA blend,2004,66.1982921
Indonesia,2004,31.81729
IDA only,2004,65.84364323
India,2004,53.89834
Ireland,2004,6.7
Iraq,2004,36.98314
Jordan,2004,35.35711
Kazakhstan,2004,18.89002
Kenya,2004,60.09171
Kyrgyz Republic,2004,38.2146
Cambodia,2004,73.6
Latin America & Caribbean (excluding high income),2004,29.13866582
Lao PDR,2004,47.5
Lebanon,2004,92.4
Liberia,2004,75.48823
Latin America & Caribbean,2004,28.19941573
Least developed countries: UN classification,2004,64.86458208
Low income,2004,78.38676959
Lower middle income,2004,53.56109448
Low & middle income,2004,42.94835969
Lesotho,2004,58.59683
Morocco,2004,27.57876
Moldova,2004,20.8
Madagascar,2004,86.63257
Maldives,2004,41.535
Mexico,2004,28.73289
Middle income,2004,40.68126333
Mali,2004,75.48678
Myanmar,2004,35.81751
Montenegro,2004,18.5
Mongolia,2004,49.65902
Mozambique,2004,83.06817
Mauritania,2004,77.94
Malawi,2004,74.38269
Namibia,2004,42.25878
Niger,2004,70.15403
Nigeria,2004,69.08224
Nicaragua,2004,69.07378
Nepal,2004,60.52627
Pakistan,2004,68.17208
Panama,2004,40.05308
Peru,2004,43.71555
Philippines,2004,47.16139
Pre-demographic dividend,2004,65.57411402
Paraguay,2004,36.03286
West Bank and Gaza,2004,30.0
Rwanda,2004,64.45814
South Asia,2004,56.15148299
Sudan,2004,99.1
Senegal,2004,60.04485
Sierra Leone,2004,72.5475
El Salvador,2004,49.5
Sub-Saharan Africa (excluding high income),2004,62.85631311
South Sudan,2004,99.8
Sub-Saharan Africa,2004,62.85631311
Sao Tome and Principe,2004,61.4
Suriname,2004,9.10421
Eswatini,2004,55.35217
Chad,2004,89.32919
Togo,2004,62.78541
Thailand,2004,15.08731
Tajikistan,2004,51.1789
Turkmenistan,2004,10.50752
Latin America & the Caribbean (IDA & IBRD countries),2004,28.74445381
Timor-Leste,2004,56.1
South Asia (IDA & IBRD),2004,56.15148299
Sub-Saharan Africa (IDA & IBRD countries),2004,62.85631311
Trinidad and Tobago,2004,11.06
Turkiye,2004,21.79329
Tanzania,2004,72.81275
Uganda,2004,75.52337
Ukraine,2004,4.6
Uruguay,2004,23.67571
"Venezuela, RB",2004,25.7
Viet Nam,2004,35.429
"Yemen, Rep.",2004,58.56911
South Africa,2004,26.84803
Zambia,2004,60.67926
Zimbabwe,2004,26.33104
Africa Eastern and Southern,2006,59.13328825
Afghanistan,2006,63.6
Africa Western and Central,2006,64.02742403
Angola,2006,25.79191
Albania,2006,20.5
Arab World,2006,39.1107753
Argentina,2006,18.11494
Armenia,2006,11.3289
Austria,2006,4.4
Azerbaijan,2006,32.93
Burundi,2006,71.68054
Benin,2006,70.68586
Burkina Faso,2006,65.51314
Bangladesh,2006,56.3783
Bosnia and Herzegovina,2006,4.9
Belarus,2006,12.97371
Belize,2006,15.75333
Bolivia,2006,51.15337
Brazil,2006,24.81844
Botswana,2006,52.32451
Central African Republic,2006,77.43913
Chile,2006,7.3
Cote d'Ivoire,2006,62.45466
Cameroon,2006,55.55619
"Congo, Dem. Rep.",2006,72.37482
"Congo, Rep.",2006,78.45821
Colombia,2006,17.14349
Comoros,2006,66.27029
Costa Rica,2006,9.95087
Cuba,2006,3.20225
Dominican Republic,2006,23.06549
Early-demographic dividend,2006,43.15736275
Europe & Central Asia (excluding high income),2006,15.3850956
Ecuador,2006,57.8
"Egypt, Arab Rep.",2006,25.69566
Ethiopia,2006,82.88584
Fragile and conflict affected situations,2006,53.23151866
Fiji,2006,14.5
Gabon,2006,51.81685
Georgia,2006,12.44783
Ghana,2006,50.28782
Guinea,2006,43.16788
"Gambia, The",2006,51.5123
Guatemala,2006,48.78615
Guyana,2006,23.67077
Honduras,2006,40.9
Heavily indebted poor countries (HIPC),2006,68.44044268
Haiti,2006,57.36641
Hungary,2006,11.6
IDA & IBRD total,2006,41.19712472
IDA total,2006,64.31289887
IDA blend,2006,64.2159837
Indonesia,2006,30.1631
IDA only,2006,64.37460856
India,2006,53.20013
Ireland,2006,6.9
Iraq,2006,38.52762
Jordan,2006,33.02776
Kazakhstan,2006,16.10598
Kenya,2006,58.54531
Kyrgyz Republic,2006,33.74269
Cambodia,2006,67.9
Latin America & Caribbean (excluding high income),2006,26.99680612
Lao PDR,2006,44.1
Lebanon,2006,92.41022
Liberia,2006,74.59566
Latin America & Caribbean,2006,26.23743991
Least developed countries: UN classification,2006,63.93096599
Low income,2006,75.73609807
Lower middle income,2006,51.83656536
Low & middle income,2006,41.58763578
Lesotho,2006,54.46637
Morocco,2006,24.79078
Moldova,2006,18.0
Madagascar,2006,84.23101
Maldives,2006,41.535
Mexico,2006,27.01784
Middle income,2006,39.19436295
Mali,2006,71.29204
Myanmar,2006,39.02659
Montenegro,2006,17.3
Mongolia,2006,45.68648
Mozambique,2006,79.55451
Mauritania,2006,74.5634
Malawi,2006,70.86866
Namibia,2006,42.10975
Niger,2006,70.21202
Nigeria,2006,66.56972
Nicaragua,2006,67.81162
Nepal,2006,57.63426
Pakistan,2006,66.64728
Panama,2006,35.74154
Peru,2006,41.86678
Philippines,2006,45.75529
Pre-demographic dividend,2006,64.2856419
Paraguay,2006,33.03571
West Bank and Gaza,2006,29.07112
Rwanda,2006,60.97695
South Asia,2006,55.43472821
Sudan,2006,99.08834
Senegal,2006,56.48985
Sierra Leone,2006,69.80989
El Salvador,2006,46.49143
Sub-Saharan Africa (excluding high income),2006,61.43626512
South Sudan,2006,99.8
Sub-Saharan Africa,2006,61.43626512
Sao Tome and Principe,2006,61.4
Suriname,2006,9.94123
Eswatini,2006,47.92817
Chad,2006,88.20191
Togo,2006,59.54209
Thailand,2006,14.05075
Tajikistan,2006,46.63024
Turkmenistan,2006,10.25739
Latin America & the Caribbean (IDA & IBRD countries),2006,26.70639916
Timor-Leste,2006,56.1
South Asia (IDA & IBRD),2006,55.43472821
Sub-Saharan Africa (IDA & IBRD countries),2006,61.43626512
Trinidad and Tobago,2006,10.28
Tunisia,2006,10.4
Turkiye,2006,20.39926
Tanzania,2006,68.55511
Uganda,2006,72.83447
Ukraine,2006,3.9
Uruguay,2006,19.95
"Venezuela, RB",2006,25.7
Viet Nam,2006,30.48516
"Yemen, Rep.",2006,55.94758
South Africa,2006,26.46718
Zambia,2006,59.12662
Zimbabwe,2006,25.73569
Africa Eastern and Southern,2008,58.42114498
Afghanistan,2008,63.6
Africa Western and Central,2008,61.50084022
Angola,2008,31.92344
Albania,2008,17.9
Arab World,2008,34.76688607
Argentina,2008,17.3893
Armenia,2008,10.83987
Azerbaijan,2008,26.92667
Burundi,2008,66.31802
Benin,2008,70.29258
Burkina Faso,2008,59.94701
Bangladesh,2008,55.73415
Bosnia and Herzegovina,2008,4.7
Belarus,2008,11.44548
Belize,2008,15.74933
Bolivia,2008,48.88953
Brazil,2008,21.51132
Botswana,2008,50.20189
Central African Republic,2008,74.59712
Chile,2008,7.3
Cote d'Ivoire,2008,60.91402
Cameroon,2008,52.28699
"Congo, Dem. Rep.",2008,73.29596
"Congo, Rep.",2008,72.22646
Colombia,2008,15.79905
Comoros,2008,66.86223
Costa Rica,2008,9.03585
Cuba,2008,4.25079
Dominican Republic,2008,20.70217
Algeria,2008,30.8
Early-demographic dividend,2008,41.96778704
Europe & Central Asia (excluding high income),2008,13.96902406
"Egypt, Arab Rep.",2008,20.1855
Ethiopia,2008,79.7906
Fragile and conflict affected situations,2008,55.16850877
Fiji,2008,13.5
Gabon,2008,49.9458
Georgia,2008,11.68087
Ghana,2008,46.92763
Guinea,2008,44.00206
"Gambia, The",2008,49.70956
Guinea-Bissau,2008,75.2
Guatemala,2008,46.5495
Guyana,2008,22.02354
Honduras,2008,38.56
Heavily indebted poor countries (HIPC),2008,66.18398324
Haiti,2008,56.06078
Hungary,2008,10.4
IDA & IBRD total,2008,39.83156004
IDA total,2008,62.57733577
IDA blend,2008,62.193316
Indonesia,2008,28.5089
IDA only,2008,62.82107928
India,2008,52.50192
Ireland,2008,7.2
Iraq,2008,40.07209
Jordan,2008,30.6984
Kazakhstan,2008,13.32194
Kenya,2008,56.99891
Kyrgyz Republic,2008,29.27078
Cambodia,2008,62.3
Latin America & Caribbean (excluding high income),2008,24.07052452
Lao PDR,2008,40.7
Lebanon,2008,67.30186
Liberia,2008,72.81052
Latin America & Caribbean,2008,23.43045063
Least developed countries: UN classification,2008,62.88912022
Low income,2008,73.57543187
Lower middle income,2008,50.37781366
Low & middle income,2008,39.98576505
Lesotho,2008,50.33592
Morocco,2008,22.0028
Moldova,2008,15.1
Madagascar,2008,81.82945
Maldives,2008,40.9775
Mexico,2008,25.3028
Middle income,2008,37.54821781
Mali,2008,67.09729
Myanmar,2008,42.23566
Middle East & North Africa (excluding high income),2008,29.24207417
Montenegro,2008,16.1
Mongolia,2008,41.71394
Mozambique,2008,76.04086
Mauritania,2008,71.18681
Malawi,2008,67.35464
Namibia,2008,41.96073
Niger,2008,70.27001
Nigeria,2008,64.0572
Nicaragua,2008,67.2
Nepal,2008,54.74225
Pakistan,2008,65.12249
Panama,2008,31.43
Peru,2008,40.018
Philippines,2008,44.34919
Pre-demographic dividend,2008,62.92778709
Paraguay,2008,30.03857
West Bank and Gaza,2008,27.16442
Rwanda,2008,57.49576
South Asia,2008,54.62736218
Sudan,2008,94.00333
Senegal,2008,52.93485
Sierra Leone,2008,67.07228
El Salvador,2008,40.48857
Sub-Saharan Africa (excluding high income),2008,59.88184531
South Sudan,2008,99.80584
Sub-Saharan Africa,2008,59.88184531
Sao Tome and Principe,2008,60.3972
Suriname,2008,10.77825
Eswatini,2008,40.50418
Chad,2008,87.07463
Togo,2008,56.29878
Thailand,2008,13.01419
Tajikistan,2008,42.08157
Turkmenistan,2008,10.00727
Latin America & the Caribbean (IDA & IBRD countries),2008,23.8421813
Timor-Leste,2008,54.0
Middle East & North Africa (IDA & IBRD countries),2008,29.28749706
South Asia (IDA & IBRD),2008,54.62736218
Sub-Saharan Africa (IDA & IBRD countries),2008,59.88184531
Trinidad and Tobago,2008,9.5
Tunisia,2008,10.4
Turkiye,2008,19.00523
Tanzania,2008,64.29748
Uganda,2008,70.14557
Ukraine,2008,3.2
Uruguay,2008,16.22429
Viet Nam,2008,25.54133
"Yemen, Rep.",2008,53.32605
South Africa,2008,26.08634
Zambia,2008,57.57398
Zimbabwe,2008,25.14033
Africa Eastern and Southern,2010,57.67719296
Afghanistan,2010,64.80761
Africa Western and Central,2010,58.9139334
Angola,2010,38.05496
Albania,2010,15.4
Arab World,2010,31.8523767
Argentina,2010,16.66365
Armenia,2010,10.35084
Azerbaijan,2010,26.92667
Burundi,2010,60.9555
Benin,2010,69.89931
Burkina Faso,2010,54.38089
Bangladesh,2010,55.08999
Bosnia and Herzegovina,2010,4.5
Belarus,2010,9.91726
Belize,2010,15.74533
Bolivia,2010,46.62568
Brazil,2010,18.20421
Botswana,2010,48.07927
Central African Republic,2010,71.75511
Cote d'Ivoire,2010,59.37338
Cameroon,2010,49.01779
"Congo, Dem. Rep.",2010,74.21711
"Congo, Rep.",2010,65.99471
Colombia,2010,14.4546
Comoros,2010,67.45416
Costa Rica,2010,8.12083
Cuba,2010,5.29933
Dominican Republic,2010,18.33885
Algeria,2010,30.8
Early-demographic dividend,2010,40.75838196
Europe & Central Asia (excluding high income),2010,12.78807856
"Egypt, Arab Rep.",2010,14.67533
Ethiopia,2010,76.69536
Fragile and conflict affected situations,2010,54.05356614
Fiji,2010,12.5
Gabon,2010,48.07475
Georgia,2010,10.9139
Ghana,2010,43.56743
Guinea,2010,44.83624
"Gambia, The",2010,47.90681
Guinea-Bissau,2010,75.2
Guatemala,2010,44.31286
Guyana,2010,20.37632
Honduras,2010,36.22
Heavily indebted poor countries (HIPC),2010,63.96425836
Haiti,2010,54.75515
Hungary,2010,9.1
IDA & IBRD total,2010,38.7517356
IDA total,2010,60.81118625
IDA blend,2010,60.13848757
Indonesia,2010,26.85471
IDA only,2010,61.23767802
India,2010,51.8037
Ireland,2010,7.5
Iraq,2010,41.61657
Jordan,2010,28.36905
Kazakhstan,2010,10.5379
Kenya,2010,55.45251
Kyrgyz Republic,2010,24.79887
Cambodia,2010,56.6
Latin America & Caribbean (excluding high income),2010,21.85876535
Lao PDR,2010,37.3
Lebanon,2010,42.19351
Liberia,2010,71.02538
Latin America & Caribbean,2010,21.79117941
Least developed countries: UN classification,2010,61.81457458
Low income,2010,71.44544263
Lower middle income,2010,48.92043479
Low & middle income,2010,38.64068283
Lesotho,2010,46.20546
Morocco,2010,19.21482
Moldova,2010,12.3
Madagascar,2010,79.42789
Maldives,2010,39.8625
Mexico,2010,23.58776
Middle income,2010,36.16034878
Mali,2010,62.90255
Myanmar,2010,45.44474
Middle East & North Africa (excluding high income),2010,26.47956272
Montenegro,2010,14.9
Mongolia,2010,37.7414
Mozambique,2010,72.5272
Mauritania,2010,67.81021
Malawi,2010,63.84062
Namibia,2010,41.8117
Niger,2010,70.32799
Nigeria,2010,61.54467
Nicaragua,2010,67.2
Nepal,2010,51.85024
Pakistan,2010,63.59769
Panama,2010,27.11846
Peru,2010,38.16923
Philippines,2010,42.94309
Pre-demographic dividend,2010,61.42325681
Paraguay,2010,27.04143
West Bank and Gaza,2010,25.25772
Rwanda,2010,54.01458
South Asia,2010,53.84326108
Sudan,2010,88.91831
Senegal,2010,49.37985
Sierra Leone,2010,64.33467
El Salvador,2010,34.48571
Sub-Saharan Africa (excluding high income),2010,58.26619875
South Sudan,2010,97.0038
Sub-Saharan Africa,2010,58.26619875
Sao Tome and Principe,2010,58.45879
Suriname,2010,11.61526
Eswatini,2010,33.08018
Chad,2010,85.94735
Togo,2010,53.05546
Thailand,2010,11.97763
Tajikistan,2010,37.53291
Turkmenistan,2010,9.75714
Latin America & the Caribbean (IDA & IBRD countries),2010,22.14905645
Timor-Leste,2010,50.0
Middle East & North Africa (IDA & IBRD countries),2010,26.5064351
South Asia (IDA & IBRD),2010,53.84326108
Sub-Saharan Africa (IDA & IBRD countries),2010,58.26619875
Trinidad and Tobago,2010,8.72
Tunisia,2010,10.14415
Turkiye,2010,17.61119
Tanzania,2010,60.03984
Uganda,2010,67.45666
Ukraine,2010,2.5
Uruguay,2010,12.49857
Viet Nam,2010,20.59749
"Yemen, Rep.",2010,50.70453
South Africa,2010,25.7055
Zambia,2010,56.02134
Zimbabwe,2010,24.54498
Africa Eastern and Southern,2012,56.9068103
Afghanistan,2012,67.24795
Africa Western and Central,2012,56.31535086
Angola,2012,44.18648
Albania,2012,12.9
Arab World,2012,28.65392537
Argentina,2012,15.93801
Armenia,2012,9.86181
Azerbaijan,2012,26.92667
Burundi,2012,55.59298
Benin,2012,69.50603
Burkina Faso,2012,48.81476
Bangladesh,2012,54.44584
Bosnia and Herzegovina,2012,4.3
Belarus,2012,8.38903
Belize,2012,15.74133
Bolivia,2012,46.62568
Brazil,2012,14.8971
Botswana,2012,45.95664
Central African Republic,2012,68.9131
Cote d'Ivoire,2012,57.83274
Cameroon,2012,45.74859
"Congo, Dem. Rep.",2012,75.13825
"Congo, Rep.",2012,59.76296
Colombia,2012,13.11016
Comoros,2012,68.0461
Costa Rica,2012,7.20581
Cuba,2012,6.34787
Dominican Republic,2012,15.97552
Algeria,2012,28.88661
Early-demographic dividend,2012,39.41935131
Europe & Central Asia (excluding high income),2012,11.58300277
"Egypt, Arab Rep.",2012,9.16517
Ethiopia,2012,73.60011
Fragile and conflict affected situations,2012,52.88091989
Fiji,2012,11.4
Gabon,2012,46.2037
Georgia,2012,10.14694
Ghana,2012,40.20724
Guinea,2012,45.67042
"Gambia, The",2012,46.10407
Guinea-Bissau,2012,75.24783
Guatemala,2012,42.07621
Guyana,2012,18.7291
Honduras,2012,33.88
Heavily indebted poor countries (HIPC),2012,61.77223053
Haiti,2012,53.44951
Hungary,2012,7.9
IDA & IBRD total,2012,37.3212166
IDA total,2012,58.96575947
IDA blend,2012,58.04093871
Indonesia,2012,25.20051
IDA only,2012,59.55609319
India,2012,51.10549
Ireland,2012,7.7
Iraq,2012,43.16104
Jordan,2012,26.0397
Kazakhstan,2012,7.75386
Kenya,2012,53.90611
Kyrgyz Republic,2012,20.32696
Cambodia,2012,51.0
Latin America & Caribbean (excluding high income),2012,19.2849706
Lao PDR,2012,33.8
Lebanon,2012,17.08516
Liberia,2012,69.24025
Latin America & Caribbean,2012,19.20399589
Least developed countries: UN classification,2012,60.74733154
Low income,2012,69.38984729
Lower middle income,2012,47.38216322
Low & middle income,2012,37.23376184
Lesotho,2012,42.075
Morocco,2012,16.42684
Moldova,2012,9.4
Madagascar,2012,77.02633
Maldives,2012,38.7475
Mexico,2012,21.87272
Middle income,2012,34.69363584
Mali,2012,58.7078
Myanmar,2012,48.65382
Middle East & North Africa (excluding high income),2012,23.45926249
Montenegro,2012,13.6
Mongolia,2012,33.76886
Mozambique,2012,69.01354
Mauritania,2012,64.43361
Malawi,2012,60.32659
Namibia,2012,41.66268
Niger,2012,70.38598
Nigeria,2012,59.03215
Nepal,2012,48.95823
Pakistan,2012,62.0729
Panama,2012,22.80692
Peru,2012,36.32046
Philippines,2012,41.53699
Pre-demographic dividend,2012,59.93002148
Paraguay,2012,24.04429
West Bank and Gaza,2012,23.35102
Rwanda,2012,50.53339
South Asia,2012,53.07404226
Sudan,2012,83.8333
Senegal,2012,45.82485
Sierra Leone,2012,61.59705
El Salvador,2012,28.48286
Sub-Saharan Africa (excluding high income),2012,56.62432151
South Sudan,2012,94.20176
Sub-Saharan Africa,2012,56.62432151
Sao Tome and Principe,2012,56.52039
Suriname,2012,12.45228
Eswatini,2012,25.65619
Chad,2012,84.82007
Togo,2012,49.81214
Thailand,2012,10.94107
Tajikistan,2012,32.98425
Turkmenistan,2012,9.50701
Latin America & the Caribbean (IDA & IBRD countries),2012,19.47796409
Timor-Leste,2012,46.0
Middle East & North Africa (IDA & IBRD countries),2012,23.46164102
South Asia (IDA & IBRD),2012,53.07404226
Sub-Saharan Africa (IDA & IBRD countries),2012,56.62432151
Trinidad and Tobago,2012,7.94
Tunisia,2012,9.64392
Turkiye,2012,16.21716
Tanzania,2012,55.78221
Uganda,2012,64.76776
Ukraine,2012,1.8
Uruguay,2012,8.77286
Viet Nam,2012,15.65365
"Yemen, Rep.",2012,48.083
South Africa,2012,25.32466
Zambia,2012,54.4687
Zimbabwe,2012,23.94962
Africa Eastern and Southern,2014,56.13895653
Afghanistan,2014,69.68829
Africa Western and Central,2014,53.71459733
Angola,2014,50.31801
Albania,2014,10.3
Arab World,2014,25.50010869
Armenia,2014,9.37278
Burundi,2014,50.23046
Benin,2014,69.11276
Burkina Faso,2014,43.24863
Bangladesh,2014,53.80168
Bosnia and Herzegovina,2014,4.0
Belarus,2014,6.8608
Belize,2014,15.73733
Bolivia,2014,46.62568
Brazil,2014,14.8971
Botswana,2014,43.83402
Central African Republic,2014,68.9131
Cote d'Ivoire,2014,56.2921
Cameroon,2014,42.47939
"Congo, Dem. Rep.",2014,76.0594
"Congo, Rep.",2014,53.53121
Colombia,2014,11.76571
Comoros,2014,68.63803
Costa Rica,2014,6.29079
Cuba,2014,7.3964
