Year,Country,Quality_of_Life_Rank
1987,Malawi,219
1987,Mali,220
1987,Sierra Leone,221
1987,Mozambique,221
1987,South Sudan,222
1987,Sudan,223
1987,Niger,224
1987,Africa Eastern and Southern,225
1987,Sub-Saharan Africa,226
1987,Sub-Saharan Africa (IDA & IBRD countries),226
1987,Angola,227
1987,Africa Western and Central,228
