Year,Country,Ease_of_Living_Rank
1980,Peru,187
1980,Least developed countries: UN classification,187
1980,Middle income,188
1980,Ethiopia,189
1980,Low income,189
1980,Eritrea,190
1980,Nicaragua,191
1980,Algeria,192
1980,Zambia,193
1980,Mongolia,195
1980,Middle East & North Africa (excluding high income),196
1980,Mauritania,196
1980,Middle East & North Africa (IDA & IBRD countries),197
1980,Maldives,198
1980,Morocco,199
1980,Nigeria,200
1980,Namibia,201
1980,Myanmar,202
1980,Equatorial Guinea,203
1980,Rwanda,203
1980,Papua New Guinea,204
1980,South Asia,204
1980,El Salvador,205
1980,South Asia (IDA & IBRD),206
1980,Sierra Leone,207
1980,Nepal,208
1980,Madagascar,209
1980,Malawi,210
1980,Mali,211
1980,Burkina Faso,212
1980,Burundi,213
1980,Uganda,213
1980,Pre-demographic dividend,214
1980,Niger,215
1980,Chad,216
1980,South Sudan,217
1980,"Gambia, The",218
1980,Timor-Leste,219
1980,Mozambique,220
1980,Somalia,221
1980,Comoros,222
1980,Tanzania,223
1980,Togo,224
1980,"Congo, Dem. Rep.",225
1980,Angola,226
1980,Africa Eastern and Southern,227
1980,Africa Western and Central,228
1980,Afghanistan,229
