Year,Country,Quality_of_Life_Rank
1980,Oman,180
1980,Namibia,181
1980,Mongolia,182
1980,El Salvador,182
1980,Guinea,183
1980,Djibouti,184
1980,South Asia,184
1980,Heavily indebted poor countries (HIPC),185
1980,Middle East & North Africa (IDA & IBRD countries),186
1980,Haiti,187
1980,Bhutan,188
1980,Sudan,189
1980,Arab World,190
1980,Pakistan,191
1980,Mauritania,192
1980,Equatorial Guinea,193
1980,Bangladesh,194
1980,Maldives,195
1980,Nigeria,196
1980,Myanmar,197
1980,Algeria,198
1980,South Asia (IDA & IBRD),199
1980,Papua New Guinea,200
1980,Early-demographic dividend,201
1980,Morocco,202
1980,Cambodia,203
1980,Lao PDR,204
1980,Sub-Saharan Africa (excluding high income),205
1980,Central African Republic,205
1980,Timor-Leste,206
1980,Comoros,207
1980,Madagascar,208
1980,Liberia,209
1980,Malawi,210
1980,Low income,211
1980,Least developed countries: UN classification,212
1980,Senegal,212
1980,Somalia,213
1980,Sub-Saharan Africa,213
1980,Sub-Saharan Africa (IDA & IBRD countries),213
1980,Chad,214
1980,"Gambia, The",214
1980,Mali,215
1980,Burkina Faso,216
1980,Sierra Leone,217
1980,Burundi,218
1980,Pre-demographic dividend,218
1980,Rwanda,219
1980,Uganda,220
1980,South Sudan,221
1980,"Congo, Dem. Rep.",222
1980,Ethiopia,223
1980,Nepal,224
1980,Eritrea,224
1980,Niger,225
1980,Tanzania,226
1980,Benin,227
1980,Mozambique,228
1980,Togo,229
1980,Angola,230
1980,Africa Eastern and Southern,231
1980,Africa Western and Central,232
1980,Afghanistan,233
