Year,Country,Quality_of_Life_Rank
1986,Nigeria,203
1986,Central African Republic,204
1986,Sao Tome and Principe,205
1986,Bhutan,206
1986,Togo,207
1986,Papua New Guinea,208
1986,Mongolia,209
1986,Myanmar,210
1986,Sudan,211
1986,Tanzania,212
1986,Rwanda,213
1986,Burundi,214
1986,Madagascar,215
1986,Liberia,216
1986,Timor-Leste,217
1986,Heavily indebted poor countries (HIPC),218
1986,"Congo, Dem. Rep.",219
1986,Low income,220
1986,Afghanistan,221
1986,Uganda,222
1986,Nepal,223
1986,Somalia,224
1986,Malawi,225
1986,Least developed countries: UN classification,226
1986,Burkina Faso,226
1986,Sub-Saharan Africa (IDA & IBRD countries),227
1986,Chad,228
1986,Mali,228
1986,Pre-demographic dividend,229
1986,Sub-Saharan Africa (excluding high income),230
1986,Sierra Leone,231
1986,South Sudan,232
1986,Ethiopia,233
1986,Mozambique,233
1986,Niger,234
1986,Sub-Saharan Africa,235
1986,Angola,236
1986,Africa Western and Central,237
1986,Africa Eastern and Southern,238
