Year,Country,Quality_of_Life_Rank
1981,Belize,117
1981,Latin America & Caribbean,118
1981,Malaysia,119
1981,Cabo Verde,120
1981,Fiji,121
1981,Brazil,122
1981,Uzbekistan,123
1981,Latin America & the Caribbean (IDA & IBRD countries),124
1981,Greenland,125
1981,Vanuatu,126
1981,Tuvalu,128
1981,Latin America & Caribbean (excluding high income),129
1981,Botswana,131
1981,Suriname,132
1981,Solomon Islands,132
1981,IBRD only,133
1981,Turkmenistan,135
1981,Lebanon,136
1981,World,137
1981,Tunisia,138
1981,Small states,139
1981,Pacific island small states,140
1981,"Congo, Rep.",141
1981,Dominican Republic,142
1981,Zimbabwe,143
1981,Tajikistan,144
1981,Marshall Islands,145
1981,Other small states,146
1981,Gabon,147
1981,Guyana,148
1981,Sao Tome and Principe,149
1981,South Africa,150
1981,Nauru,151
1981,Arab World,152
1981,Zambia,153
1981,Oman,154
1981,Azerbaijan,155
1981,Honduras,156
1981,Middle East & North Africa,157
1981,IDA blend,158
1981,Kiribati,159
1981,"Yemen, Rep.",160
1981,IDA & IBRD total,161
1981,Middle income,162
1981,Iraq,164
1981,India,165
1981,Lower middle income,166
1981,Eswatini,167
1981,Philippines,168
1981,Cameroon,169
1981,Nicaragua,170
1981,Peru,171
1981,Guatemala,172
1981,Low & middle income,173
1981,Kenya,174
1981,South Asia,175
1981,El Salvador,176
1981,Liberia,177
1981,Fragile and conflict affected situations,178
1981,Ghana,180
1981,Lesotho,181
1981,Myanmar,182
1981,IDA total,183
1981,Least developed countries: UN classification,184
1981,Bolivia,185
1981,Madagascar,186
1981,"Congo, Dem. Rep.",187
1981,IDA only,188
1981,Haiti,188
1981,Djibouti,189
1981,Pakistan,190
1981,Bhutan,191
1981,Indonesia,192
1981,Sudan,193
1981,Middle East & North Africa (IDA & IBRD countries),194
1981,Algeria,195
1981,Comoros,196
1981,Early-demographic dividend,197
1981,South Asia (IDA & IBRD),198
1981,Africa Eastern and Southern,199
1981,Mauritania,199
1981,Tanzania,200
1981,Heavily indebted poor countries (HIPC),201
1981,Middle East & North Africa (excluding high income),202
1981,Bangladesh,203
1981,Papua New Guinea,204
1981,Maldives,205
1981,Namibia,206
1981,Mongolia,207
1981,Morocco,208
1981,Togo,209
1981,Senegal,210
1981,Low income,211
1981,Cambodia,212
1981,Central African Republic,213
1981,Timor-Leste,214
1981,Equatorial Guinea,215
1981,Somalia,216
1981,Lao PDR,216
1981,"Gambia, The",217
1981,Niger,218
1981,Pre-demographic dividend,219
1981,Nigeria,220
1981,Malawi,221
1981,Burkina Faso,222
1981,Burundi,222
1981,Sub-Saharan Africa (excluding high income),222
1981,Sub-Saharan Africa,222
1981,Chad,223
1981,Ethiopia,223
1981,Sub-Saharan Africa (IDA & IBRD countries),224
1981,Rwanda,224
1981,Mali,225
1981,Uganda,225
1981,Guinea,226
1981,Guinea-Bissau,227
1981,South Sudan,228
1981,Eritrea,229
1981,Nepal,230
1981,Sierra Leone,231
1981,Mozambique,232
1981,Benin,233
1981,Angola,234
1981,Africa Western and Central,235
1981,Afghanistan,236
