Year,Country,Quality_of_Life_Rank
1989,Central Europe and the Baltics,97
1989,Late-demographic dividend,98
1989,St. Lucia,99
1989,China,100
1989,Isle of Man,101
1989,Sri Lanka,102
1989,Malaysia,103
1989,Dominica,103
1989,Estonia,104
1989,Mexico,105
1989,Grenada,105
1989,Mauritius,106
1989,Brazil,107
1989,Latin America & Caribbean,108
1989,Colombia,109
1989,Libya,110
1989,Jordan,111
1989,Ecuador,112
1989,East Asia & Pacific (IDA & IBRD countries),113
1989,Suriname,114
1989,Dominican Republic,115
1989,Latin America & the Caribbean (IDA & IBRD countries),116
1989,Caribbean small states,117
1989,East Asia & Pacific (excluding high income),117
1989,East Asia & Pacific,118
1989,St. Kitts and Nevis,119
1989,South Africa,120
1989,Tonga,121
1989,Europe & Central Asia (IDA & IBRD countries),122
1989,Middle East & North Africa,124
1989,Tunisia,125
1989,Turks and Caicos Islands,125
1989,Cabo Verde,126
1989,Thailand,127
1989,"Korea, Dem. People's Rep.",128
1989,Other small states,129
1989,Latin America & Caribbean (excluding high income),131
1989,Paraguay,133
1989,Upper middle income,134
1989,Small states,135
1989,Uzbekistan,136
1989,Peru,137
1989,"Micronesia, Fed. Sts.",138
1989,Middle East & North Africa (excluding high income),139
1989,Algeria,140
1989,Middle East & North Africa (IDA & IBRD countries),141
1989,Samoa,142
1989,Eswatini,143
1989,Fiji,144
1989,Greenland,145
1989,Honduras,146
1989,World,147
1989,IBRD only,148
1989,Arab World,149
1989,Seychelles,150
1989,Pacific island small states,151
1989,IDA & IBRD total,152
1989,Tuvalu,153
1989,Guyana,154
1989,Tajikistan,155
1989,Indonesia,156
1989,Solomon Islands,157
1989,Middle income,158
1989,Low & middle income,159
1989,Guatemala,160
1989,Early-demographic dividend,161
1989,Gabon,162
1989,Botswana,163
1989,Philippines,164
1989,Maldives,165
1989,Togo,166
1989,El Salvador,167
1989,Vanuatu,168
1989,Marshall Islands,169
1989,Zimbabwe,170
1989,Namibia,171
1989,Nicaragua,172
1989,Morocco,173
1989,Nauru,174
1989,Fragile and conflict affected situations,175
1989,Sao Tome and Principe,176
1989,Kenya,177
1989,Lesotho,178
1989,"Congo, Rep.",179
1989,Bolivia,180
1989,IDA blend,182
1989,IDA total,183
1989,Kiribati,184
1989,Equatorial Guinea,185
1989,Cambodia,185
1989,"Yemen, Rep.",186
1989,Haiti,187
1989,India,188
1989,Iraq,189
1989,Lao PDR,190
1989,"Gambia, The",191
1989,Cameroon,192
1989,Lower middle income,193
1989,Zambia,194
1989,Guinea,195
1989,Bhutan,196
1989,IDA only,196
1989,South Asia (IDA & IBRD),197
1989,South Asia,198
1989,Ethiopia,199
1989,Djibouti,200
1989,Mauritania,201
1989,Eritrea,202
1989,"Congo, Dem. Rep.",203
1989,Guinea-Bissau,204
1989,Papua New Guinea,205
1989,Comoros,206
1989,Pakistan,207
1989,Nigeria,208
1989,Bangladesh,209
1989,Mongolia,210
1989,Myanmar,211
1989,Nepal,212
1989,Ghana,213
1989,Senegal,214
1989,Benin,215
1989,Africa Eastern and Southern,216
1989,Madagascar,217
1989,Central African Republic,218
1989,Sub-Saharan Africa (excluding high income),219
1989,Low income,220
1989,Burkina Faso,221
1989,Uganda,222
1989,Timor-Leste,223
1989,Sudan,224
1989,Rwanda,224
1989,Sub-Saharan Africa,224
1989,Least developed countries: UN classification,225
1989,Tanzania,225
1989,Liberia,226
1989,Sub-Saharan Africa (IDA & IBRD countries),227
1989,Mali,228
1989,Burundi,228
1989,Heavily indebted poor countries (HIPC),229
1989,Somalia,230
1989,Chad,230
1989,Malawi,231
1989,Pre-demographic dividend,232
1989,South Sudan,233
1989,Sierra Leone,234
1989,Mozambique,235
1989,Niger,236
1989,Angola,237
1989,Africa Western and Central,238
1989,Afghanistan,239
