Year,Country,Ease_of_Living_Rank
1989,Kazakhstan,101
1989,Albania,102
1989,Azerbaijan,103
1989,East Asia & Pacific (IDA & IBRD countries),104
1989,"Bahamas, The",105
1989,Hungary,106
1989,Turkmenistan,106
1989,Bulgaria,107
1989,"Korea, Dem. People's Rep.",108
1989,East Asia & Pacific (excluding high income),109
1989,Mauritius,109
1989,Chile,110
1989,Malaysia,111
1989,Latin America & Caribbean (excluding high income),112
1989,East Asia & Pacific,113
1989,Trinidad and Tobago,114
1989,Moldova,115
1989,Central Europe and the Baltics,116
1989,Tonga,117
1989,Small states,118
1989,Eswatini,119
1989,Middle East & North Africa,120
1989,Peru,121
1989,Paraguay,122
1989,Colombia,123
1989,Turks and Caicos Islands,124
1989,Ecuador,125
1989,Mexico,126
1989,Honduras,127
1989,Greenland,128
1989,China,129
1989,Tunisia,130
1989,Cabo Verde,131
1989,Early-demographic dividend,132
1989,Thailand,133
1989,Algeria,134
1989,South Africa,135
1989,Middle East & North Africa (excluding high income),136
1989,"Micronesia, Fed. Sts.",137
1989,Samoa,139
1989,Other small states,141
1989,Uzbekistan,142
1989,Middle East & North Africa (IDA & IBRD countries),143
1989,Fragile and conflict affected situations,144
1989,Guyana,146
1989,IBRD only,147
1989,Arab World,149
1989,Solomon Islands,150
1989,Seychelles,152
1989,Cambodia,153
1989,Guatemala,154
1989,Low & middle income,155
1989,Tajikistan,156
1989,World,157
1989,IDA total,158
1989,Djibouti,159
1989,Cameroon,160
1989,Marshall Islands,161
1989,Pacific island small states,162
1989,Indonesia,163
1989,IDA only,164
1989,IDA & IBRD total,165
1989,Tuvalu,166
1989,Botswana,167
1989,Sao Tome and Principe,168
1989,Nicaragua,169
1989,Gabon,170
1989,Haiti,171
1989,Maldives,171
1989,Sub-Saharan Africa (excluding high income),172
1989,Sudan,173
1989,Sub-Saharan Africa,173
1989,Sub-Saharan Africa (IDA & IBRD countries),174
1989,Ghana,175
1989,Central African Republic,176
1989,Lao PDR,177
1989,Philippines,178
1989,Middle income,179
1989,Benin,180
1989,Ethiopia,181
1989,Togo,182
1989,Bangladesh,182
1989,Eritrea,183
1989,Lower middle income,184
1989,Vanuatu,185
1989,Kenya,186
1989,Lesotho,187
1989,Morocco,188
1989,El Salvador,189
1989,Bolivia,190
1989,India,191
1989,Guinea-Bissau,192
1989,Guinea,193
1989,Papua New Guinea,194
1989,Namibia,195
1989,Nauru,196
1989,Pakistan,197
1989,Senegal,198
1989,Zimbabwe,199
1989,Heavily indebted poor countries (HIPC),200
1989,Kiribati,201
1989,Mongolia,202
1989,"Congo, Rep.",202
1989,IDA blend,203
1989,Bhutan,204
1989,South Asia (IDA & IBRD),205
1989,Nepal,206
1989,Low income,206
1989,Least developed countries: UN classification,207
1989,"Gambia, The",208
1989,Sierra Leone,209
1989,"Yemen, Rep.",210
1989,Nigeria,210
1989,Equatorial Guinea,211
1989,Iraq,212
1989,Mali,213
1989,Mauritania,214
1989,South Asia,215
1989,Myanmar,216
1989,Zambia,217
1989,Comoros,218
1989,"Congo, Dem. Rep.",219
1989,Liberia,220
1989,Madagascar,221
1989,South Sudan,222
1989,Pre-demographic dividend,223
1989,Malawi,224
1989,Africa Eastern and Southern,225
1989,Burkina Faso,225
1989,Burundi,226
1989,Rwanda,227
1989,Timor-Leste,228
1989,Uganda,228
1989,Tanzania,229
1989,Mozambique,230
1989,Niger,230
1989,Somalia,231
1989,Chad,232
1989,Angola,233
1989,Africa Western and Central,234
1989,Afghanistan,235
