Year,Country,Quality_of_Life_Rank
1983,Fiji,122
1983,St. Kitts and Nevis,122
1983,Latin America & Caribbean (excluding high income),123
1983,East Asia & Pacific (excluding high income),124
1983,East Asia & Pacific (IDA & IBRD countries),124
1983,Ecuador,125
1983,Latin America & the Caribbean (IDA & IBRD countries),126
1983,Uzbekistan,127
1983,Serbia,128
1983,Samoa,129
1983,Greenland,131
1983,Grenada,132
1983,Dominican Republic,134
1983,World,135
1983,Vanuatu,136
1983,IBRD only,137
1983,Tuvalu,138
1983,Honduras,139
1983,Botswana,140
1983,Azerbaijan,141
1983,Kyrgyz Republic,142
1983,Turkmenistan,143
1983,Zimbabwe,144
1983,Cabo Verde,145
1983,Philippines,146
1983,"Yemen, Rep.",147
1983,Marshall Islands,148
1983,Other small states,149
1983,Guatemala,150
1983,Guyana,151
1983,Nauru,152
1983,Gabon,153
1983,Kiribati,154
1983,Sao Tome and Principe,155
1983,Lebanon,156
1983,Kenya,157
1983,IDA blend,158
1983,Zambia,159
1983,Middle East & North Africa,160
1983,Iraq,160
1983,Algeria,161
1983,IDA & IBRD total,162
1983,South Africa,163
1983,Low & middle income,164
1983,Middle income,165
1983,South Asia,166
1983,Middle East & North Africa (IDA & IBRD countries),167
1983,"Congo, Rep.",168
1983,Middle East & North Africa (excluding high income),169
1983,Namibia,171
1983,Bolivia,172
1983,Early-demographic dividend,173
1983,Cameroon,174
1983,Lesotho,175
1983,Bhutan,175
1983,Maldives,176
1983,Lower middle income,178
1983,Peru,179
1983,India,180
1983,Fragile and conflict affected situations,181
1983,Ghana,182
1983,IDA only,183
1983,"Gambia, The",184
1983,Nicaragua,185
1983,IDA total,186
1983,Guinea,187
1983,Haiti,188
1983,Liberia,189
1983,El Salvador,190
1983,Equatorial Guinea,191
1983,Indonesia,192
1983,Arab World,193
1983,South Asia (IDA & IBRD),194
1983,Central African Republic,195
1983,Bangladesh,196
1983,Eswatini,197
1983,Djibouti,198
1983,Pakistan,199
1983,Comoros,200
1983,Mauritania,201
1983,Morocco,202
1983,Papua New Guinea,202
1983,Madagascar,203
1983,Sudan,204
1983,Sub-Saharan Africa (excluding high income),205
1983,Mongolia,206
1983,Myanmar,206
1983,Togo,207
1983,Tanzania,208
1983,Least developed countries: UN classification,209
1983,Cambodia,210
1983,Senegal,211
1983,Timor-Leste,212
1983,Ethiopia,213
1983,Burundi,214
1983,Low income,215
1983,Lao PDR,216
1983,Nigeria,217
1983,Rwanda,218
1983,Somalia,219
1983,Chad,220
1983,Niger,221
1983,Malawi,222
1983,Sub-Saharan Africa,222
1983,Heavily indebted poor countries (HIPC),222
1983,Burkina Faso,223
1983,"Congo, Dem. Rep.",224
1983,Guinea-Bissau,224
1983,Mozambique,225
1983,Benin,226
1983,Pre-demographic dividend,226
1983,Nepal,227
1983,Sub-Saharan Africa (IDA & IBRD countries),227
1983,Uganda,228
1983,Eritrea,229
1983,Mali,230
1983,Sierra Leone,230
1983,South Sudan,231
1983,Angola,232
1983,Africa Eastern and Southern,233
1983,Africa Western and Central,234
1983,Afghanistan,235
