Year,Country,Sustainability_Rank
1983,Africa Eastern and Southern,173
1983,Mozambique,173
1983,Niger,173
1983,Pre-demographic dividend,173
1983,Malawi,173
1983,Nigeria,173
1983,South Sudan,173
1983,Somalia,173
1983,Chad,173
1983,Uganda,173
1983,Burkina Faso,173
1983,Togo,173
1983,Comoros,173
1983,Heavily indebted poor countries (HIPC),173
1983,Tanzania,173
1983,Myanmar,173
1983,Timor-Leste,173
1983,Afghanistan,173
1983,Eritrea,173
1983,Africa Western and Central,173
1983,Djibouti,173
1983,Sudan,173
1983,Sub-Saharan Africa (excluding high income),173
1983,Cambodia,173
1983,Eswatini,173
1983,Sub-Saharan Africa,173
1983,Lao PDR,173
1983,Senegal,173
1983,Least developed countries: UN classification,173
1983,Sub-Saharan Africa (IDA & IBRD countries),173
1983,Papua New Guinea,173
1983,Low income,173
1983,Ethiopia,173
1983,South Asia (IDA & IBRD),174
1983,Middle East & North Africa (excluding high income),175
1983,Morocco,177
1983,Nicaragua,179
1983,Guinea,180
1983,Haiti,180
1983,Liberia,180
1983,El Salvador,181
1983,IDA total,182
1983,Cameroon,183
1983,Equatorial Guinea,184
1983,Namibia,185
1983,Bolivia,186
1983,Early-demographic dividend,187
1983,Ghana,188
1983,IDA only,188
1983,"Gambia, The",189
1983,Fragile and conflict affected situations,191
1983,Lower middle income,192
1983,India,193
1983,Bhutan,194
1983,Maldives,194
1983,Lesotho,194
1983,Mongolia,195
1983,Pakistan,196
1983,Indonesia,197
